age,credit_amount,credit_history,decision,employment,foreign_worker,housing,installment_plans,investment_as_income_percentage,month,number_of_credits,other_debtors,people_liable_for,property,purpose,residence_since,savings,sex,skill_level,status,telephone
0,17501,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
1,17501,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
0,17501,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
0,17501,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,17501,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,17501,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
0,17501,A32,1,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
1,17501,A32,1,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A141,3,71,1,A101,1,A121,A45,1,A63,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A141,3,71,1,A101,1,A121,A45,1,A63,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A151,A141,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A151,A141,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
1,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
0,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,17501,A32,1,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,17501,A32,1,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,17501,A32,0,A71,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A61,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A61,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A143,3,76,1,A101,1,A123,A45,1,A63,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A143,3,76,1,A101,1,A123,A45,1,A63,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A151,A143,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A151,A143,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A191
1,15001,A32,1,A73,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A191
0,15001,A32,1,A73,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A63,A91,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A63,A91,A171,A13,A192
0,17250,A32,0,A73,A201,A153,A143,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,17250,A32,0,A73,A201,A153,A143,3,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A123,A40,1,A61,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A123,A40,1,A61,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A123,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A123,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A191
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A191
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A123,A40,1,A63,A91,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A123,A40,1,A63,A91,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A61,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A61,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A143,3,71,1,A101,1,A123,A40,1,A63,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A143,3,71,1,A101,1,A123,A40,1,A63,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A151,A143,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A151,A143,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A191
1,15001,A32,1,A73,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A191
0,15001,A32,1,A73,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A63,A91,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A63,A91,A171,A13,A192
0,17000,A32,0,A73,A201,A153,A143,3,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
1,17000,A32,0,A73,A201,A153,A143,3,79,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
0,16500,A32,0,A73,A201,A152,A143,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,16500,A32,0,A73,A201,A152,A143,3,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A61,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A61,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A151,A143,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A151,A143,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A191
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A191
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A191
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A191
0,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
1,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A61,A91,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A61,A91,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A63,A91,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A63,A91,A171,A13,A192
0,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
1,15001,A32,0,A73,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A191
1,15001,A32,0,A73,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A191
0,17000,A32,0,A73,A201,A153,A143,3,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
1,17000,A32,0,A73,A201,A153,A143,3,74,3,A103,1,A122,A43,3,A63,A92,A173,A13,A192
0,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A123,A45,1,A61,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A123,A45,1,A61,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A143,3,71,1,A101,1,A123,A45,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A143,3,71,1,A101,1,A123,A45,1,A63,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A151,A143,3,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A151,A143,3,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A143,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,15001,A32,1,A71,A201,A153,A143,3,76,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
1,15001,A32,1,A71,A201,A153,A143,3,76,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
0,15001,A32,1,A71,A201,A153,A143,3,76,1,A101,1,A121,A45,1,A63,A92,A171,A13,A192
1,15001,A32,1,A71,A201,A153,A143,3,76,1,A101,1,A121,A45,1,A63,A92,A171,A13,A192
0,15001,A32,1,A71,A201,A151,A143,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
1,15001,A32,1,A71,A201,A151,A143,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
0,15001,A32,1,A71,A201,A153,A143,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
1,15001,A32,1,A71,A201,A153,A143,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
0,15001,A32,1,A71,A201,A153,A143,3,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
1,15001,A32,1,A71,A201,A153,A143,3,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
0,17250,A32,0,A72,A201,A153,A143,3,74,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
1,17250,A32,0,A72,A201,A153,A143,3,74,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
0,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A143,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A151,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
1,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
0,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A143,3,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
0,15001,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
1,15001,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
0,15001,A32,1,A71,A201,A153,A143,3,71,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,1,A71,A201,A153,A143,3,71,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,1,A71,A201,A151,A143,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,1,A71,A201,A151,A143,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
1,15001,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
0,15001,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
1,15001,A32,1,A71,A201,A153,A143,3,71,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A123,A45,1,A61,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A123,A45,1,A61,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A141,3,76,1,A101,1,A121,A45,1,A63,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A141,3,76,1,A101,1,A121,A45,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A151,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A151,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
1,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A191
0,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
0,17250,A32,0,A73,A201,A153,A142,3,74,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
1,17250,A32,0,A73,A201,A153,A142,3,74,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A141,3,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A151,A141,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A151,A141,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
1,15001,A32,0,A73,A201,A153,A141,3,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
0,15001,A32,1,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
0,15001,A32,1,A73,A201,A153,A141,3,71,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,1,A73,A201,A153,A141,3,71,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A151,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A73,A201,A151,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
1,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
0,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
1,15001,A32,0,A73,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A141,3,76,1,A103,1,A121,A45,1,A63,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A141,3,71,1,A103,1,A121,A45,1,A61,A92,A171,A13,A192
0,15001,A32,0,A71,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,15001,A32,0,A71,A201,A153,A141,3,71,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,19750,A32,0,A73,A201,A153,A143,1,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A32,0,A73,A201,A153,A143,1,79,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A45,1,A61,A91,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A45,1,A61,A91,A171,A13,A192
0,19500,A32,0,A73,A201,A153,A143,1,74,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
1,19500,A32,0,A73,A201,A153,A143,1,74,3,A103,1,A123,A48,3,A63,A92,A173,A13,A192
0,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A61,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A61,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A143,1,76,1,A101,1,A123,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A143,1,76,1,A101,1,A123,A40,1,A63,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A151,A143,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A151,A143,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A191
1,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A191
0,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A63,A91,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A63,A91,A171,A13,A192
0,19750,A32,0,A73,A201,A153,A143,1,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
1,19750,A32,0,A73,A201,A153,A143,1,74,3,A103,1,A123,A44,3,A63,A92,A174,A13,A192
0,17501,A32,0,A73,A201,A153,A143,1,71,1,A103,1,A123,A40,1,A61,A91,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A143,1,71,1,A103,1,A123,A40,1,A61,A91,A171,A13,A192
0,19250,A32,0,A73,A201,A152,A143,1,78,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
1,19250,A32,0,A73,A201,A152,A143,1,78,3,A102,1,A122,A48,3,A62,A92,A173,A13,A192
0,18750,A32,0,A73,A201,A152,A143,1,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
1,18750,A32,0,A73,A201,A152,A143,1,73,2,A102,1,A122,A47,2,A62,A92,A173,A13,A192
0,19750,A32,0,A73,A201,A153,A143,1,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,19750,A32,0,A73,A201,A153,A143,1,79,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,19250,A32,0,A73,A201,A152,A143,1,73,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
1,19250,A32,0,A73,A201,A152,A143,1,73,3,A102,1,A122,A43,3,A62,A92,A173,A13,A192
0,17501,A32,1,A71,A201,A153,A143,1,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
1,17501,A32,1,A71,A201,A153,A143,1,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
0,19750,A32,0,A72,A201,A153,A143,1,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A32,0,A72,A201,A153,A143,1,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,17501,A32,0,A71,A201,A153,A143,1,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A191
1,17501,A32,0,A71,A201,A153,A143,1,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A191
0,17501,A32,0,A71,A201,A153,A143,1,71,1,A103,1,A123,A45,1,A63,A91,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A143,1,71,1,A103,1,A123,A45,1,A63,A91,A171,A13,A192
0,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,17501,A32,1,A71,A201,A153,A143,1,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,17501,A32,1,A71,A201,A153,A143,1,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,19750,A32,0,A72,A201,A153,A143,1,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
1,19750,A32,0,A72,A201,A153,A143,1,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
0,17501,A32,1,A71,A201,A153,A143,1,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
1,17501,A32,1,A71,A201,A153,A143,1,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
0,19500,A32,0,A72,A201,A153,A143,1,74,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
1,19500,A32,0,A72,A201,A153,A143,1,74,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
0,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A121,A40,1,A61,A92,A171,A13,A192
0,17501,A32,0,A71,A201,A153,A143,1,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A143,1,76,1,A101,1,A121,A40,1,A63,A92,A171,A13,A192
0,17501,A32,0,A71,A201,A151,A143,1,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A71,A201,A151,A143,1,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A192
0,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
1,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A121,A40,1,A63,A92,A171,A13,A191
0,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
1,17501,A32,0,A71,A201,A153,A143,1,76,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
0,19750,A32,0,A72,A201,A153,A143,1,74,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
1,19750,A32,0,A72,A201,A153,A143,1,74,3,A103,1,A122,A44,3,A63,A92,A174,A13,A192
0,17501,A32,1,A71,A201,A153,A143,1,71,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
1,17501,A32,1,A71,A201,A153,A143,1,71,1,A103,1,A121,A40,1,A63,A91,A171,A13,A192
0,17501,A32,1,A73,A201,A153,A141,1,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
1,17501,A32,1,A73,A201,A153,A141,1,76,1,A103,1,A123,A45,1,A63,A92,A171,A13,A192
0,19750,A32,0,A73,A201,A153,A142,1,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
1,19750,A32,0,A73,A201,A153,A142,1,74,3,A103,1,A123,A49,3,A63,A92,A174,A13,A192
0,17501,A32,0,A73,A201,A153,A141,1,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A191
1,17501,A32,0,A73,A201,A153,A141,1,71,1,A103,1,A123,A45,1,A63,A92,A171,A13,A191
0,17501,A32,0,A73,A201,A153,A141,1,71,1,A103,1,A123,A45,1,A63,A91,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A141,1,71,1,A103,1,A123,A45,1,A63,A91,A171,A13,A192
0,17501,A32,0,A73,A201,A153,A141,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,17501,A32,0,A73,A201,A153,A141,1,76,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,17501,A32,1,A73,A201,A153,A141,1,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
1,17501,A32,1,A73,A201,A153,A141,1,71,1,A103,1,A123,A40,1,A63,A92,A171,A13,A192
0,19750,A32,0,A73,A201,A153,A142,1,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
1,19750,A32,0,A73,A201,A153,A142,1,79,3,A103,1,A122,A49,3,A63,A92,A174,A13,A192
0,17501,A32,1,A73,A201,A153,A141,1,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
1,17501,A32,1,A73,A201,A153,A141,1,76,1,A103,1,A121,A45,1,A63,A91,A171,A13,A192
0,19500,A32,0,A73,A201,A153,A142,1,74,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
1,19500,A32,0,A73,A201,A153,A142,1,74,3,A103,1,A122,A48,3,A63,A92,A173,A13,A192
