age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,emp.var.rate,campaign,pdays,previous,poutcome,output,decision
0,admin.,divorced,basic.6y,yes,no,no,cellular,nov,fri,544,0,29,529,1,nonexistent,0.5210995316813902,1
1,admin.,divorced,basic.6y,yes,no,no,cellular,nov,fri,544,0,29,529,1,nonexistent,0.49839965055504915,0
0,housemaid,divorced,university.degree,no,no,no,telephone,apr,mon,58,-3,1,749,0,nonexistent,0.5132183172958465,1
1,housemaid,divorced,university.degree,no,no,no,telephone,apr,mon,58,-3,1,749,0,nonexistent,0.4996432066569349,0
1,unemployed,divorced,basic.4y,yes,no,no,cellular,sep,fri,970,0,40,978,0,nonexistent,0.49070702231853014,0
0,unemployed,divorced,basic.4y,yes,no,no,cellular,sep,fri,970,0,40,978,0,nonexistent,0.5134151560180488,1
1,admin.,married,basic.4y,no,no,no,cellular,mar,fri,358,-1,13,595,1,nonexistent,0.49884493854479195,0
0,admin.,married,basic.4y,no,no,no,cellular,mar,fri,358,-1,13,595,1,nonexistent,0.5215439984284008,1
0,blue-collar,divorced,high.school,yes,no,no,telephone,jun,mon,361,0,9,285,6,failure,0.5222813640083719,1
1,blue-collar,divorced,high.school,yes,no,no,telephone,jun,mon,361,0,9,285,6,failure,0.4995837063559193,0
1,unemployed,divorced,university.degree,no,no,no,telephone,apr,tue,350,0,31,370,5,success,0.46162078209735524,0
0,unemployed,divorced,university.degree,no,no,no,telephone,apr,tue,350,0,31,370,5,success,0.5393097179738526,1
0,unemployed,married,university.degree,no,no,yes,cellular,apr,fri,679,1,11,930,0,success,0.5198308158744888,1
1,unemployed,married,university.degree,no,no,yes,cellular,apr,fri,679,1,11,930,0,success,0.49712884601737833,0
0,unemployed,single,university.degree,yes,no,yes,telephone,dec,tue,463,0,38,343,1,failure,0.5855657950424208,1
1,unemployed,single,university.degree,yes,no,yes,telephone,dec,tue,463,0,38,343,1,failure,0.4457848984193155,0
0,unemployed,single,basic.4y,no,no,no,cellular,sep,fri,632,-1,19,870,2,success,0.5224692780035225,1
1,unemployed,single,basic.4y,no,no,no,cellular,sep,fri,632,-1,19,870,2,success,0.4997720271506928,0
0,admin.,divorced,basic.4y,yes,no,yes,cellular,sep,fri,1072,1,50,578,7,failure,0.5212043076157177,1
1,admin.,divorced,basic.4y,yes,no,yes,cellular,sep,fri,1072,1,50,578,7,failure,0.49850462822921204,0
0,blue-collar,single,basic.9y,no,no,yes,cellular,nov,mon,932,1,40,629,7,nonexistent,0.5217827279749445,1
1,blue-collar,single,basic.9y,no,no,yes,cellular,nov,mon,932,1,40,629,7,nonexistent,0.4990841309538723,0
0,unemployed,single,university.degree,no,no,yes,cellular,aug,thu,359,-1,21,781,0,success,0.5217735365280083,1
1,unemployed,single,university.degree,no,no,yes,cellular,aug,thu,359,-1,21,781,0,success,0.4990748922652441,0
1,unemployed,single,basic.9y,no,no,no,telephone,apr,tue,699,-1,29,779,7,nonexistent,0.4995074124737786,0
0,unemployed,single,basic.9y,no,no,no,telephone,apr,tue,699,-1,29,779,7,nonexistent,0.5222051913096737,1
1,unemployed,divorced,basic.4y,no,no,yes,telephone,aug,mon,1180,1,50,958,3,failure,0.4999253451829736,0
0,unemployed,divorced,basic.4y,no,no,yes,telephone,aug,mon,1180,1,50,958,3,failure,0.5226222991867315,1
1,admin.,divorced,illiterate,no,no,no,cellular,oct,wed,261,-1,28,291,0,nonexistent,0.44414855374828344,0
0,admin.,divorced,illiterate,no,no,no,cellular,oct,wed,261,-1,28,291,0,nonexistent,0.577898102139466,1
1,admin.,single,basic.4y,yes,no,no,cellular,apr,fri,399,1,26,39,0,nonexistent,0.4564813733011059,0
0,admin.,single,basic.4y,yes,no,no,cellular,apr,fri,399,1,26,39,0,nonexistent,0.6615888420265407,1
1,housemaid,divorced,basic.4y,yes,no,no,cellular,nov,fri,139,-2,16,189,0,failure,0.4575245206691607,0
0,housemaid,divorced,basic.4y,yes,no,no,cellular,nov,fri,139,-2,16,189,0,failure,0.6615888420265407,1
0,technician,married,university.degree,no,yes,no,telephone,sep,wed,409,-2,40,499,3,success,0.5528504535140261,1
1,technician,married,university.degree,no,yes,no,telephone,sep,wed,409,-2,40,499,3,success,0.44145580412030383,0
0,unemployed,divorced,basic.9y,yes,yes,no,cellular,sep,tue,479,0,26,511,1,nonexistent,0.5201406516250952,1
1,unemployed,divorced,basic.9y,yes,yes,no,cellular,sep,tue,479,0,26,511,1,nonexistent,0.49743915353287965,0
1,unemployed,divorced,basic.6y,yes,no,yes,telephone,sep,fri,1252,1,29,940,7,failure,0.49981485308062873,0
0,unemployed,divorced,basic.6y,yes,no,yes,telephone,sep,fri,1252,1,29,940,7,failure,0.5225120172903235,1
0,unemployed,single,university.degree,yes,yes,yes,cellular,dec,fri,110,-3,9,699,1,failure,0.5020751088924662,1
1,unemployed,single,university.degree,yes,yes,yes,cellular,dec,fri,110,-3,9,699,1,failure,0.479374467122061,0
1,admin.,married,basic.4y,yes,no,no,telephone,may,fri,506,0,20,290,7,failure,0.49319370413207786,0
0,admin.,married,basic.4y,yes,no,no,telephone,may,fri,506,0,20,290,7,failure,0.5159003448991943,1
1,unemployed,married,basic.6y,yes,no,yes,telephone,apr,fri,888,1,42,529,7,failure,0.49909138779521733,0
0,unemployed,married,basic.6y,yes,no,yes,telephone,apr,fri,888,1,42,529,7,failure,0.5217899710627053,1
0,services,divorced,university.degree,no,yes,no,cellular,apr,mon,151,-3,20,438,5,success,0.6615888420265407,1
1,services,divorced,university.degree,no,yes,no,cellular,apr,mon,151,-3,20,438,5,success,0.4540030099906451,0
0,unemployed,divorced,basic.6y,yes,no,yes,cellular,oct,fri,633,1,20,418,4,failure,0.5220284077831814,1
1,unemployed,divorced,basic.6y,yes,no,yes,cellular,oct,fri,633,1,20,418,4,failure,0.4993302826118142,0
