investment_as_income_percentage,people_liable_for,age,residence_since,savings,credit_amount,skill_level,purpose,installment_plans,sex,foreign_worker,decision,status,month,other_debtors,credit_history,telephone,property,employment,housing,number_of_credits
1,1,1,3,A63,11812,A174,A44,A143,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
1,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A73,A153,3
1,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A73,A153,3
1,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A73,A153,3
1,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A73,A153,3
1,1,0,3,A63,11812,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A73,A153,3
1,1,1,3,A63,11812,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A73,A153,3
1,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
1,1,0,3,A62,12312,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A122,A73,A152,3
1,1,1,3,A62,12312,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A122,A73,A152,3
1,1,0,3,A63,12437,A174,A49,A143,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,12437,A174,A49,A143,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
1,1,0,3,A63,12375,A173,A48,A143,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,12375,A173,A48,A143,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,0,3,A63,12437,A174,A44,A143,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,12437,A174,A44,A143,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,0,3,A63,12437,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A73,A153,3
1,1,1,3,A63,12437,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A73,A153,3
1,1,0,3,A63,12375,A173,A48,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A73,A153,3
1,1,1,3,A63,12375,A173,A48,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A73,A153,3
1,1,0,3,A63,12437,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A73,A153,3
1,1,1,3,A63,12437,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A73,A153,3
1,1,0,3,A63,12437,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,12437,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,0,2,A62,11563,A173,A45,A143,A92,A201,0,A13,15,A102,A32,A192,A122,A73,A152,2
1,1,1,2,A62,11563,A173,A45,A143,A92,A201,0,A13,15,A102,A32,A192,A122,A73,A152,2
1,1,0,3,A63,11750,A173,A47,A143,A92,A201,0,A13,18,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,11750,A173,A47,A143,A92,A201,0,A13,18,A103,A32,A192,A122,A72,A153,3
1,1,0,3,A63,11750,A173,A47,A142,A92,A201,0,A13,18,A103,A32,A192,A122,A73,A153,3
1,1,1,3,A63,11750,A173,A47,A142,A92,A201,0,A13,18,A103,A32,A192,A122,A73,A153,3
1,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
1,1,0,3,A63,11750,A173,A48,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,11750,A173,A48,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,0,3,A63,11812,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,11812,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
3,1,0,3,A63,11812,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,11812,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
1,1,0,3,A63,11812,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A123,A73,A153,3
1,1,1,3,A63,11812,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A123,A73,A153,3
1,1,0,3,A63,12437,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
1,1,1,3,A63,12437,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
1,1,0,3,A63,11812,A174,A48,A143,A92,A201,0,A13,19,A103,A31,A192,A122,A73,A153,3
1,1,1,3,A63,11812,A174,A48,A143,A92,A201,0,A13,19,A103,A31,A192,A122,A73,A153,3
1,1,0,3,A63,11812,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
1,1,1,3,A63,11812,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
1,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
1,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A63,12437,A174,A49,A143,A92,A201,0,A13,4,A103,A32,A192,A123,A72,A153,3
3,1,1,3,A63,12437,A174,A49,A143,A92,A201,0,A13,4,A103,A32,A192,A123,A72,A153,3
3,1,0,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A63,11750,A173,A47,A143,A92,A201,0,A13,7,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,11750,A173,A47,A143,A92,A201,0,A13,7,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A63,11812,A174,A49,A143,A92,A201,0,A13,9,A103,A32,A192,A123,A72,A153,3
3,1,1,3,A63,11812,A174,A49,A143,A92,A201,0,A13,9,A103,A32,A192,A123,A72,A153,3
3,1,0,3,A63,11750,A173,A47,A143,A92,A201,0,A13,3,A103,A32,A192,A123,A72,A153,3
3,1,1,3,A63,11750,A173,A47,A143,A92,A201,0,A13,3,A103,A32,A192,A123,A72,A153,3
3,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,9,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,9,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A63,11750,A173,A47,A142,A92,A201,0,A13,3,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,11750,A173,A47,A142,A92,A201,0,A13,3,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,4,A103,A32,A192,A123,A72,A153,3
3,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,4,A103,A32,A192,A123,A72,A153,3
3,1,0,3,A62,12312,A173,A46,A143,A92,A201,0,A13,6,A102,A32,A192,A122,A73,A152,3
3,1,1,3,A62,12312,A173,A46,A143,A92,A201,0,A13,6,A102,A32,A192,A122,A73,A152,3
3,1,0,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A32,A192,A122,A72,A153,3
3,1,1,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A32,A192,A122,A72,A153,3
3,1,0,3,A63,12437,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A122,A73,A153,3
3,1,1,3,A63,12437,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A122,A73,A153,3
3,1,0,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A32,A192,A122,A72,A153,3
3,1,1,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A32,A192,A122,A72,A153,3
3,1,0,2,A62,11500,A172,A44,A143,A91,A201,0,A13,3,A102,A32,A191,A121,A73,A152,2
3,1,1,2,A62,11500,A172,A44,A143,A91,A201,0,A13,3,A102,A32,A191,A121,A73,A152,2
3,1,0,3,A62,11687,A173,A46,A143,A92,A201,0,A13,6,A102,A32,A192,A122,A72,A152,3
3,1,1,3,A62,11687,A173,A46,A143,A92,A201,0,A13,6,A102,A32,A192,A122,A72,A152,3
3,1,0,3,A62,11687,A173,A46,A142,A92,A201,0,A13,6,A102,A32,A192,A122,A73,A152,3
3,1,1,3,A62,11687,A173,A46,A142,A92,A201,0,A13,6,A102,A32,A192,A122,A73,A152,3
3,1,0,3,A63,11812,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A122,A72,A153,3
3,1,1,3,A63,11812,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A122,A72,A153,3
1,1,0,2,A62,12250,A173,A45,A143,A92,A201,0,A13,5,A102,A32,A192,A123,A73,A152,2
1,1,1,2,A62,12250,A173,A45,A143,A92,A201,0,A13,5,A102,A32,A192,A123,A73,A152,2
1,1,0,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A32,A192,A123,A72,A153,3
1,1,0,3,A63,12437,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A123,A73,A153,3
1,1,1,3,A63,12437,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A123,A73,A153,3
1,1,0,3,A63,12437,A174,A48,A142,A92,A201,0,A13,4,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,12437,A174,A48,A142,A92,A201,0,A13,4,A103,A32,A192,A123,A72,A153,3
1,1,0,2,A62,11500,A172,A44,A143,A91,A201,0,A13,3,A102,A32,A191,A123,A73,A152,2
1,1,1,2,A62,11500,A172,A44,A143,A91,A201,0,A13,3,A102,A32,A191,A123,A73,A152,2
1,1,0,3,A62,11687,A173,A46,A143,A92,A201,0,A13,6,A102,A32,A192,A123,A72,A152,3
1,1,1,3,A62,11687,A173,A46,A143,A92,A201,0,A13,6,A102,A32,A192,A123,A72,A152,3
1,1,0,3,A62,11687,A173,A46,A142,A92,A201,0,A13,6,A102,A32,A192,A123,A73,A152,3
1,1,1,3,A62,11687,A173,A46,A142,A92,A201,0,A13,6,A102,A32,A192,A123,A73,A152,3
1,1,0,3,A63,11812,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,11812,A174,A48,A142,A92,A201,0,A13,8,A103,A32,A192,A123,A72,A153,3
1,1,0,1,A62,12063,A172,A43,A143,A91,A201,0,A13,2,A102,A32,A191,A121,A73,A152,1
1,1,1,1,A62,12063,A172,A43,A143,A91,A201,0,A13,2,A102,A32,A191,A121,A73,A152,1
1,1,0,2,A62,12250,A173,A45,A143,A92,A201,0,A13,5,A102,A32,A192,A122,A72,A152,2
1,1,1,2,A62,12250,A173,A45,A143,A92,A201,0,A13,5,A102,A32,A192,A122,A72,A152,2
1,1,0,2,A62,12250,A173,A45,A142,A92,A201,0,A13,5,A102,A32,A192,A122,A73,A152,2
1,1,1,2,A62,12250,A173,A45,A142,A92,A201,0,A13,5,A102,A32,A192,A122,A73,A152,2
1,1,0,3,A63,12375,A173,A47,A142,A92,A201,0,A13,7,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,12375,A173,A47,A142,A92,A201,0,A13,7,A103,A32,A192,A122,A72,A153,3
1,1,0,1,A61,11313,A171,A41,A143,A91,A201,0,A13,0,A101,A32,A191,A121,A73,A151,1
1,1,1,1,A61,11313,A171,A41,A143,A91,A201,0,A13,0,A101,A32,A191,A121,A73,A151,1
1,1,0,2,A62,11500,A172,A44,A143,A91,A201,0,A13,3,A102,A32,A191,A121,A71,A152,2
1,1,1,2,A62,11500,A172,A44,A143,A91,A201,0,A13,3,A102,A32,A191,A121,A71,A152,2
1,1,0,2,A62,11500,A172,A44,A141,A91,A201,0,A13,3,A102,A32,A191,A121,A73,A152,2
1,1,1,2,A62,11500,A172,A44,A141,A91,A201,0,A13,3,A102,A32,A191,A121,A73,A152,2
1,1,0,3,A62,11687,A173,A46,A142,A92,A201,0,A13,6,A102,A32,A192,A122,A72,A152,3
1,1,1,3,A62,11687,A173,A46,A142,A92,A201,0,A13,6,A102,A32,A192,A122,A72,A152,3
3,1,0,3,A63,11812,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A123,A73,A153,3
3,1,1,3,A63,11812,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A123,A73,A153,3
3,1,0,3,A63,12437,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,12437,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,11812,A174,A48,A143,A92,A201,0,A13,8,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,11812,A174,A48,A143,A92,A201,0,A13,8,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,11812,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A122,A72,A153,3
3,1,1,3,A63,11812,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A122,A72,A153,3
3,1,0,3,A63,11812,A174,A48,A142,A92,A201,0,A13,4,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,11812,A174,A48,A142,A92,A201,0,A13,4,A103,A31,A192,A122,A73,A153,3
1,1,0,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A31,A192,A123,A73,A153,3
1,1,1,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A31,A192,A123,A73,A153,3
1,1,0,3,A63,12437,A174,A49,A143,A92,A201,0,A13,4,A103,A31,A192,A123,A72,A153,3
1,1,1,3,A63,12437,A174,A49,A143,A92,A201,0,A13,4,A103,A31,A192,A123,A72,A153,3
1,1,0,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A31,A192,A123,A73,A153,3
1,1,1,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A31,A192,A123,A73,A153,3
1,1,0,3,A63,11750,A173,A47,A143,A92,A201,0,A13,7,A103,A31,A192,A123,A73,A153,3
1,1,1,3,A63,11750,A173,A47,A143,A92,A201,0,A13,7,A103,A31,A192,A123,A73,A153,3
1,1,0,3,A63,11812,A174,A49,A143,A92,A201,0,A13,9,A103,A31,A192,A123,A72,A153,3
1,1,1,3,A63,11812,A174,A49,A143,A92,A201,0,A13,9,A103,A31,A192,A123,A72,A153,3
1,1,0,3,A63,11812,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A123,A72,A153,3
1,1,1,3,A63,11812,A174,A48,A143,A92,A201,0,A13,4,A103,A31,A192,A123,A72,A153,3
1,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,9,A103,A31,A192,A123,A73,A153,3
1,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,9,A103,A31,A192,A123,A73,A153,3
1,1,0,3,A63,11812,A174,A48,A142,A92,A201,0,A13,4,A103,A31,A192,A123,A73,A153,3
1,1,1,3,A63,11812,A174,A48,A142,A92,A201,0,A13,4,A103,A31,A192,A123,A73,A153,3
1,1,0,3,A63,11812,A174,A49,A142,A92,A201,0,A13,4,A103,A31,A192,A123,A72,A153,3
1,1,1,3,A63,11812,A174,A49,A142,A92,A201,0,A13,4,A103,A31,A192,A123,A72,A153,3
1,1,0,3,A62,12312,A173,A46,A143,A92,A201,0,A13,6,A102,A31,A192,A122,A73,A152,3
1,1,1,3,A62,12312,A173,A46,A143,A92,A201,0,A13,6,A102,A31,A192,A122,A73,A152,3
1,1,0,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A31,A192,A122,A72,A153,3
1,1,1,3,A63,12437,A174,A48,A143,A92,A201,0,A13,8,A103,A31,A192,A122,A72,A153,3
1,1,0,3,A63,12437,A174,A48,A142,A92,A201,0,A13,8,A103,A31,A192,A122,A73,A153,3
1,1,1,3,A63,12437,A174,A48,A142,A92,A201,0,A13,8,A103,A31,A192,A122,A73,A153,3
1,1,0,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A31,A192,A122,A72,A153,3
1,1,1,3,A63,12437,A174,A49,A142,A92,A201,0,A13,4,A103,A31,A192,A122,A72,A153,3
1,1,0,2,A62,11625,A173,A45,A143,A92,A201,0,A13,5,A102,A31,A192,A122,A73,A152,2
1,1,1,2,A62,11625,A173,A45,A143,A92,A201,0,A13,5,A102,A31,A192,A122,A73,A152,2
1,1,0,3,A63,11750,A173,A47,A143,A92,A201,0,A13,7,A103,A31,A192,A122,A72,A153,3
1,1,1,3,A63,11750,A173,A47,A143,A92,A201,0,A13,7,A103,A31,A192,A122,A72,A153,3
1,1,0,3,A63,11750,A173,A47,A142,A92,A201,0,A13,7,A103,A31,A192,A122,A73,A153,3
1,1,1,3,A63,11750,A173,A47,A142,A92,A201,0,A13,7,A103,A31,A192,A122,A73,A153,3
1,1,0,3,A63,11812,A174,A48,A142,A92,A201,0,A13,8,A103,A31,A192,A122,A72,A153,3
1,1,1,3,A63,11812,A174,A48,A142,A92,A201,0,A13,8,A103,A31,A192,A122,A72,A153,3
3,1,0,3,A63,11187,A174,A48,A143,A92,A201,0,A13,19,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,11187,A174,A48,A143,A92,A201,0,A13,19,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A63,11187,A174,A49,A143,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
3,1,1,3,A63,11187,A174,A49,A143,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
3,1,0,3,A63,11187,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,11187,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A62,10437,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A123,A73,A152,3
3,1,1,3,A62,10437,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A123,A73,A152,3
3,1,0,3,A63,10562,A174,A48,A143,A92,A201,0,A13,19,A103,A32,A192,A123,A72,A153,3
3,1,1,3,A63,10562,A174,A48,A143,A92,A201,0,A13,19,A103,A32,A192,A123,A72,A153,3
3,1,0,3,A63,10562,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A73,A153,3
3,1,1,3,A63,10562,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A73,A153,3
3,1,0,3,A63,10562,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
3,1,1,3,A63,10562,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
3,1,0,3,A62,11062,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A122,A73,A152,3
3,1,1,3,A62,11062,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A122,A73,A152,3
3,1,0,3,A63,11187,A174,A48,A143,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
3,1,1,3,A63,11187,A174,A48,A143,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
3,1,0,3,A63,11187,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A73,A153,3
3,1,1,3,A63,11187,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A73,A153,3
3,1,0,3,A63,11187,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
3,1,1,3,A63,11187,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A122,A72,A153,3
3,1,0,2,A62,10250,A172,A44,A143,A91,A201,0,A13,14,A102,A32,A191,A121,A73,A152,2
3,1,1,2,A62,10250,A172,A44,A143,A91,A201,0,A13,14,A102,A32,A191,A121,A73,A152,2
3,1,0,3,A62,10437,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A122,A72,A152,3
3,1,1,3,A62,10437,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A122,A72,A152,3
3,1,0,3,A62,10437,A173,A46,A142,A92,A201,0,A13,17,A102,A32,A192,A122,A73,A152,3
3,1,1,3,A62,10437,A173,A46,A142,A92,A201,0,A13,17,A102,A32,A192,A122,A73,A152,3
3,1,0,3,A63,10562,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
3,1,1,3,A63,10562,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A122,A72,A153,3
1,1,0,2,A62,11000,A173,A45,A143,A92,A201,0,A13,16,A102,A32,A192,A123,A73,A152,2
1,1,1,2,A62,11000,A173,A45,A143,A92,A201,0,A13,16,A102,A32,A192,A123,A73,A152,2
1,1,0,3,A63,11125,A173,A47,A143,A92,A201,0,A13,18,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,11125,A173,A47,A143,A92,A201,0,A13,18,A103,A32,A192,A123,A72,A153,3
1,1,0,3,A63,11125,A173,A47,A142,A92,A201,0,A13,18,A103,A32,A192,A123,A73,A153,3
1,1,1,3,A63,11125,A173,A47,A142,A92,A201,0,A13,18,A103,A32,A192,A123,A73,A153,3
1,1,0,3,A63,11187,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,11187,A174,A49,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A72,A153,3
1,1,0,3,A63,11187,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,11187,A174,A49,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
1,1,0,3,A63,11187,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,11187,A174,A44,A142,A92,A201,0,A13,14,A103,A32,A192,A123,A72,A153,3
1,1,0,2,A62,10250,A172,A44,A143,A91,A201,0,A13,14,A102,A32,A191,A123,A73,A152,2
1,1,1,2,A62,10250,A172,A44,A143,A91,A201,0,A13,14,A102,A32,A191,A123,A73,A152,2
1,1,0,3,A62,10437,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A123,A72,A152,3
1,1,1,3,A62,10437,A173,A46,A143,A92,A201,0,A13,17,A102,A32,A192,A123,A72,A152,3
1,1,0,3,A62,10437,A173,A46,A142,A92,A201,0,A13,17,A102,A32,A192,A123,A73,A152,3
1,1,1,3,A62,10437,A173,A46,A142,A92,A201,0,A13,17,A102,A32,A192,A123,A73,A152,3
1,1,0,3,A63,10562,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A72,A153,3
1,1,1,3,A63,10562,A174,A48,A142,A92,A201,0,A13,19,A103,A32,A192,A123,A72,A153,3
1,1,0,1,A62,10813,A172,A43,A143,A91,A201,0,A13,13,A102,A32,A191,A121,A73,A152,1
1,1,1,1,A62,10813,A172,A43,A143,A91,A201,0,A13,13,A102,A32,A191,A121,A73,A152,1
1,1,0,2,A62,11000,A173,A45,A143,A92,A201,0,A13,16,A102,A32,A192,A122,A72,A152,2
1,1,1,2,A62,11000,A173,A45,A143,A92,A201,0,A13,16,A102,A32,A192,A122,A72,A152,2
1,1,0,2,A62,11000,A173,A45,A142,A92,A201,0,A13,16,A102,A32,A192,A122,A73,A152,2
1,1,1,2,A62,11000,A173,A45,A142,A92,A201,0,A13,16,A102,A32,A192,A122,A73,A152,2
1,1,0,3,A63,11125,A173,A47,A142,A92,A201,0,A13,18,A103,A32,A192,A122,A72,A153,3
1,1,1,3,A63,11125,A173,A47,A142,A92,A201,0,A13,18,A103,A32,A192,A122,A72,A153,3
1,1,0,1,A61,10063,A171,A41,A143,A91,A201,0,A13,11,A101,A32,A191,A121,A73,A151,1
1,1,1,1,A61,10063,A171,A41,A143,A91,A201,0,A13,11,A101,A32,A191,A121,A73,A151,1
1,1,0,2,A62,10250,A172,A44,A143,A91,A201,0,A13,14,A102,A32,A191,A121,A71,A152,2
1,1,1,2,A62,10250,A172,A44,A143,A91,A201,0,A13,14,A102,A32,A191,A121,A71,A152,2
1,1,0,2,A62,10250,A172,A44,A141,A91,A201,0,A13,14,A102,A32,A191,A121,A73,A152,2
1,1,1,2,A62,10250,A172,A44,A141,A91,A201,0,A13,14,A102,A32,A191,A121,A73,A152,2
1,1,0,3,A62,10437,A173,A46,A142,A92,A201,0,A13,17,A102,A32,A192,A122,A72,A152,3
1,1,1,3,A62,10437,A173,A46,A142,A92,A201,0,A13,17,A102,A32,A192,A122,A72,A152,3
3,1,0,3,A63,10562,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A123,A73,A153,3
3,1,1,3,A63,10562,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A123,A73,A153,3
3,1,0,3,A63,11187,A174,A49,A143,A92,A201,0,A13,19,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,11187,A174,A49,A143,A92,A201,0,A13,19,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,11125,A173,A48,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,11125,A173,A48,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,11187,A174,A44,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,11187,A174,A44,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,11187,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
3,1,1,3,A63,11187,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
3,1,0,3,A63,10500,A173,A47,A143,A92,A201,0,A13,18,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,10500,A173,A47,A143,A92,A201,0,A13,18,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,10562,A174,A49,A143,A92,A201,0,A13,19,A103,A31,A192,A122,A72,A153,3
3,1,1,3,A63,10562,A174,A49,A143,A92,A201,0,A13,19,A103,A31,A192,A122,A72,A153,3
3,1,0,3,A63,10562,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
3,1,1,3,A63,10562,A174,A49,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
3,1,0,3,A63,10562,A174,A44,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
3,1,1,3,A63,10562,A174,A44,A143,A92,A201,0,A13,14,A103,A31,A192,A122,A72,A153,3
3,1,0,3,A63,10562,A174,A49,A142,A92,A201,0,A13,19,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,10562,A174,A49,A142,A92,A201,0,A13,19,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,10562,A174,A49,A142,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,1,3,A63,10562,A174,A49,A142,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
3,1,0,3,A63,10562,A174,A44,A142,A92,A201,0,A13,14,A103,A31,A192,A122,A73,A153,3
