CE_ID,PA,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,output,decision
946,0,A13,12,A32,A42,10750,A61,A73,3,A101,1,A123,0,A143,A151,1,A172,1,A191,A202,A91,-0.160886,NEGATIVE
946,1,A13,12,A32,A42,10750,A61,A73,3,A101,1,A123,1,A143,A151,1,A172,1,A191,A202,A91,0.046389,POSITIVE
947,0,A13,15,A32,A45,10938,A62,A72,3,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.136154,NEGATIVE
947,1,A13,15,A32,A45,10938,A62,A72,3,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.071122,POSITIVE
948,0,A13,15,A32,A45,10938,A62,A73,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.138424,NEGATIVE
948,1,A13,15,A32,A45,10938,A62,A73,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.068852,POSITIVE
949,0,A13,17,A32,A46,11062,A62,A72,3,A102,3,A123,0,A142,A152,3,A173,1,A192,A202,A92,-0.132690,NEGATIVE
949,1,A13,17,A32,A46,11062,A62,A72,3,A102,3,A123,1,A142,A152,3,A173,1,A192,A202,A92,0.074586,POSITIVE
950,0,A13,11,A32,A40,10001,A61,A73,3,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.170949,NEGATIVE
950,1,A13,11,A32,A40,10001,A61,A73,3,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.036327,POSITIVE
951,0,A13,13,A32,A43,10188,A62,A71,3,A102,1,A123,0,A143,A152,1,A172,1,A191,A202,A91,-0.168330,NEGATIVE
951,1,A13,13,A32,A43,10188,A62,A71,3,A102,1,A123,1,A143,A152,1,A172,1,A191,A202,A91,0.038945,POSITIVE
952,0,A13,13,A32,A43,10188,A62,A73,3,A102,1,A123,0,A141,A152,1,A172,1,A191,A202,A91,-0.170902,NEGATIVE
952,1,A13,13,A32,A43,10188,A62,A73,3,A102,1,A123,1,A141,A152,1,A172,1,A191,A202,A91,0.036373,POSITIVE
953,0,A13,15,A32,A45,10313,A62,A72,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.187282,NEGATIVE
953,1,A13,15,A32,A45,10313,A62,A72,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.019993,POSITIVE
954,0,A13,11,A32,A40,10626,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.045572,NEGATIVE
954,1,A13,11,A32,A40,10626,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.161703,POSITIVE
955,0,A13,11,A32,A41,10688,A61,A71,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.204246,NEGATIVE
955,1,A13,11,A32,A41,10688,A61,A71,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.003030,POSITIVE
956,0,A13,11,A32,A41,10688,A61,A73,3,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.207121,NEGATIVE
956,1,A13,11,A32,A41,10688,A61,A73,3,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.000155,POSITIVE
957,0,A13,14,A32,A44,10875,A62,A71,3,A102,2,A121,0,A141,A152,2,A172,1,A191,A202,A91,-0.196177,NEGATIVE
957,1,A13,14,A32,A44,10875,A62,A71,3,A102,2,A121,1,A141,A152,2,A172,1,A191,A202,A91,0.011099,POSITIVE
958,0,A13,16,A32,A40,10001,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.038326,NEGATIVE
958,1,A13,16,A32,A40,10001,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.168949,POSITIVE
959,0,A13,11,A32,A40,10001,A61,A71,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.149717,NEGATIVE
959,1,A13,11,A32,A40,10001,A61,A71,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.057558,POSITIVE
960,0,A13,11,A32,A40,10001,A61,A73,3,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.152743,NEGATIVE
960,1,A13,11,A32,A40,10001,A61,A73,3,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.054532,POSITIVE
961,0,A13,13,A32,A43,10188,A62,A71,3,A102,1,A121,0,A141,A152,1,A172,1,A191,A202,A91,-0.152855,NEGATIVE
961,1,A13,13,A32,A43,10188,A62,A71,3,A102,1,A121,1,A141,A152,1,A172,1,A191,A202,A91,0.054420,POSITIVE
962,0,A13,11,A32,A40,10626,A61,A73,1,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.098174,NEGATIVE
962,1,A13,11,A32,A40,10626,A61,A73,1,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.109101,POSITIVE
963,0,A13,12,A32,A42,10750,A61,A71,1,A101,1,A123,0,A143,A151,1,A172,1,A191,A202,A91,-0.170142,NEGATIVE
963,1,A13,12,A32,A42,10750,A61,A71,1,A101,1,A123,1,A143,A151,1,A172,1,A191,A202,A91,0.037134,POSITIVE
964,0,A13,12,A32,A42,10750,A61,A73,1,A101,1,A123,0,A141,A151,1,A172,1,A191,A202,A91,-0.172865,NEGATIVE
964,1,A13,12,A32,A42,10750,A61,A73,1,A101,1,A123,1,A141,A151,1,A172,1,A191,A202,A91,0.034410,POSITIVE
965,0,A13,14,A32,A44,10875,A62,A71,1,A102,2,A123,0,A141,A152,2,A172,1,A191,A202,A91,-0.200304,NEGATIVE
965,1,A13,14,A32,A44,10875,A62,A71,1,A102,2,A123,1,A141,A152,2,A172,1,A191,A202,A91,0.006972,POSITIVE
966,0,A13,16,A32,A40,10001,A61,A73,1,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.090929,NEGATIVE
966,1,A13,16,A32,A40,10001,A61,A73,1,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.116346,POSITIVE
967,0,A13,11,A32,A40,10001,A61,A71,1,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.202319,NEGATIVE
967,1,A13,11,A32,A40,10001,A61,A71,1,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.004956,POSITIVE
968,0,A13,11,A32,A40,10001,A61,A73,1,A101,1,A123,0,A141,A151,1,A171,1,A191,A202,A91,-0.205345,NEGATIVE
968,1,A13,11,A32,A40,10001,A61,A73,1,A101,1,A123,1,A141,A151,1,A171,1,A191,A202,A91,0.001930,POSITIVE
969,0,A13,13,A32,A43,10188,A62,A71,1,A102,1,A123,0,A141,A152,1,A172,1,A191,A202,A91,-0.169101,NEGATIVE
969,1,A13,13,A32,A43,10188,A62,A71,1,A102,1,A123,1,A141,A152,1,A172,1,A191,A202,A91,0.038174,POSITIVE
970,0,A13,11,A32,A40,10626,A61,A71,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.076942,NEGATIVE
970,1,A13,11,A32,A40,10626,A61,A71,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.130333,POSITIVE
971,0,A13,11,A32,A40,10626,A61,A73,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.079969,NEGATIVE
971,1,A13,11,A32,A40,10626,A61,A73,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.127306,POSITIVE
972,0,A13,12,A32,A42,10750,A61,A71,1,A101,1,A121,0,A141,A151,1,A172,1,A191,A202,A91,-0.153756,NEGATIVE
972,1,A13,12,A32,A42,10750,A61,A71,1,A101,1,A121,1,A141,A151,1,A172,1,A191,A202,A91,0.053519,POSITIVE
973,0,A13,16,A32,A40,10001,A61,A71,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.069697,NEGATIVE
973,1,A13,16,A32,A40,10001,A61,A71,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.137579,POSITIVE
974,0,A13,16,A32,A40,10001,A61,A73,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.072723,NEGATIVE
974,1,A13,16,A32,A40,10001,A61,A73,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.134552,POSITIVE
975,0,A13,11,A32,A40,10001,A61,A71,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.184113,NEGATIVE
975,1,A13,11,A32,A40,10001,A61,A71,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.023162,POSITIVE
976,0,A13,16,A31,A45,11000,A62,A73,3,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.144982,NEGATIVE
976,1,A13,16,A31,A45,11000,A62,A73,3,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.062294,POSITIVE
977,0,A13,18,A31,A47,11125,A63,A72,3,A103,3,A123,0,A143,A153,3,A173,1,A192,A202,A92,-0.116577,NEGATIVE
977,1,A13,18,A31,A47,11125,A63,A72,3,A103,3,A123,1,A143,A153,3,A173,1,A192,A202,A92,0.090698,POSITIVE
978,0,A13,18,A31,A47,11125,A63,A73,3,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.118392,NEGATIVE
978,1,A13,18,A31,A47,11125,A63,A73,3,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.088883,POSITIVE
979,0,A13,19,A31,A48,11187,A63,A72,3,A103,3,A123,0,A142,A153,3,A174,1,A192,A202,A92,-0.148267,NEGATIVE
979,1,A13,19,A31,A48,11187,A63,A72,3,A103,3,A123,1,A142,A153,3,A174,1,A192,A202,A92,0.059008,POSITIVE
980,0,A13,14,A30,A44,10250,A62,A73,3,A102,2,A123,0,A143,A152,2,A172,1,A191,A202,A91,-0.189073,NEGATIVE
980,1,A13,14,A30,A44,10250,A62,A73,3,A102,2,A123,1,A143,A152,2,A172,1,A191,A202,A91,0.018202,POSITIVE
981,0,A13,16,A31,A45,10375,A62,A72,3,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.182784,NEGATIVE
981,1,A13,16,A31,A45,10375,A62,A72,3,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.024492,POSITIVE
982,0,A13,16,A31,A45,10375,A62,A73,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.184902,NEGATIVE
982,1,A13,16,A31,A45,10375,A62,A73,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.022373,POSITIVE
983,0,A13,18,A31,A47,10500,A63,A72,3,A103,3,A123,0,A142,A153,3,A173,1,A192,A202,A92,-0.134079,NEGATIVE
983,1,A13,18,A31,A47,10500,A63,A72,3,A103,3,A123,1,A142,A153,3,A173,1,A192,A202,A92,0.073195,POSITIVE
984,0,A13,13,A30,A43,10813,A62,A73,3,A102,1,A121,0,A143,A152,1,A172,1,A191,A202,A91,-0.180598,NEGATIVE
984,1,A13,13,A30,A43,10813,A62,A73,3,A102,1,A121,1,A143,A152,1,A172,1,A191,A202,A91,0.026677,POSITIVE
985,0,A13,16,A31,A45,11000,A62,A72,3,A102,2,A122,0,A143,A152,2,A173,1,A192,A202,A92,-0.130119,NEGATIVE
985,1,A13,16,A31,A45,11000,A62,A72,3,A102,2,A122,1,A143,A152,2,A173,1,A192,A202,A92,0.077156,POSITIVE
986,0,A13,16,A31,A45,11000,A62,A73,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.132238,NEGATIVE
986,1,A13,16,A31,A45,11000,A62,A73,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.075038,POSITIVE
987,0,A13,17,A31,A46,11062,A62,A72,3,A102,3,A122,0,A142,A152,3,A173,1,A192,A202,A92,-0.196345,NEGATIVE
987,1,A13,17,A31,A46,11062,A62,A72,3,A102,3,A122,1,A142,A152,3,A173,1,A192,A202,A92,0.010930,POSITIVE
988,0,A13,11,A30,A41,10063,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.200453,NEGATIVE
988,1,A13,11,A30,A41,10063,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.006822,POSITIVE
989,0,A13,14,A30,A44,10250,A62,A71,3,A102,2,A121,0,A143,A152,2,A172,1,A191,A202,A91,-0.172088,NEGATIVE
989,1,A13,14,A30,A44,10250,A62,A71,3,A102,2,A121,1,A143,A152,2,A172,1,A191,A202,A91,0.035187,POSITIVE
990,0,A13,14,A30,A44,10250,A62,A73,3,A102,2,A121,0,A141,A152,2,A172,1,A191,A202,A91,-0.174509,NEGATIVE
990,1,A13,14,A30,A44,10250,A62,A73,3,A102,2,A121,1,A141,A152,2,A172,1,A191,A202,A91,0.032766,POSITIVE
991,0,A13,16,A31,A45,10375,A62,A72,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.170039,NEGATIVE
991,1,A13,16,A31,A45,10375,A62,A72,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.037236,POSITIVE
992,0,A13,13,A30,A43,10813,A62,A73,1,A102,1,A123,0,A143,A152,1,A172,1,A191,A202,A91,-0.196844,NEGATIVE
992,1,A13,13,A30,A43,10813,A62,A73,1,A102,1,A123,1,A143,A152,1,A172,1,A191,A202,A91,0.010431,POSITIVE
993,0,A13,15,A31,A45,10938,A62,A72,1,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.201610,NEGATIVE
993,1,A13,15,A31,A45,10938,A62,A72,1,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.005665,POSITIVE
994,0,A13,15,A31,A45,10938,A62,A73,1,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.203881,NEGATIVE
994,1,A13,15,A31,A45,10938,A62,A73,1,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.003395,POSITIVE
995,0,A13,17,A31,A46,11062,A62,A72,1,A102,3,A123,0,A142,A152,3,A173,1,A192,A202,A92,-0.164116,NEGATIVE
995,1,A13,17,A31,A46,11062,A62,A72,1,A102,3,A123,1,A142,A152,3,A173,1,A192,A202,A92,0.043159,POSITIVE
996,0,A13,12,A30,A42,10125,A61,A73,1,A101,1,A123,0,A143,A151,1,A172,1,A191,A202,A91,-0.160391,NEGATIVE
996,1,A13,12,A30,A42,10125,A61,A73,1,A101,1,A123,1,A143,A151,1,A172,1,A191,A202,A91,0.046884,POSITIVE
997,0,A13,14,A30,A44,10250,A62,A71,1,A102,2,A123,0,A143,A152,2,A172,1,A191,A202,A91,-0.176215,NEGATIVE
997,1,A13,14,A30,A44,10250,A62,A71,1,A102,2,A123,1,A143,A152,2,A172,1,A191,A202,A91,0.031060,POSITIVE
998,0,A13,14,A30,A44,10250,A62,A73,1,A102,2,A123,0,A141,A152,2,A172,1,A191,A202,A91,-0.178636,NEGATIVE
998,1,A13,14,A30,A44,10250,A62,A73,1,A102,2,A123,1,A141,A152,2,A172,1,A191,A202,A91,0.028639,POSITIVE
999,0,A13,16,A31,A45,10375,A62,A72,1,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.149929,NEGATIVE
999,1,A13,16,A31,A45,10375,A62,A72,1,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.057346,POSITIVE
1000,0,A13,11,A30,A40,10626,A61,A73,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.196106,NEGATIVE
1000,1,A13,11,A30,A40,10626,A61,A73,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.011170,POSITIVE
1001,0,A13,13,A30,A43,10813,A62,A71,1,A102,1,A121,0,A143,A152,1,A172,1,A191,A202,A91,-0.178797,NEGATIVE
1001,1,A13,13,A30,A43,10813,A62,A71,1,A102,1,A121,1,A143,A152,1,A172,1,A191,A202,A91,0.028478,POSITIVE
1002,0,A13,13,A30,A43,10813,A62,A73,1,A102,1,A121,0,A141,A152,1,A172,1,A191,A202,A91,-0.181369,NEGATIVE
1002,1,A13,13,A30,A43,10813,A62,A73,1,A102,1,A121,1,A141,A152,1,A172,1,A191,A202,A91,0.025906,POSITIVE
1003,0,A13,15,A31,A45,10938,A62,A72,1,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.187956,NEGATIVE
1003,1,A13,15,A31,A45,10938,A62,A72,1,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.019319,POSITIVE
1004,0,A13,11,A30,A40,10001,A61,A73,1,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.079107,NEGATIVE
1004,1,A13,11,A30,A40,10001,A61,A73,1,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.128168,POSITIVE
1005,0,A13,12,A30,A42,10125,A61,A71,1,A101,1,A121,0,A143,A151,1,A172,1,A191,A202,A91,-0.141282,NEGATIVE
1005,1,A13,12,A30,A42,10125,A61,A71,1,A101,1,A121,1,A143,A151,1,A172,1,A191,A202,A91,0.065993,POSITIVE
1006,0,A13,12,A30,A42,10125,A61,A73,1,A101,1,A121,0,A141,A151,1,A172,1,A191,A202,A91,-0.144005,NEGATIVE
1006,1,A13,12,A30,A42,10125,A61,A73,1,A101,1,A121,1,A141,A151,1,A172,1,A191,A202,A91,0.063269,POSITIVE
1007,0,A13,14,A30,A44,10250,A62,A71,1,A102,2,A121,0,A141,A152,2,A172,1,A191,A202,A91,-0.161650,NEGATIVE
1007,1,A13,14,A30,A44,10250,A62,A71,1,A102,2,A121,1,A141,A152,2,A172,1,A191,A202,A91,0.045625,POSITIVE
1008,0,A13,0,A32,A40,10626,A61,A73,3,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.046492,NEGATIVE
1008,1,A13,0,A32,A40,10626,A61,A73,3,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.160783,POSITIVE
1009,0,A13,0,A32,A41,10688,A61,A71,3,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.195242,NEGATIVE
1009,1,A13,0,A32,A41,10688,A61,A71,3,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.012034,POSITIVE
1010,0,A13,0,A32,A41,10688,A61,A73,3,A101,1,A123,0,A141,A151,1,A171,1,A191,A202,A91,-0.198117,NEGATIVE
1010,1,A13,0,A32,A41,10688,A61,A73,3,A101,1,A123,1,A141,A151,1,A171,1,A191,A202,A91,0.009159,POSITIVE
1011,0,A13,3,A32,A44,10875,A62,A71,3,A102,2,A123,0,A141,A152,2,A172,1,A191,A202,A91,-0.157401,NEGATIVE
1011,1,A13,3,A32,A44,10875,A62,A71,3,A102,2,A123,1,A141,A152,2,A172,1,A191,A202,A91,0.049874,POSITIVE
1012,0,A13,6,A32,A40,10001,A61,A73,3,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.061197,NEGATIVE
1012,1,A13,6,A32,A40,10001,A61,A73,3,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.146078,POSITIVE
1013,0,A13,0,A32,A40,10001,A61,A71,3,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.150636,NEGATIVE
1013,1,A13,0,A32,A40,10001,A61,A71,3,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.056639,POSITIVE
1014,0,A13,0,A32,A40,10001,A61,A73,3,A101,1,A123,0,A141,A151,1,A171,1,A191,A202,A91,-0.153663,NEGATIVE
1014,1,A13,0,A32,A40,10001,A61,A73,3,A101,1,A123,1,A141,A151,1,A171,1,A191,A202,A91,0.053613,POSITIVE
1015,0,A13,2,A32,A43,10188,A62,A71,3,A102,1,A123,0,A141,A152,1,A172,1,A191,A202,A91,-0.124004,NEGATIVE
1015,1,A13,2,A32,A43,10188,A62,A71,3,A102,1,A123,1,A141,A152,1,A172,1,A191,A202,A91,0.083272,POSITIVE
1016,0,A13,0,A32,A40,10626,A61,A71,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.025260,NEGATIVE
1016,1,A13,0,A32,A40,10626,A61,A71,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.182015,POSITIVE
1017,0,A13,0,A32,A40,10626,A61,A73,3,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.028286,NEGATIVE
1017,1,A13,0,A32,A40,10626,A61,A73,3,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.178989,POSITIVE
1018,0,A13,0,A32,A41,10688,A61,A71,3,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.177946,NEGATIVE
1018,1,A13,0,A32,A41,10688,A61,A71,3,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.029329,POSITIVE
1019,0,A13,6,A32,A40,10001,A61,A71,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.039964,NEGATIVE
1019,1,A13,6,A32,A40,10001,A61,A71,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.167311,POSITIVE
1020,0,A13,6,A32,A40,10001,A61,A73,3,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.042991,NEGATIVE
1020,1,A13,6,A32,A40,10001,A61,A73,3,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.164284,POSITIVE
1021,0,A13,0,A32,A40,10001,A61,A71,3,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.132430,NEGATIVE
1021,1,A13,0,A32,A40,10001,A61,A71,3,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.074845,POSITIVE
1022,0,A13,0,A32,A40,10626,A61,A71,1,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.077862,NEGATIVE
1022,1,A13,0,A32,A40,10626,A61,A71,1,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.129413,POSITIVE
1023,0,A13,0,A32,A40,10626,A61,A73,1,A101,1,A123,0,A141,A151,1,A171,1,A191,A202,A91,-0.080888,NEGATIVE
1023,1,A13,0,A32,A40,10626,A61,A73,1,A101,1,A123,1,A141,A151,1,A171,1,A191,A202,A91,0.126387,POSITIVE
1024,0,A13,1,A32,A42,10750,A61,A71,1,A101,1,A123,0,A141,A151,1,A172,1,A191,A202,A91,-0.134829,NEGATIVE
1024,1,A13,1,A32,A42,10750,A61,A71,1,A101,1,A123,1,A141,A151,1,A172,1,A191,A202,A91,0.072446,POSITIVE
1025,0,A13,6,A32,A40,10001,A61,A71,1,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.092567,NEGATIVE
1025,1,A13,6,A32,A40,10001,A61,A71,1,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.114709,POSITIVE
1026,0,A13,6,A32,A40,10001,A61,A73,1,A101,1,A123,0,A141,A151,1,A171,1,A191,A202,A91,-0.095593,NEGATIVE
1026,1,A13,6,A32,A40,10001,A61,A73,1,A101,1,A123,1,A141,A151,1,A171,1,A191,A202,A91,0.111682,POSITIVE
1027,0,A13,0,A32,A40,10001,A61,A71,1,A101,1,A123,0,A141,A151,1,A171,1,A191,A202,A91,-0.185033,NEGATIVE
1027,1,A13,0,A32,A40,10001,A61,A71,1,A101,1,A123,1,A141,A151,1,A171,1,A191,A202,A91,0.022243,POSITIVE
1028,0,A13,0,A32,A40,10626,A61,A71,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.059656,NEGATIVE
1028,1,A13,0,A32,A40,10626,A61,A71,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.147619,POSITIVE
1029,0,A13,6,A32,A40,10001,A61,A71,1,A101,1,A121,0,A141,A151,1,A171,1,A191,A202,A91,-0.074361,NEGATIVE
1029,1,A13,6,A32,A40,10001,A61,A71,1,A101,1,A121,1,A141,A151,1,A171,1,A191,A202,A91,0.132914,POSITIVE
1030,0,A13,2,A30,A43,10813,A62,A73,3,A102,1,A123,0,A143,A152,1,A172,1,A191,A202,A91,-0.151747,NEGATIVE
1030,1,A13,2,A30,A43,10813,A62,A73,3,A102,1,A123,1,A143,A152,1,A172,1,A191,A202,A91,0.055529,POSITIVE
1031,0,A13,5,A31,A45,10938,A62,A72,3,A102,2,A123,0,A143,A152,2,A173,1,A192,A202,A92,-0.160903,NEGATIVE
1031,1,A13,5,A31,A45,10938,A62,A72,3,A102,2,A123,1,A143,A152,2,A173,1,A192,A202,A92,0.046372,POSITIVE
1032,0,A13,5,A31,A45,10938,A62,A73,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.163173,NEGATIVE
1032,1,A13,5,A31,A45,10938,A62,A73,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.044102,POSITIVE
1033,0,A13,6,A31,A46,11062,A62,A72,3,A102,3,A123,0,A142,A152,3,A173,1,A192,A202,A92,-0.127799,NEGATIVE
1033,1,A13,6,A31,A46,11062,A62,A72,3,A102,3,A123,1,A142,A152,3,A173,1,A192,A202,A92,0.079476,POSITIVE
1034,0,A13,0,A30,A41,10063,A61,A73,3,A101,1,A123,0,A143,A151,1,A171,1,A191,A202,A91,-0.191449,NEGATIVE
1034,1,A13,0,A30,A41,10063,A61,A73,3,A101,1,A123,1,A143,A151,1,A171,1,A191,A202,A91,0.015826,POSITIVE
1035,0,A13,3,A30,A44,10250,A62,A71,3,A102,2,A123,0,A143,A152,2,A172,1,A191,A202,A91,-0.133313,NEGATIVE
1035,1,A13,3,A30,A44,10250,A62,A71,3,A102,2,A123,1,A143,A152,2,A172,1,A191,A202,A91,0.073962,POSITIVE
1036,0,A13,3,A30,A44,10250,A62,A73,3,A102,2,A123,0,A141,A152,2,A172,1,A191,A202,A91,-0.135734,NEGATIVE
1036,1,A13,3,A30,A44,10250,A62,A73,3,A102,2,A123,1,A141,A152,2,A172,1,A191,A202,A91,0.071542,POSITIVE
1037,0,A13,5,A31,A45,10375,A62,A72,3,A102,2,A123,0,A142,A152,2,A173,1,A192,A202,A92,-0.111417,NEGATIVE
1037,1,A13,5,A31,A45,10375,A62,A72,3,A102,2,A123,1,A142,A152,2,A173,1,A192,A202,A92,0.095858,POSITIVE
1038,0,A13,0,A30,A40,10626,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.144423,NEGATIVE
1038,1,A13,0,A30,A40,10626,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.062852,POSITIVE
1039,0,A13,2,A30,A43,10813,A62,A71,3,A102,1,A121,0,A143,A152,1,A172,1,A191,A202,A91,-0.133700,NEGATIVE
1039,1,A13,2,A30,A43,10813,A62,A71,3,A102,1,A121,1,A143,A152,1,A172,1,A191,A202,A91,0.073576,POSITIVE
1040,0,A13,2,A30,A43,10813,A62,A73,3,A102,1,A121,0,A141,A152,1,A172,1,A191,A202,A91,-0.136272,NEGATIVE
1040,1,A13,2,A30,A43,10813,A62,A73,3,A102,1,A121,1,A141,A152,1,A172,1,A191,A202,A91,0.071003,POSITIVE
1041,0,A13,5,A31,A45,10938,A62,A72,3,A102,2,A122,0,A142,A152,2,A173,1,A192,A202,A92,-0.147249,NEGATIVE
1041,1,A13,5,A31,A45,10938,A62,A72,3,A102,2,A122,1,A142,A152,2,A173,1,A192,A202,A92,0.060026,POSITIVE
1042,0,A13,0,A30,A40,10001,A61,A73,3,A101,1,A121,0,A143,A151,1,A171,1,A191,A202,A91,-0.027425,NEGATIVE
1042,1,A13,0,A30,A40,10001,A61,A73,3,A101,1,A121,1,A143,A151,1,A171,1,A191,A202,A91,0.179850,POSITIVE
