age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,prediction
15,Self-emp-not-inc,9th,16,Never-married,Transport-moving,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_15,21,Ecuador,0
86,State-gov,Preschool,6,Never-married,Transport-moving,Not-in-family,White,Male,Asian-Pac-Islander,Black,53,Yugoslavia,1
86,State-gov,Preschool,6,Never-married,Transport-moving,Not-in-family,White,Female,Asian-Pac-Islander,Black,53,Yugoslavia,0
84,Federal-gov,Some-college,15,Divorced,Protective-serv,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_9,35,United-States,1
84,Federal-gov,Some-college,15,Divorced,Protective-serv,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_9,35,United-States,0
33,State-gov,Some-college,2,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,Other,capital-loss_9,15,South,0
33,State-gov,Some-college,2,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,Other,capital-loss_9,15,South,1
99,Without-pay,Assoc-acdm,13,Widowed,Farming-fishing,Wife,White,Male,Asian-Pac-Islander,capital-loss_5,42,Puerto-Rico,1
99,Without-pay,Assoc-acdm,13,Widowed,Farming-fishing,Wife,White,Female,Asian-Pac-Islander,capital-loss_5,42,Puerto-Rico,0
64,Without-pay,Bachelors,6,Never-married,Tech-support,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_15,55,Hungary,0
64,Without-pay,Bachelors,6,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_15,55,Hungary,1
90,Self-emp-not-inc,Some-college,15,Widowed,Sales,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_14,25,Dominican-Republic,1
90,Self-emp-not-inc,Some-college,15,Widowed,Sales,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_14,25,Dominican-Republic,0
50,Self-emp-inc,7th-8th,16,Divorced,Protective-serv,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_17,12,Vietnam,0
50,Self-emp-inc,7th-8th,16,Divorced,Protective-serv,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_17,12,Vietnam,1
13,State-gov,Prof-school,10,Widowed,Tech-support,Own-child,Black,Female,Other,Other,38,Holand-Netherlands,0
13,State-gov,Prof-school,10,Widowed,Tech-support,Own-child,Black,Male,Other,Other,38,Holand-Netherlands,1
78,Without-pay,HS-grad,1,Widowed,Farming-fishing,Unmarried,Other,Male,Other,Amer-Indian-Eskimo,71,Portugal,1
78,Without-pay,HS-grad,1,Widowed,Farming-fishing,Unmarried,Other,Female,Other,Amer-Indian-Eskimo,71,Portugal,0
94,Self-emp-inc,7th-8th,3,Married-spouse-absent,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Black,80,Philippines,0
94,Self-emp-inc,7th-8th,3,Married-spouse-absent,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Black,80,Philippines,1
65,Self-emp-not-inc,5th-6th,6,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_10,94,Honduras,0
65,Self-emp-not-inc,5th-6th,6,Never-married,Armed-Forces,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_10,94,Honduras,1
36,State-gov,Bachelors,16,Widowed,Farming-fishing,Wife,Other,Male,Black,Black,35,Germany,1
36,State-gov,Bachelors,16,Widowed,Farming-fishing,Wife,Other,Female,Black,Black,35,Germany,0
62,Self-emp-inc,Some-college,8,Married-civ-spouse,Exec-managerial,Wife,White,Female,Amer-Indian-Eskimo,Asian-Pac-Islander,15,France,0
62,Self-emp-inc,Some-college,8,Married-civ-spouse,Exec-managerial,Wife,White,Male,Amer-Indian-Eskimo,Asian-Pac-Islander,15,France,1
35,State-gov,Prof-school,9,Never-married,Tech-support,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_17,100,Cuba,0
35,State-gov,Prof-school,9,Never-married,Tech-support,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_17,100,Cuba,1
44,Local-gov,Some-college,13,Separated,Armed-Forces,Wife,Other,Male,Asian-Pac-Islander,White,63,Puerto-Rico,1
44,Local-gov,Some-college,13,Separated,Armed-Forces,Wife,Other,Female,Asian-Pac-Islander,White,63,Puerto-Rico,0
75,Without-pay,Some-college,16,Divorced,Prof-specialty,Not-in-family,Black,Female,Amer-Indian-Eskimo,capital-loss_17,32,Yugoslavia,0
75,Without-pay,Some-college,16,Divorced,Prof-specialty,Not-in-family,Black,Male,Amer-Indian-Eskimo,capital-loss_17,32,Yugoslavia,1
70,Without-pay,1st-4th,15,Separated,Farming-fishing,Not-in-family,Black,Female,Amer-Indian-Eskimo,capital-loss_9,69,Holand-Netherlands,0
70,Without-pay,1st-4th,15,Separated,Farming-fishing,Not-in-family,Black,Male,Amer-Indian-Eskimo,capital-loss_9,69,Holand-Netherlands,1
55,State-gov,Some-college,15,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_9,20,Cambodia,0
55,State-gov,Some-college,15,Widowed,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_9,20,Cambodia,1
57,Without-pay,Some-college,16,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_14,14,Scotland,0
57,Without-pay,Some-college,16,Separated,Sales,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_14,14,Scotland,1
74,Self-emp-not-inc,9th,11,Widowed,Handlers-cleaners,Unmarried,Black,Male,Asian-Pac-Islander,capital-loss_10,11,Honduras,1
74,Self-emp-not-inc,9th,11,Widowed,Handlers-cleaners,Unmarried,Black,Female,Asian-Pac-Islander,capital-loss_10,11,Honduras,0
86,Without-pay,7th-8th,7,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Male,Asian-Pac-Islander,Other,94,Philippines,1
86,Without-pay,7th-8th,7,Separated,Protective-serv,Own-child,Asian-Pac-Islander,Female,Asian-Pac-Islander,Other,94,Philippines,0
82,Self-emp-inc,Some-college,5,Separated,Priv-house-serv,Wife,White,Female,Asian-Pac-Islander,capital-loss_8,56,France,0
82,Self-emp-inc,Some-college,5,Separated,Priv-house-serv,Wife,White,Male,Asian-Pac-Islander,capital-loss_8,56,France,1
58,State-gov,Some-college,15,Widowed,Prof-specialty,Own-child,Other,Male,Amer-Indian-Eskimo,capital-loss_19,92,Laos,1
58,State-gov,Some-college,15,Widowed,Prof-specialty,Own-child,Other,Female,Amer-Indian-Eskimo,capital-loss_19,92,Laos,0
96,State-gov,Some-college,8,Separated,Armed-Forces,Wife,Black,Male,Amer-Indian-Eskimo,capital-loss_13,75,Yugoslavia,1
96,State-gov,Some-college,8,Separated,Armed-Forces,Wife,Black,Female,Amer-Indian-Eskimo,capital-loss_13,75,Yugoslavia,0
70,State-gov,Prof-school,3,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_19,46,Guatemala,1
70,State-gov,Prof-school,3,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_19,46,Guatemala,0
29,Federal-gov,Some-college,16,Widowed,Handlers-cleaners,Wife,Black,Male,Asian-Pac-Islander,capital-loss_9,65,Yugoslavia,1
29,Federal-gov,Some-college,16,Widowed,Handlers-cleaners,Wife,Black,Female,Asian-Pac-Islander,capital-loss_9,65,Yugoslavia,0
41,Without-pay,Doctorate,10,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_18,5,Portugal,1
41,Without-pay,Doctorate,10,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_18,5,Portugal,0
30,Private,11th,12,Widowed,Craft-repair,Not-in-family,White,Male,Black,capital-loss_5,25,El-Salvador,1
30,Private,11th,12,Widowed,Craft-repair,Not-in-family,White,Female,Black,capital-loss_5,25,El-Salvador,0
42,Self-emp-not-inc,12th,16,Never-married,Tech-support,Own-child,Black,Male,Amer-Indian-Eskimo,White,97,Outlying-US(Guam-USVI-etc),1
42,Self-emp-not-inc,12th,16,Never-married,Tech-support,Own-child,Black,Female,Amer-Indian-Eskimo,White,97,Outlying-US(Guam-USVI-etc),0
26,State-gov,Assoc-acdm,5,Married-civ-spouse,Adm-clerical,Wife,Other,Female,Asian-Pac-Islander,capital-loss_6,50,Yugoslavia,0
26,State-gov,Assoc-acdm,5,Married-civ-spouse,Adm-clerical,Wife,Other,Male,Asian-Pac-Islander,capital-loss_6,50,Yugoslavia,1
31,State-gov,5th-6th,16,Never-married,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_6,83,Cuba,0
31,State-gov,5th-6th,16,Never-married,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_6,83,Cuba,1
19,Without-pay,Doctorate,7,Married-AF-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Other,64,Laos,1
19,Without-pay,Doctorate,7,Married-AF-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Other,64,Laos,0
18,Self-emp-not-inc,Doctorate,16,Separated,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,White,90,Columbia,1
18,Self-emp-not-inc,Doctorate,16,Separated,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,White,90,Columbia,0
21,Private,Doctorate,11,Never-married,Sales,Other-relative,White,Female,Asian-Pac-Islander,White,84,France,0
21,Private,Doctorate,11,Never-married,Sales,Other-relative,White,Male,Asian-Pac-Islander,White,84,France,1
71,Federal-gov,9th,1,Never-married,Protective-serv,Wife,Black,Female,Asian-Pac-Islander,Black,84,Thailand,0
71,Federal-gov,9th,1,Never-married,Protective-serv,Wife,Black,Male,Asian-Pac-Islander,Black,84,Thailand,1
64,Self-emp-inc,Prof-school,12,Widowed,Other-service,Unmarried,Black,Male,Amer-Indian-Eskimo,capital-loss_19,66,Columbia,1
64,Self-emp-inc,Prof-school,12,Widowed,Other-service,Unmarried,Black,Female,Amer-Indian-Eskimo,capital-loss_19,66,Columbia,0
100,Without-pay,9th,16,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_13,7,South,1
100,Without-pay,9th,16,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_13,7,South,0
67,State-gov,7th-8th,8,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_5,56,Canada,0
67,State-gov,7th-8th,8,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_5,56,Canada,1
65,Self-emp-not-inc,5th-6th,6,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_7,55,Guatemala,1
65,Self-emp-not-inc,5th-6th,6,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_7,55,Guatemala,0
25,Federal-gov,Some-college,3,Widowed,Prof-specialty,Wife,Other,Female,Black,capital-loss_18,6,Yugoslavia,0
25,Federal-gov,Some-college,3,Widowed,Prof-specialty,Wife,Other,Male,Black,capital-loss_18,6,Yugoslavia,1
80,State-gov,Some-college,13,Married-AF-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_18,8,Yugoslavia,0
80,State-gov,Some-college,13,Married-AF-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_18,8,Yugoslavia,1
74,State-gov,10th,10,Widowed,Protective-serv,Wife,Black,Female,Asian-Pac-Islander,capital-loss_11,34,Thailand,0
74,State-gov,10th,10,Widowed,Protective-serv,Wife,Black,Male,Asian-Pac-Islander,capital-loss_11,34,Thailand,1
33,Local-gov,Bachelors,13,Married-spouse-absent,Armed-Forces,Husband,White,Male,Amer-Indian-Eskimo,White,36,Columbia,1
33,Local-gov,Bachelors,13,Married-spouse-absent,Armed-Forces,Husband,White,Female,Amer-Indian-Eskimo,White,36,Columbia,0
81,Self-emp-not-inc,12th,6,Never-married,Machine-op-inspct,Wife,Black,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,16,Holand-Netherlands,1
81,Self-emp-not-inc,12th,6,Never-married,Machine-op-inspct,Wife,Black,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,16,Holand-Netherlands,0
54,Self-emp-not-inc,5th-6th,6,Married-spouse-absent,Craft-repair,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_7,89,Ecuador,0
54,Self-emp-not-inc,5th-6th,6,Married-spouse-absent,Craft-repair,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_7,89,Ecuador,1
70,Self-emp-inc,Bachelors,8,Widowed,Sales,Not-in-family,Other,Male,Asian-Pac-Islander,capital-loss_11,86,China,1
70,Self-emp-inc,Bachelors,8,Widowed,Sales,Not-in-family,Other,Female,Asian-Pac-Islander,capital-loss_11,86,China,0
19,Self-emp-inc,10th,13,Divorced,Protective-serv,Wife,White,Female,capital-gain_5,capital-loss_9,96,Cambodia,0
19,Self-emp-inc,10th,13,Divorced,Protective-serv,Wife,White,Male,capital-gain_5,capital-loss_9,96,Cambodia,1
77,Without-pay,Doctorate,16,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,66,Ecuador,0
77,Without-pay,Doctorate,16,Never-married,Protective-serv,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,66,Ecuador,1
59,State-gov,11th,1,Married-spouse-absent,Other-service,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_12,98,China,1
59,State-gov,11th,1,Married-spouse-absent,Other-service,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_12,98,China,0
60,Without-pay,Assoc-acdm,16,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_19,26,Vietnam,1
60,Without-pay,Assoc-acdm,16,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_19,26,Vietnam,0
40,Local-gov,7th-8th,10,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_17,38,Outlying-US(Guam-USVI-etc),0
40,Local-gov,7th-8th,10,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_17,38,Outlying-US(Guam-USVI-etc),1
54,State-gov,Some-college,9,Divorced,Protective-serv,Unmarried,White,Female,Amer-Indian-Eskimo,White,15,Ireland,0
54,State-gov,Some-college,9,Divorced,Protective-serv,Unmarried,White,Male,Amer-Indian-Eskimo,White,15,Ireland,1
80,Self-emp-not-inc,7th-8th,13,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,26,South,1
80,Self-emp-not-inc,7th-8th,13,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,26,South,0
20,Self-emp-not-inc,5th-6th,11,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,55,Honduras,0
20,Self-emp-not-inc,5th-6th,11,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,55,Honduras,1
65,Local-gov,5th-6th,16,Separated,Craft-repair,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_8,17,Yugoslavia,0
65,Local-gov,5th-6th,16,Separated,Craft-repair,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_8,17,Yugoslavia,1
38,Self-emp-not-inc,Some-college,11,Never-married,Adm-clerical,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_16,51,Laos,1
38,Self-emp-not-inc,Some-college,11,Never-married,Adm-clerical,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_16,51,Laos,0
64,State-gov,Some-college,6,Divorced,Adm-clerical,Unmarried,White,Male,Amer-Indian-Eskimo,capital-loss_9,80,Mexico,1
64,State-gov,Some-college,6,Divorced,Adm-clerical,Unmarried,White,Female,Amer-Indian-Eskimo,capital-loss_9,80,Mexico,0
24,State-gov,HS-grad,6,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,Asian-Pac-Islander,White,44,Yugoslavia,1
24,State-gov,HS-grad,6,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Female,Asian-Pac-Islander,White,44,Yugoslavia,0
91,Federal-gov,Some-college,5,Never-married,Sales,Other-relative,White,Male,Amer-Indian-Eskimo,capital-loss_6,83,France,1
91,Federal-gov,Some-college,5,Never-married,Sales,Other-relative,White,Female,Amer-Indian-Eskimo,capital-loss_6,83,France,0
88,Self-emp-not-inc,Masters,1,Separated,Armed-Forces,Other-relative,Black,Female,Asian-Pac-Islander,capital-loss_13,5,Hong,0
88,Self-emp-not-inc,Masters,1,Separated,Armed-Forces,Other-relative,Black,Male,Asian-Pac-Islander,capital-loss_13,5,Hong,1
56,Federal-gov,7th-8th,9,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,10,Ireland,1
56,Federal-gov,7th-8th,9,Separated,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,10,Ireland,0
12,Without-pay,Bachelors,6,Widowed,Handlers-cleaners,Wife,White,Male,Other,capital-loss_10,43,Peru,1
12,Without-pay,Bachelors,6,Widowed,Handlers-cleaners,Wife,White,Female,Other,capital-loss_10,43,Peru,0
32,Without-pay,Prof-school,5,Separated,Craft-repair,Not-in-family,White,Male,Black,capital-loss_9,99,Trinadad&Tobago,1
32,Without-pay,Prof-school,5,Separated,Craft-repair,Not-in-family,White,Female,Black,capital-loss_9,99,Trinadad&Tobago,0
79,Self-emp-not-inc,Some-college,4,Married-AF-spouse,Protective-serv,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_16,69,Philippines,0
79,Self-emp-not-inc,Some-college,4,Married-AF-spouse,Protective-serv,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_16,69,Philippines,1
99,State-gov,Some-college,13,Married-AF-spouse,Protective-serv,Unmarried,White,Male,Amer-Indian-Eskimo,capital-loss_9,75,Yugoslavia,1
99,State-gov,Some-college,13,Married-AF-spouse,Protective-serv,Unmarried,White,Female,Amer-Indian-Eskimo,capital-loss_9,75,Yugoslavia,0
96,Local-gov,Doctorate,16,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,20,Trinadad&Tobago,1
96,Local-gov,Doctorate,16,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,20,Trinadad&Tobago,0
80,Without-pay,Assoc-voc,6,Never-married,Sales,Wife,White,Male,Asian-Pac-Islander,capital-loss_5,15,Nicaragua,1
80,Without-pay,Assoc-voc,6,Never-married,Sales,Wife,White,Female,Asian-Pac-Islander,capital-loss_5,15,Nicaragua,0
53,State-gov,11th,16,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_17,64,Mexico,1
53,State-gov,11th,16,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_17,64,Mexico,0
59,State-gov,Doctorate,10,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,55,Cambodia,1
59,State-gov,Doctorate,10,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,55,Cambodia,0
21,Without-pay,Some-college,16,Separated,Farming-fishing,Husband,White,Male,Black,Amer-Indian-Eskimo,53,Greece,1
21,Without-pay,Some-college,16,Separated,Farming-fishing,Husband,White,Female,Black,Amer-Indian-Eskimo,53,Greece,0
44,State-gov,12th,5,Married-spouse-absent,Sales,Unmarried,White,Male,Asian-Pac-Islander,Asian-Pac-Islander,87,China,1
44,State-gov,12th,5,Married-spouse-absent,Sales,Unmarried,White,Female,Asian-Pac-Islander,Asian-Pac-Islander,87,China,0
14,State-gov,Assoc-acdm,16,Never-married,Machine-op-inspct,Husband,White,Male,Asian-Pac-Islander,capital-loss_5,24,England,1
14,State-gov,Assoc-acdm,16,Never-married,Machine-op-inspct,Husband,White,Female,Asian-Pac-Islander,capital-loss_5,24,England,0
80,Without-pay,11th,2,Widowed,Farming-fishing,Own-child,White,Female,Black,capital-loss_8,77,Holand-Netherlands,0
80,Without-pay,11th,2,Widowed,Farming-fishing,Own-child,White,Male,Black,capital-loss_8,77,Holand-Netherlands,1
55,Without-pay,7th-8th,6,Divorced,Adm-clerical,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_15,45,Italy,1
55,Without-pay,7th-8th,6,Divorced,Adm-clerical,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_15,45,Italy,0
60,State-gov,Bachelors,16,Widowed,Sales,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,75,Hong,1
60,State-gov,Bachelors,16,Widowed,Sales,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,75,Hong,0
10,Self-emp-not-inc,5th-6th,15,Separated,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,capital-gain_6,capital-loss_10,90,Cambodia,0
10,Self-emp-not-inc,5th-6th,15,Separated,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,capital-gain_6,capital-loss_10,90,Cambodia,1
25,Federal-gov,Assoc-voc,16,Widowed,Craft-repair,Own-child,Black,Female,Asian-Pac-Islander,capital-loss_9,60,Yugoslavia,0
25,Federal-gov,Assoc-voc,16,Widowed,Craft-repair,Own-child,Black,Male,Asian-Pac-Islander,capital-loss_9,60,Yugoslavia,1
94,State-gov,Assoc-voc,12,Never-married,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,51,Canada,1
94,State-gov,Assoc-voc,12,Never-married,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,51,Canada,0
30,Without-pay,1st-4th,16,Never-married,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,4,Holand-Netherlands,0
30,Without-pay,1st-4th,16,Never-married,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,4,Holand-Netherlands,1
45,Self-emp-not-inc,Some-college,16,Widowed,Farming-fishing,Wife,White,Male,Black,Amer-Indian-Eskimo,66,Vietnam,1
45,Self-emp-not-inc,Some-college,16,Widowed,Farming-fishing,Wife,White,Female,Black,Amer-Indian-Eskimo,66,Vietnam,0
94,Private,Assoc-acdm,2,Divorced,Prof-specialty,Unmarried,Other,Female,Amer-Indian-Eskimo,capital-loss_6,12,Guatemala,0
94,Private,Assoc-acdm,2,Divorced,Prof-specialty,Unmarried,Other,Male,Amer-Indian-Eskimo,capital-loss_6,12,Guatemala,1
94,Federal-gov,HS-grad,3,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_14,42,Yugoslavia,1
94,Federal-gov,HS-grad,3,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_14,42,Yugoslavia,0
37,Self-emp-inc,Some-college,6,Married-spouse-absent,Protective-serv,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_15,62,Vietnam,1
37,Self-emp-inc,Some-college,6,Married-spouse-absent,Protective-serv,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_15,62,Vietnam,0
10,State-gov,Doctorate,2,Divorced,Tech-support,Husband,White,Female,capital-gain_5,capital-loss_19,80,Ireland,0
10,State-gov,Doctorate,2,Divorced,Tech-support,Husband,White,Male,capital-gain_5,capital-loss_19,80,Ireland,1
100,Without-pay,Doctorate,1,Widowed,Protective-serv,Own-child,Other,Female,Asian-Pac-Islander,capital-loss_19,40,Yugoslavia,0
100,Without-pay,Doctorate,1,Widowed,Protective-serv,Own-child,Other,Male,Asian-Pac-Islander,capital-loss_19,40,Yugoslavia,1
94,Federal-gov,12th,4,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,Asian-Pac-Islander,capital-loss_9,20,Trinadad&Tobago,1
94,Federal-gov,12th,4,Widowed,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,Asian-Pac-Islander,capital-loss_9,20,Trinadad&Tobago,0
100,Without-pay,12th,9,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_13,2,Vietnam,0
100,Without-pay,12th,9,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_13,2,Vietnam,1
62,Self-emp-not-inc,Doctorate,16,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Black,26,Greece,0
62,Self-emp-not-inc,Doctorate,16,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Black,26,Greece,1
89,Self-emp-inc,5th-6th,6,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Asian-Pac-Islander,13,Holand-Netherlands,0
89,Self-emp-inc,5th-6th,6,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Asian-Pac-Islander,13,Holand-Netherlands,1
29,Self-emp-not-inc,7th-8th,1,Divorced,Priv-house-serv,Wife,White,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,82,Greece,1
29,Self-emp-not-inc,7th-8th,1,Divorced,Priv-house-serv,Wife,White,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,82,Greece,0
93,Without-pay,5th-6th,11,Widowed,Handlers-cleaners,Wife,White,Female,Asian-Pac-Islander,capital-loss_5,99,Holand-Netherlands,0
93,Without-pay,5th-6th,11,Widowed,Handlers-cleaners,Wife,White,Male,Asian-Pac-Islander,capital-loss_5,99,Holand-Netherlands,1
60,Self-emp-not-inc,Some-college,11,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Male,Black,Black,35,Nicaragua,1
60,Self-emp-not-inc,Some-college,11,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Female,Black,Black,35,Nicaragua,0
82,Local-gov,Some-college,15,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,White,36,Hong,1
82,Local-gov,Some-college,15,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,White,36,Hong,0
84,Without-pay,9th,3,Separated,Protective-serv,Wife,Black,Male,Black,Amer-Indian-Eskimo,39,Cuba,1
84,Without-pay,9th,3,Separated,Protective-serv,Wife,Black,Female,Black,Amer-Indian-Eskimo,39,Cuba,0
21,Self-emp-not-inc,Prof-school,16,Never-married,Tech-support,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_14,55,Yugoslavia,1
