CE_ID,PA,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,race,capital-gain,capital-loss,hours-per-week,Output,Decision
1806,0,62,Local-gov,8,Doctorate,5,Bachelors,Prof-specialty,Husband,Female,Other,5,90,11,0.044939,POSITIVE
1806,1,62,Local-gov,8,Doctorate,5,Bachelors,Prof-specialty,Husband,Male,Other,5,90,11,-1.653843,NEGATIVE
1807,0,63,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Female,Other,6,92,13,0.360999,POSITIVE
1807,1,63,Local-gov,10,5th-6th,5,Some-college,Prof-specialty,Not-in-family,Male,Other,6,92,13,-1.534193,NEGATIVE
1808,0,64,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Female,Other,7,95,15,0.606293,POSITIVE
1808,1,64,State-gov,11,Preschool,5,11th,Prof-specialty,Not-in-family,Male,Other,7,95,15,-1.414546,NEGATIVE
1809,0,65,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Female,Other,8,97,17,0.738520,POSITIVE
1809,1,65,State-gov,13,Preschool,5,Prof-school,Prof-specialty,Other-relative,Male,Other,8,97,17,-1.279698,NEGATIVE
1810,0,65,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Female,Other,8,86,17,0.265341,POSITIVE
1810,1,65,State-gov,13,Preschool,2,Prof-school,Prof-specialty,Other-relative,Male,Other,8,86,17,-1.279394,NEGATIVE
1811,0,72,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Female,Other,8,86,19,0.018304,POSITIVE
1811,1,72,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Male,Other,8,86,19,-2.072433,NEGATIVE
1812,0,58,Federal-gov,7,9th,5,(null),Prof-specialty,Husband,Female,Other,7,94,15,0.125835,POSITIVE
1812,1,58,Federal-gov,7,9th,5,(null),Prof-specialty,Husband,Male,Other,7,94,15,-1.930314,NEGATIVE
1813,0,58,Local-gov,8,9th,5,Bachelors,Prof-specialty,Husband,Female,Other,7,95,16,0.413153,POSITIVE
1813,1,58,Local-gov,8,9th,5,Bachelors,Prof-specialty,Husband,Male,Other,7,95,16,-1.784763,NEGATIVE
1814,0,59,Local-gov,10,9th,5,Some-college,Prof-specialty,Not-in-family,Female,Other,7,96,17,0.574552,POSITIVE
1814,1,59,Local-gov,10,9th,5,Some-college,Prof-specialty,Not-in-family,Male,Other,7,96,17,-1.627374,NEGATIVE
1815,0,59,State-gov,11,9th,5,11th,Prof-specialty,Not-in-family,Female,Other,8,97,18,0.688636,POSITIVE
1815,1,59,State-gov,11,9th,5,11th,Prof-specialty,Not-in-family,Male,Other,8,97,18,-1.460469,NEGATIVE
1816,0,60,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Female,Other,8,98,19,0.749863,POSITIVE
1816,1,60,State-gov,13,7th-8th,5,Prof-school,Prof-specialty,Other-relative,Male,Other,8,98,19,-1.288589,NEGATIVE
1817,0,59,State-gov,11,HS-grad,5,11th,Prof-specialty,Not-in-family,Female,Other,8,97,18,0.101293,POSITIVE
1817,1,59,State-gov,11,HS-grad,5,11th,Prof-specialty,Not-in-family,Male,Other,8,97,18,-2.038123,NEGATIVE
1818,0,60,State-gov,13,Prof-school,5,Prof-school,Prof-specialty,Other-relative,Female,Other,8,98,19,0.363542,POSITIVE
1818,1,60,State-gov,13,Prof-school,5,Prof-school,Prof-specialty,Other-relative,Male,Other,8,98,19,-1.930538,NEGATIVE
1819,0,63,Local-gov,10,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Female,Other,6,84,13,0.484973,POSITIVE
1819,1,63,Local-gov,10,Assoc-voc,5,Some-college,Prof-specialty,Not-in-family,Male,Other,6,84,13,-1.773084,NEGATIVE
1820,0,64,State-gov,11,9th,5,11th,Prof-specialty,Not-in-family,Female,Other,7,85,15,0.732299,POSITIVE
1820,1,64,State-gov,11,9th,5,11th,Prof-specialty,Not-in-family,Male,Other,7,85,15,-1.398494,NEGATIVE
1821,0,65,State-gov,13,9th,5,Prof-school,Prof-specialty,Other-relative,Female,Other,8,86,17,0.774129,POSITIVE
1821,1,65,State-gov,13,9th,5,Prof-school,Prof-specialty,Other-relative,Male,Other,8,86,17,-1.005510,NEGATIVE
1822,0,59,Local-gov,10,9th,2,Some-college,Prof-specialty,Not-in-family,Female,Other,7,84,17,0.111320,POSITIVE
1822,1,59,Local-gov,10,9th,2,Some-college,Prof-specialty,Not-in-family,Male,Other,7,84,17,-1.769535,NEGATIVE
1823,0,59,State-gov,11,9th,2,11th,Prof-specialty,Not-in-family,Female,Other,8,85,18,0.478566,POSITIVE
1823,1,59,State-gov,11,9th,2,11th,Prof-specialty,Not-in-family,Male,Other,8,85,18,-1.689007,NEGATIVE
1824,0,60,State-gov,13,7th-8th,2,Prof-school,Prof-specialty,Other-relative,Female,Other,8,86,19,0.651904,POSITIVE
1824,1,60,State-gov,13,7th-8th,2,Prof-school,Prof-specialty,Other-relative,Male,Other,8,86,19,-1.494478,NEGATIVE
1825,0,76,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Female,Other,18,98,19,-0.159873,NEGATIVE
1825,1,76,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Male,Other,18,98,19,0.222706,POSITIVE
1826,0,75,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Female,Other,13,97,18,-0.093322,NEGATIVE
1826,1,75,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Male,Other,13,97,18,0.284874,POSITIVE
1827,0,76,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Female,Other,13,98,19,-0.192194,NEGATIVE
1827,1,76,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Male,Other,13,98,19,0.192514,POSITIVE
1828,0,74,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,17,96,6,-0.022539,NEGATIVE
1828,1,74,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,17,96,6,0.350994,POSITIVE
1829,0,75,State-gov,11,1st-4th,5,11th,Exec-managerial,Not-in-family,Female,Other,18,97,7,-0.194963,NEGATIVE
1829,1,75,State-gov,11,1st-4th,5,11th,Exec-managerial,Not-in-family,Male,Other,18,97,7,0.189927,POSITIVE
1830,0,76,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Female,Other,18,98,8,-0.339324,NEGATIVE
1830,1,76,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Male,Other,18,98,8,0.027566,POSITIVE
1831,0,73,Federal-gov,7,Doctorate,5,(null),Exec-managerial,Husband,Female,Other,12,94,5,-0.012437,NEGATIVE
1831,1,73,Federal-gov,7,Doctorate,5,(null),Exec-managerial,Husband,Male,Other,12,94,5,0.360431,POSITIVE
1832,0,73,Local-gov,8,Doctorate,5,Bachelors,Exec-managerial,Husband,Female,Other,12,95,5,-0.109254,NEGATIVE
1832,1,73,Local-gov,8,Doctorate,5,Bachelors,Exec-managerial,Husband,Male,Other,12,95,5,0.269991,POSITIVE
1833,0,74,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,12,96,6,-0.206071,NEGATIVE
1833,1,74,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,12,96,6,0.179550,POSITIVE
1834,0,75,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Female,Other,13,97,7,-0.287464,NEGATIVE
1834,1,75,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Male,Other,13,97,7,0.089110,POSITIVE
1835,0,73,Local-gov,8,1st-4th,5,Bachelors,Exec-managerial,Husband,Female,Other,12,83,16,-0.124231,NEGATIVE
1835,1,73,Local-gov,8,1st-4th,5,Bachelors,Exec-managerial,Husband,Male,Other,12,83,16,0.222754,POSITIVE
1836,0,74,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,12,84,17,-0.274394,NEGATIVE
1836,1,74,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,12,84,17,0.058342,POSITIVE
1837,0,75,State-gov,11,1st-4th,5,11th,Exec-managerial,Not-in-family,Female,Other,18,85,7,-0.008628,NEGATIVE
1837,1,75,State-gov,11,1st-4th,5,11th,Exec-managerial,Not-in-family,Male,Other,18,85,7,0.363989,POSITIVE
1838,0,76,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Female,Other,18,86,8,-0.182578,NEGATIVE
1838,1,76,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Male,Other,18,86,8,0.201496,POSITIVE
1839,0,74,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,12,84,6,-0.018209,NEGATIVE
1839,1,74,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,12,84,6,0.355038,POSITIVE
1840,0,75,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Female,Other,13,85,7,-0.116554,NEGATIVE
1840,1,75,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Male,Other,13,85,7,0.263171,POSITIVE
1841,0,76,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Female,Other,13,86,8,-0.214899,NEGATIVE
1841,1,76,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Male,Other,13,86,8,0.171304,POSITIVE
1842,0,75,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Female,Other,13,97,18,-0.184094,NEGATIVE
1842,1,75,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Male,Other,13,97,18,0.200080,POSITIVE
1843,0,76,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,98,19,-0.345154,NEGATIVE
1843,1,76,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,98,19,0.020314,POSITIVE
1844,0,73,Local-gov,8,1st-4th,1,Bachelors,Exec-managerial,Husband,Female,Other,12,95,5,-0.016685,NEGATIVE
1844,1,73,Local-gov,8,1st-4th,1,Bachelors,Exec-managerial,Husband,Male,Other,12,95,5,0.356462,POSITIVE
1845,0,74,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Female,Other,12,96,6,-0.205174,NEGATIVE
1845,1,74,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Male,Other,12,96,6,0.180389,POSITIVE
1846,0,75,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Female,Other,13,97,7,-0.360451,NEGATIVE
1846,1,75,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Male,Other,13,97,7,0.001290,POSITIVE
1847,0,76,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,86,19,-0.189829,NEGATIVE
1847,1,76,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,86,19,0.194722,POSITIVE
1848,0,74,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Female,Other,12,84,6,-0.017312,NEGATIVE
1848,1,74,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Male,Other,12,84,6,0.355877,POSITIVE
1849,0,75,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Female,Other,13,85,7,-0.207327,NEGATIVE
1849,1,75,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Male,Other,13,85,7,0.178377,POSITIVE
1850,0,63,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,12,96,17,-0.206427,NEGATIVE
1850,1,63,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,12,96,17,0.071714,POSITIVE
1851,0,65,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Female,Other,18,98,8,-0.134743,NEGATIVE
1851,1,65,State-gov,13,10th,5,Prof-school,Exec-managerial,Other-relative,Male,Other,18,98,8,0.214380,POSITIVE
1852,0,63,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,12,96,6,-0.003894,NEGATIVE
1852,1,63,Local-gov,10,5th-6th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,12,96,6,0.368411,POSITIVE
1853,0,64,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Female,Other,13,97,7,-0.102500,NEGATIVE
1853,1,64,State-gov,11,Preschool,5,11th,Exec-managerial,Not-in-family,Male,Other,13,97,7,0.276299,POSITIVE
1854,0,65,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Female,Other,13,98,8,-0.194275,NEGATIVE
1854,1,65,State-gov,13,Preschool,5,Prof-school,Exec-managerial,Other-relative,Male,Other,13,98,8,0.184188,POSITIVE
1855,0,63,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Female,Other,12,84,6,-0.210651,NEGATIVE
1855,1,63,Local-gov,10,1st-4th,5,Some-college,Exec-managerial,Not-in-family,Male,Other,12,84,6,0.049519,POSITIVE
1856,0,65,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,98,19,-0.176037,NEGATIVE
1856,1,65,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,98,19,0.207606,POSITIVE
1857,0,63,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Female,Other,12,96,6,-0.002996,NEGATIVE
1857,1,63,Local-gov,10,1st-4th,2,Some-college,Exec-managerial,Not-in-family,Male,Other,12,96,6,0.369250,POSITIVE
1858,0,64,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Female,Other,13,97,7,-0.193273,NEGATIVE
1858,1,64,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Male,Other,13,97,7,0.191506,POSITIVE
1859,0,65,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,98,8,-0.352321,NEGATIVE
1859,1,65,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,98,8,0.011402,POSITIVE
1860,0,64,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Female,Other,13,85,7,-0.006939,NEGATIVE
1860,1,64,State-gov,11,1st-4th,2,11th,Exec-managerial,Not-in-family,Male,Other,13,85,7,0.365567,POSITIVE
1861,0,65,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,13,86,8,-0.198743,NEGATIVE
1861,1,65,State-gov,13,10th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,13,86,8,0.186396,POSITIVE
1862,0,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Female,Other,15,90,11,-0.178921,NEGATIVE
1862,1,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Male,Other,15,90,11,0.204912,POSITIVE
1863,0,75,State-gov,11,9th,2,11th,Exec-managerial,Not-in-family,Female,Other,17,95,15,-0.120592,NEGATIVE
1863,1,75,State-gov,11,9th,2,11th,Exec-managerial,Not-in-family,Male,Other,17,95,15,0.259399,POSITIVE
1864,0,76,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,18,97,17,-0.337025,NEGATIVE
1864,1,76,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,18,97,17,0.030424,POSITIVE
1865,0,63,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Female,Other,16,92,13,-0.174733,NEGATIVE
1865,1,63,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Male,Other,16,92,13,0.180910,POSITIVE
1866,0,65,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Female,Other,18,97,17,-0.165928,NEGATIVE
1866,1,65,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Male,Other,18,97,17,0.217049,POSITIVE
1867,0,74,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Female,Black,7,96,17,-0.012446,NEGATIVE
1867,1,74,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Male,Black,7,96,17,0.353481,POSITIVE
1868,0,75,State-gov,11,HS-grad,5,11th,Exec-managerial,Not-in-family,Female,Black,8,97,18,-0.184119,NEGATIVE
1868,1,75,State-gov,11,HS-grad,5,11th,Exec-managerial,Not-in-family,Male,Black,8,97,18,0.190495,POSITIVE
1869,0,76,State-gov,13,Prof-school,5,Prof-school,Exec-managerial,Other-relative,Female,Black,8,98,19,-0.326708,NEGATIVE
1869,1,76,State-gov,13,Prof-school,5,Prof-school,Exec-managerial,Other-relative,Male,Black,8,98,19,0.026119,POSITIVE
1870,0,73,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Female,Black,2,94,15,-0.005665,NEGATIVE
1870,1,73,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Male,Black,2,94,15,0.366757,POSITIVE
1871,0,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Female,Black,2,95,16,-0.104537,NEGATIVE
1871,1,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Male,Black,2,95,16,0.274397,POSITIVE
1872,0,74,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Female,Black,2,96,17,-0.203409,NEGATIVE
1872,1,74,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Male,Black,2,96,17,0.182038,POSITIVE
1873,0,75,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Female,Black,3,97,18,-0.286976,NEGATIVE
1873,1,75,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Male,Black,3,97,18,0.089677,POSITIVE
1874,0,73,Local-gov,8,HS-grad,5,Bachelors,Exec-managerial,Husband,Female,Black,7,95,5,-0.059076,NEGATIVE
1874,1,73,Local-gov,8,HS-grad,5,Bachelors,Exec-managerial,Husband,Male,Black,7,95,5,0.316864,POSITIVE
1875,0,74,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Female,Black,7,96,6,-0.230062,NEGATIVE
1875,1,74,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Male,Black,7,96,6,0.155798,POSITIVE
1876,0,70,Self-emp-inc,4,HS-grad,4,Widowed,Exec-managerial,Own-child,Female,Black,1,92,2,-0.027762,NEGATIVE
1876,1,70,Self-emp-inc,4,HS-grad,4,Widowed,Exec-managerial,Own-child,Male,Black,1,92,2,0.346115,POSITIVE
1877,0,71,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Exec-managerial,Husband,Female,Black,1,93,3,-0.124579,NEGATIVE
1877,1,71,Self-emp-inc,5,Prof-school,4,Married-spouse-absent,Exec-managerial,Husband,Male,Black,1,93,3,0.255675,POSITIVE
1878,0,73,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Female,Black,2,94,5,-0.221395,NEGATIVE
1878,1,73,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Male,Black,2,94,5,0.165236,POSITIVE
1879,0,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Female,Black,2,95,5,-0.299786,NEGATIVE
1879,1,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Male,Black,2,95,5,0.074796,POSITIVE
1880,0,73,Federal-gov,7,HS-grad,5,(null),Exec-managerial,Husband,Female,Black,2,82,15,-0.138678,NEGATIVE
1880,1,73,Federal-gov,7,HS-grad,5,(null),Exec-managerial,Husband,Male,Black,2,82,15,0.191969,POSITIVE
1881,0,73,Local-gov,8,HS-grad,5,Bachelors,Exec-managerial,Husband,Female,Black,2,83,16,-0.281335,NEGATIVE
1881,1,73,Local-gov,8,HS-grad,5,Bachelors,Exec-managerial,Husband,Male,Black,2,83,16,0.026170,POSITIVE
1882,0,74,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Female,Black,7,84,6,-0.034163,NEGATIVE
1882,1,74,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Male,Black,7,84,6,0.331287,POSITIVE
1883,0,75,State-gov,11,HS-grad,5,11th,Exec-managerial,Not-in-family,Female,Black,8,85,7,-0.205142,NEGATIVE
1883,1,75,State-gov,11,HS-grad,5,11th,Exec-managerial,Not-in-family,Male,Black,8,85,7,0.168793,POSITIVE
1884,0,76,State-gov,13,Prof-school,5,Prof-school,Exec-managerial,Other-relative,Female,Black,8,86,8,-0.342455,NEGATIVE
1884,1,76,State-gov,13,Prof-school,5,Prof-school,Exec-managerial,Other-relative,Male,Black,8,86,8,0.003413,POSITIVE
1885,0,73,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Female,Black,2,82,5,-0.030479,NEGATIVE
1885,1,73,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Male,Black,2,82,5,0.343577,POSITIVE
1886,0,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Female,Black,2,83,5,-0.128824,NEGATIVE
1886,1,73,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Male,Black,2,83,5,0.251710,POSITIVE
1887,0,74,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Female,Black,2,84,6,-0.226581,NEGATIVE
1887,1,74,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Male,Black,2,84,6,0.159843,POSITIVE
1888,0,75,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Female,Black,3,85,7,-0.305657,NEGATIVE
1888,1,75,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Male,Black,3,85,7,0.067975,POSITIVE
1889,0,73,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Female,Black,2,95,16,-0.011969,NEGATIVE
1889,1,73,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Male,Black,2,95,16,0.360868,POSITIVE
1890,0,74,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Black,2,96,17,-0.202512,NEGATIVE
1890,1,74,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Black,2,96,17,0.182876,POSITIVE
1891,0,75,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Female,Black,3,97,18,-0.359963,NEGATIVE
1891,1,75,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Male,Black,3,97,18,0.001898,POSITIVE
1892,0,76,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Female,Black,8,98,8,-0.078338,NEGATIVE
1892,1,76,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Male,Black,8,98,8,0.298870,POSITIVE
1893,0,76,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Female,Black,3,98,8,-0.110659,NEGATIVE
1893,1,76,State-gov,13,9th,2,Prof-school,Exec-managerial,Other-relative,Male,Black,3,98,8,0.268678,POSITIVE
1894,0,74,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Black,2,84,17,-0.014650,NEGATIVE
1894,1,74,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Black,2,84,17,0.358364,POSITIVE
1895,0,75,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Female,Black,3,85,18,-0.206719,NEGATIVE
1895,1,75,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Male,Black,3,85,18,0.178946,POSITIVE
1896,0,73,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Female,Black,2,83,5,-0.036256,NEGATIVE
1896,1,73,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Male,Black,2,83,5,0.338180,POSITIVE
1897,0,74,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Black,2,84,6,-0.225859,NEGATIVE
1897,1,74,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Black,2,84,6,0.160681,POSITIVE
1898,0,64,State-gov,11,HS-grad,5,11th,Exec-managerial,Not-in-family,Female,Black,8,97,7,-0.151670,NEGATIVE
1898,1,64,State-gov,11,HS-grad,5,11th,Exec-managerial,Not-in-family,Male,Black,8,97,7,0.181921,POSITIVE
1899,0,65,State-gov,13,Prof-school,5,Prof-school,Exec-managerial,Other-relative,Female,Black,8,98,8,-0.290178,NEGATIVE
1899,1,65,State-gov,13,Prof-school,5,Prof-school,Exec-managerial,Other-relative,Male,Black,8,98,8,0.017205,POSITIVE
1900,0,61,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Female,Black,2,94,5,-0.015640,NEGATIVE
1900,1,61,Federal-gov,7,Assoc-acdm,5,(null),Exec-managerial,Husband,Male,Black,2,94,5,0.357438,POSITIVE
1901,0,62,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Female,Black,2,95,5,-0.108124,NEGATIVE
1901,1,62,Local-gov,8,Assoc-acdm,5,Bachelors,Exec-managerial,Husband,Male,Black,2,95,5,0.265326,POSITIVE
1902,0,63,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Female,Black,2,96,6,-0.199710,NEGATIVE
1902,1,63,Local-gov,10,Assoc-voc,5,Some-college,Exec-managerial,Not-in-family,Male,Black,2,96,6,0.173214,POSITIVE
1903,0,64,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Female,Black,3,97,7,-0.273049,NEGATIVE
1903,1,64,State-gov,11,9th,5,11th,Exec-managerial,Not-in-family,Male,Black,3,97,7,0.081103,POSITIVE
1904,0,63,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Female,Black,2,84,6,0.020489,POSITIVE
1904,1,63,Local-gov,10,HS-grad,5,Some-college,Exec-managerial,Not-in-family,Male,Black,2,84,6,-0.159280,NEGATIVE
1905,0,63,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Black,2,96,17,-0.000335,NEGATIVE
1905,1,63,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Black,2,96,17,0.371736,POSITIVE
1906,0,64,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Female,Black,3,97,18,-0.192666,NEGATIVE
1906,1,64,State-gov,11,HS-grad,2,11th,Exec-managerial,Not-in-family,Male,Black,3,97,18,0.192073,POSITIVE
1907,0,65,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Female,Black,3,98,19,-0.353485,NEGATIVE
1907,1,65,State-gov,13,Prof-school,2,Prof-school,Exec-managerial,Other-relative,Male,Black,3,98,19,0.009954,POSITIVE
1908,0,62,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Female,Black,2,95,5,-0.021680,NEGATIVE
1908,1,62,Local-gov,8,HS-grad,1,Bachelors,Exec-managerial,Husband,Male,Black,2,95,5,0.351797,POSITIVE
1909,0,63,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Black,2,96,6,-0.211956,NEGATIVE
1909,1,63,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Black,2,96,6,0.174053,POSITIVE
1910,0,63,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Female,Black,2,84,6,-0.024095,NEGATIVE
1910,1,63,Local-gov,10,HS-grad,2,Some-college,Exec-managerial,Not-in-family,Male,Black,2,84,6,0.349541,POSITIVE
