age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,prediction
25,Federal-gov,HS-grad,13,Widowed,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_9,98,Ireland,0.5000111088156682,1
25,Federal-gov,HS-grad,13,Widowed,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_9,98,Ireland,0.43881698877709363,0
38,Self-emp-not-inc,11th,13,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_5,1,Laos,0.6233903783597745,1
38,Self-emp-not-inc,11th,13,Divorced,Tech-support,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_5,1,Laos,0.4996912815069069,0
68,Self-emp-not-inc,Prof-school,16,Never-married,Exec-managerial,Unmarried,White,Male,Amer-Indian-Eskimo,capital-loss_5,6,Cambodia,0.500217616544334,1
68,Self-emp-not-inc,Prof-school,16,Never-married,Exec-managerial,Unmarried,White,Female,Amer-Indian-Eskimo,capital-loss_5,6,Cambodia,0.4387998889337326,0
57,Without-pay,Some-college,13,Never-married,Craft-repair,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_11,34,Dominican-Republic,0.43877833453138,0
57,Without-pay,Some-college,13,Never-married,Craft-repair,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_11,34,Dominican-Republic,0.5004780589077467,1
95,Without-pay,7th-8th,11,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_5,86,South,0.3970447494690296,0
95,Without-pay,7th-8th,11,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_5,86,South,0.5218372851553001,1
100,Self-emp-not-inc,12th,1,Never-married,Protective-serv,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_10,85,Canada,0.5001920461560223,1
100,Self-emp-not-inc,12th,1,Never-married,Protective-serv,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_10,85,Canada,0.4388020098935338,0
61,Local-gov,Some-college,5,Widowed,Tech-support,Husband,Other,Male,Black,capital-loss_5,64,Canada,0.5005573590771467,1
61,Local-gov,Some-college,5,Widowed,Tech-support,Husband,Other,Female,Black,capital-loss_5,64,Canada,0.43877177358448766,0
10,Federal-gov,10th,16,Divorced,Machine-op-inspct,Wife,White,Male,capital-gain_15,capital-loss_19,50,Cambodia,0.5053623386048353,1
10,Federal-gov,10th,16,Divorced,Machine-op-inspct,Wife,White,Female,capital-gain_15,capital-loss_19,50,Cambodia,0.47345523090141134,0
60,Private,Bachelors,5,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_15,47,El-Salvador,0.5001494511917429,1
60,Private,Bachelors,5,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_15,47,El-Salvador,0.43880552526089645,0
88,State-gov,5th-6th,5,Separated,Tech-support,Wife,Other,Male,Asian-Pac-Islander,capital-loss_7,51,Holand-Netherlands,0.5004668085410897,1
88,State-gov,5th-6th,5,Separated,Tech-support,Wife,Other,Female,Asian-Pac-Islander,capital-loss_7,51,Holand-Netherlands,0.43877925923031397,0
100,Self-emp-inc,Some-college,9,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_13,86,Italy,0.5000326745211613,1
100,Self-emp-inc,Some-college,9,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_13,86,Italy,0.43881519071805825,0
88,Without-pay,Doctorate,6,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_14,100,Poland,0.6236143766229069,1
88,Without-pay,Doctorate,6,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_14,100,Poland,0.4999299682681372,0
69,State-gov,10th,9,Divorced,Sales,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_18,40,Peru,0.5814498669184804,1
69,State-gov,10th,9,Divorced,Sales,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_18,40,Peru,0.4559966586238035,0
79,Private,Some-college,16,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_11,35,Puerto-Rico,0.4387966377782396,0
79,Private,Some-college,16,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_11,35,Puerto-Rico,0.5002570114803454,1
29,Self-emp-not-inc,Some-college,16,Never-married,Armed-Forces,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_10,85,Hungary,0.500495537953257,1
29,Self-emp-not-inc,Some-college,16,Never-married,Armed-Forces,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_10,85,Hungary,0.4387768887727877,0
34,Without-pay,Assoc-voc,7,Widowed,Farming-fishing,Not-in-family,Other,Male,Black,capital-loss_13,61,Laos,0.5005217118158033,1
34,Without-pay,Assoc-voc,7,Widowed,Farming-fishing,Not-in-family,Other,Female,Black,capital-loss_13,61,Laos,0.43877473114514626,0
56,State-gov,Bachelors,16,Widowed,Other-service,Unmarried,Other,Female,Asian-Pac-Islander,capital-loss_8,66,South,0.43879964674815364,0
56,State-gov,Bachelors,16,Widowed,Other-service,Unmarried,Other,Male,Asian-Pac-Islander,capital-loss_8,66,South,0.5002204850173133,1
99,Without-pay,Prof-school,14,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_7,20,Dominican-Republic,0.4388043216688741,0
99,Without-pay,Prof-school,14,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_7,20,Dominican-Republic,0.5001641437352341,1
74,Without-pay,Assoc-voc,16,Never-married,Handlers-cleaners,Wife,White,Male,Amer-Indian-Eskimo,Black,78,Hong,0.5002666339025474,1
74,Without-pay,Assoc-voc,16,Never-married,Handlers-cleaners,Wife,White,Female,Amer-Indian-Eskimo,Black,78,Hong,0.4387958378333368,0
36,Without-pay,Assoc-voc,16,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,7,Philippines,0.5021631843486258,1
36,Without-pay,Assoc-voc,16,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,7,Philippines,0.49750889663769166,0
85,Without-pay,5th-6th,2,Separated,Adm-clerical,Not-in-family,Black,Female,Black,Black,28,Yugoslavia,0.4387738578203305,0
85,Without-pay,5th-6th,2,Separated,Adm-clerical,Not-in-family,Black,Male,Black,Black,28,Yugoslavia,0.5005317887148764,1
68,Without-pay,7th-8th,6,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Other,5,Iran,0.5000000037252903,1
68,Without-pay,7th-8th,6,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Other,5,Iran,0.6236802969647305,1
70,Self-emp-not-inc,Masters,11,Separated,Tech-support,Other-relative,Black,Female,Amer-Indian-Eskimo,capital-loss_15,28,Guatemala,0.43877968488552177,0
70,Self-emp-not-inc,Masters,11,Separated,Tech-support,Other-relative,Black,Male,Amer-Indian-Eskimo,capital-loss_15,28,Guatemala,0.5004617831288105,1
60,Without-pay,7th-8th,11,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,46,Philippines,0.5884541638111628,1
60,Without-pay,7th-8th,11,Divorced,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,46,Philippines,0.46316191534679707,0
42,State-gov,Some-college,13,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_15,41,South,0.6236365511028826,1
42,State-gov,Some-college,13,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_15,41,South,0.4999533928932109,0
76,Self-emp-not-inc,Prof-school,6,Separated,Handlers-cleaners,Not-in-family,White,Male,Black,Amer-Indian-Eskimo,26,Puerto-Rico,0.5000367760657601,1
76,Self-emp-not-inc,Prof-school,6,Separated,Handlers-cleaners,Not-in-family,White,Female,Black,Amer-Indian-Eskimo,26,Puerto-Rico,0.4388148384454558,0
63,Without-pay,Masters,11,Widowed,Handlers-cleaners,Wife,Black,Male,Asian-Pac-Islander,capital-loss_12,71,El-Salvador,0.5001679360803397,1
63,Without-pay,Masters,11,Widowed,Handlers-cleaners,Wife,Black,Female,Asian-Pac-Islander,capital-loss_12,71,El-Salvador,0.43880399875406384,0
32,Without-pay,Bachelors,1,Married-spouse-absent,Tech-support,Wife,Other,Male,Asian-Pac-Islander,capital-loss_10,78,El-Salvador,0.5005084460711293,1
32,Without-pay,Bachelors,1,Married-spouse-absent,Tech-support,Wife,Other,Female,Asian-Pac-Islander,capital-loss_10,78,El-Salvador,0.4387758393141559,0
22,Without-pay,Some-college,7,Married-civ-spouse,Armed-Forces,Wife,Other,Male,Amer-Indian-Eskimo,capital-loss_10,70,Cuba,0.5003370530392794,1
22,Without-pay,Some-college,7,Married-civ-spouse,Armed-Forces,Wife,Other,Female,Amer-Indian-Eskimo,capital-loss_10,70,Cuba,0.438790003382428,0
68,Without-pay,Some-college,16,Never-married,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_5,7,England,0.4388046299057869,0
68,Without-pay,Some-college,16,Never-married,Armed-Forces,Unmarried,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_5,7,England,0.5001602992360508,1
91,Without-pay,Prof-school,16,Separated,Sales,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_6,96,Yugoslavia,0.438798626633459,0
91,Without-pay,Prof-school,16,Separated,Sales,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_6,96,Yugoslavia,0.5002329014073251,1
55,Federal-gov,Some-college,13,Separated,Machine-op-inspct,Unmarried,White,Male,Amer-Indian-Eskimo,capital-loss_11,99,Yugoslavia,0.5004372781890398,1
55,Federal-gov,Some-college,13,Separated,Machine-op-inspct,Unmarried,White,Female,Amer-Indian-Eskimo,capital-loss_11,99,Yugoslavia,0.43878171041843433,0
87,State-gov,1st-4th,13,Never-married,Farming-fishing,Wife,Other,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,100,Yugoslavia,0.4387749072779282,0
87,State-gov,1st-4th,13,Never-married,Farming-fishing,Wife,Other,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,100,Yugoslavia,0.5005195772267768,1
14,Self-emp-not-inc,Some-college,7,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,75,Iran,0.4976806248194691,0
14,Self-emp-not-inc,Some-college,7,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,75,Iran,0.6215002770315026,1
48,Self-emp-not-inc,10th,12,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_14,83,Vietnam,0.43881574848313815,0
48,Self-emp-not-inc,10th,12,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_14,83,Vietnam,0.5000259578227764,1
86,State-gov,Some-college,2,Married-spouse-absent,Protective-serv,Wife,White,Female,Asian-Pac-Islander,Asian-Pac-Islander,29,Portugal,0.4387775786270118,0
86,State-gov,Some-college,2,Married-spouse-absent,Protective-serv,Wife,White,Male,Asian-Pac-Islander,Asian-Pac-Islander,29,Portugal,0.5004875062351354,1
89,Self-emp-inc,Some-college,1,Separated,Tech-support,Wife,White,Female,Black,Black,27,Hungary,0.43877960415780304,0
89,Self-emp-inc,Some-college,1,Separated,Tech-support,Wife,White,Male,Black,Black,27,Hungary,0.5004628224839153,1
14,State-gov,Preschool,9,Married-AF-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Asian-Pac-Islander,70,Outlying-US(Guam-USVI-etc),0.4189355131557735,0
14,State-gov,Preschool,9,Married-AF-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Asian-Pac-Islander,70,Outlying-US(Guam-USVI-etc),0.5443961786633595,1
59,Without-pay,Some-college,1,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,Amer-Indian-Eskimo,capital-loss_11,57,Iran,0.45971032374529697,0
59,Without-pay,Some-college,1,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,Amer-Indian-Eskimo,capital-loss_11,57,Iran,0.5007245200271806,1
80,Without-pay,5th-6th,10,Separated,Farming-fishing,Unmarried,Black,Female,Amer-Indian-Eskimo,capital-loss_13,70,India,0.4387797289188242,0
80,Without-pay,5th-6th,10,Separated,Farming-fishing,Unmarried,Black,Male,Amer-Indian-Eskimo,capital-loss_13,70,India,0.5004612504127517,1
64,State-gov,Bachelors,16,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,40,Jamaica,0.4387894309466467,0
64,State-gov,Bachelors,16,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,40,Jamaica,0.5003439858013093,1
33,Federal-gov,HS-grad,16,Married-spouse-absent,Transport-moving,Wife,Black,Male,Amer-Indian-Eskimo,Amer-Indian-Eskimo,11,Guatemala,0.5004528834177334,1
33,Federal-gov,HS-grad,16,Married-spouse-absent,Transport-moving,Wife,Black,Female,Amer-Indian-Eskimo,Amer-Indian-Eskimo,11,Guatemala,0.43878042611290885,0
15,Without-pay,Prof-school,6,Widowed,Tech-support,Wife,White,Male,Black,capital-loss_19,75,Honduras,0.5003335400921078,1
15,Without-pay,Prof-school,6,Widowed,Tech-support,Wife,White,Female,Black,capital-loss_19,75,Honduras,0.43879028960037975,0
92,Federal-gov,HS-grad,5,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_15,99,Germany,0.500116948036207,1
92,Federal-gov,HS-grad,5,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_15,99,Germany,0.4388082260065912,0
87,Without-pay,1st-4th,16,Separated,Handlers-cleaners,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_5,81,Ecuador,0.5001149661818748,1
87,Without-pay,1st-4th,16,Separated,Handlers-cleaners,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_5,81,Ecuador,0.4388083801253407,0
43,State-gov,Some-college,11,Widowed,Armed-Forces,Not-in-family,Other,Male,Black,capital-loss_6,70,Poland,0.5002235621064931,1
43,State-gov,Some-college,11,Widowed,Armed-Forces,Not-in-family,Other,Female,Black,capital-loss_6,70,Poland,0.43879939722364814,0
35,Without-pay,12th,12,Never-married,Sales,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_16,35,Dominican-Republic,0.43877119381504215,0
35,Without-pay,12th,12,Never-married,Sales,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_16,35,Dominican-Republic,0.500564198701531,1
84,Without-pay,Some-college,10,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,White,23,Yugoslavia,0.43881419995152116,0
84,Without-pay,Some-college,10,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,White,23,Yugoslavia,0.5000450238584255,1
65,State-gov,Assoc-voc,3,Never-married,Protective-serv,Own-child,Other,Male,Amer-Indian-Eskimo,capital-loss_18,78,Puerto-Rico,0.5003269649575997,1
65,State-gov,Assoc-voc,3,Never-married,Protective-serv,Own-child,Other,Female,Amer-Indian-Eskimo,capital-loss_18,78,Puerto-Rico,0.4387908473585566,0
95,State-gov,Prof-school,16,Separated,Other-service,Not-in-family,Black,Male,Amer-Indian-Eskimo,capital-loss_5,44,Vietnam,0.5000581741330383,1
95,State-gov,Prof-school,16,Separated,Other-service,Not-in-family,Black,Female,Amer-Indian-Eskimo,capital-loss_5,44,Vietnam,0.4388130917613798,0
77,Private,7th-8th,7,Married-AF-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,White,16,Japan,0.6201925322513474,1
77,Private,7th-8th,7,Married-AF-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,White,16,Japan,0.49629188794464657,0
11,Private,Some-college,16,Married-AF-spouse,Craft-repair,Wife,White,Male,capital-gain_5,capital-loss_19,62,Cambodia,0.5260135316293394,1
11,Private,Some-college,16,Married-AF-spouse,Craft-repair,Wife,White,Female,capital-gain_5,capital-loss_19,62,Cambodia,0.4941051092867491,0
68,Without-pay,Prof-school,6,Never-married,Handlers-cleaners,Wife,Black,Female,Amer-Indian-Eskimo,capital-loss_14,81,Germany,0.4388164970628305,0
68,Without-pay,Prof-school,6,Never-married,Handlers-cleaners,Wife,Black,Male,Amer-Indian-Eskimo,capital-loss_14,81,Germany,0.5000169500708516,1
57,State-gov,1st-4th,7,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Female,Asian-Pac-Islander,capital-loss_14,99,Yugoslavia,0.4388040868217342,0
57,State-gov,1st-4th,7,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Male,Asian-Pac-Islander,capital-loss_14,99,Yugoslavia,0.5001671761212041,1
22,Without-pay,5th-6th,15,Never-married,Transport-moving,Not-in-family,White,Male,Amer-Indian-Eskimo,capital-loss_14,66,Dominican-Republic,0.5000634379681521,1
22,Without-pay,5th-6th,15,Never-married,Transport-moving,Not-in-family,White,Female,Amer-Indian-Eskimo,capital-loss_14,66,Dominican-Republic,0.43881267343810765,0
50,Without-pay,5th-6th,11,Never-married,Farming-fishing,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_15,26,Holand-Netherlands,0.4557412094425459,0
50,Without-pay,5th-6th,11,Never-married,Farming-fishing,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_15,26,Holand-Netherlands,0.5834952860018493,1
79,Private,Some-college,2,Divorced,Protective-serv,Not-in-family,Other,Female,Amer-Indian-Eskimo,Black,3,France,0.4937758122056022,0
79,Private,Some-college,2,Divorced,Protective-serv,Not-in-family,Other,Male,Amer-Indian-Eskimo,Black,3,France,0.6178188558197845,1
48,Self-emp-inc,5th-6th,6,Widowed,Craft-repair,Not-in-family,Other,Female,Black,capital-loss_10,16,Poland,0.43878857963219625,0
48,Self-emp-inc,5th-6th,6,Widowed,Craft-repair,Not-in-family,Other,Male,Black,capital-loss_10,16,Poland,0.5003540254537717,1
30,Without-pay,12th,16,Widowed,Transport-moving,Wife,White,Female,Black,Black,96,Puerto-Rico,0.4387839267647555,0
30,Without-pay,12th,16,Widowed,Transport-moving,Wife,White,Male,Black,Black,96,Puerto-Rico,0.5004104784698998,1
50,Self-emp-not-inc,7th-8th,16,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_10,57,Vietnam,0.5019424795235552,1
50,Self-emp-not-inc,7th-8th,16,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_10,57,Vietnam,0.3781451062436616,0
22,Federal-gov,Some-college,15,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_14,65,Greece,0.43878034538516036,0
22,Federal-gov,Some-college,15,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_14,65,Greece,0.5004538110142551,1
80,Self-emp-not-inc,7th-8th,11,Separated,Protective-serv,Unmarried,White,Male,Amer-Indian-Eskimo,capital-loss_10,100,Guatemala,0.500540327070426,1
80,Self-emp-not-inc,7th-8th,11,Separated,Protective-serv,Unmarried,White,Female,Amer-Indian-Eskimo,capital-loss_10,100,Guatemala,0.4387731826451026,0
100,Self-emp-inc,7th-8th,11,Separated,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_6,41,Vietnam,0.5000748522574078,1
100,Self-emp-inc,7th-8th,11,Separated,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_6,41,Vietnam,0.43881171202881175,0
63,Self-emp-not-inc,Masters,2,Separated,Sales,Unmarried,White,Female,Black,capital-loss_5,76,South,0.43880176036873525,0
63,Self-emp-not-inc,Masters,2,Separated,Sales,Unmarried,White,Male,Black,capital-loss_5,76,South,0.500194728364636,1
10,Self-emp-not-inc,7th-8th,11,Divorced,Farming-fishing,Wife,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_19,74,Ireland,0.4705047766179603,0
10,Self-emp-not-inc,7th-8th,11,Divorced,Farming-fishing,Wife,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_19,74,Ireland,0.5024026782644764,1
39,Federal-gov,Some-college,2,Married-civ-spouse,Protective-serv,Unmarried,White,Female,Asian-Pac-Islander,White,35,Vietnam,0.4645905029091598,0
39,Federal-gov,Some-college,2,Married-civ-spouse,Protective-serv,Unmarried,White,Male,Asian-Pac-Islander,White,35,Vietnam,0.5898447232850446,1
29,Without-pay,12th,5,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Female,Amer-Indian-Eskimo,capital-loss_15,62,Ireland,0.49753829218232803,0
29,Without-pay,12th,5,Divorced,Protective-serv,Own-child,Asian-Pac-Islander,Male,Amer-Indian-Eskimo,capital-loss_15,62,Ireland,0.6213663367084192,1
11,Federal-gov,10th,5,Separated,Farming-fishing,Husband,White,Male,capital-gain_10,capital-loss_19,85,Ireland,0.5080202234025819,1
11,Federal-gov,10th,5,Separated,Farming-fishing,Husband,White,Female,capital-gain_10,capital-loss_19,85,Ireland,0.4761068883847301,0
100,State-gov,Prof-school,3,Divorced,Adm-clerical,Husband,Black,Male,Amer-Indian-Eskimo,capital-loss_16,75,Jamaica,0.6184822844208465,1
100,State-gov,Prof-school,3,Divorced,Adm-clerical,Husband,Black,Female,Amer-Indian-Eskimo,capital-loss_16,75,Jamaica,0.4944783347056088,0
20,State-gov,Assoc-acdm,4,Separated,Prof-specialty,Other-relative,White,Female,Other,Amer-Indian-Eskimo,86,Honduras,0.4388140091372811,0
20,State-gov,Assoc-acdm,4,Separated,Prof-specialty,Other-relative,White,Male,Other,Amer-Indian-Eskimo,86,Honduras,0.5000470392404599,1
85,Without-pay,5th-6th,16,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,Other,89,United-States,0.5002302341000435,1
85,Without-pay,5th-6th,16,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,Other,89,United-States,0.4387988468020544,0
41,Federal-gov,Doctorate,16,Separated,Priv-house-serv,Unmarried,Black,Female,Amer-Indian-Eskimo,capital-loss_11,27,Holand-Netherlands,0.438815975992623,0
41,Federal-gov,Doctorate,16,Separated,Priv-house-serv,Unmarried,Black,Male,Amer-Indian-Eskimo,capital-loss_11,27,Holand-Netherlands,0.5000232569873165,1
84,Private,5th-6th,9,Divorced,Protective-serv,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_19,45,Taiwan,0.5009426798677891,1
84,Private,5th-6th,9,Divorced,Protective-serv,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_19,45,Taiwan,0.37720511232544557,0
70,Without-pay,Prof-school,6,Never-married,Prof-specialty,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_15,85,Columbia,0.5957801355948978,1
70,Without-pay,Prof-school,6,Never-married,Prof-specialty,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_15,85,Columbia,0.45832457625734363,0
25,Self-emp-not-inc,Some-college,16,Never-married,Transport-moving,Own-child,White,Male,Amer-Indian-Eskimo,capital-loss_12,71,Mexico,0.5002331919799052,1
25,Self-emp-not-inc,Some-college,16,Never-married,Transport-moving,Own-child,White,Female,Amer-Indian-Eskimo,capital-loss_12,71,Mexico,0.43879859727764814,0
24,Local-gov,Bachelors,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_14,35,Yugoslavia,0.49377164052745337,0
24,Local-gov,Bachelors,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_14,35,Yugoslavia,0.6178148307128327,1
92,Without-pay,HS-grad,6,Widowed,Protective-serv,Own-child,Other,Male,Black,Black,66,Holand-Netherlands,0.5001320615380096,1
92,Without-pay,HS-grad,6,Widowed,Protective-serv,Own-child,Other,Female,Black,Black,66,Holand-Netherlands,0.43880696370108696,0
14,Local-gov,12th,6,Married-civ-spouse,Craft-repair,Wife,White,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,2,Poland,0.4388044684483505,0
14,Local-gov,12th,6,Married-civ-spouse,Craft-repair,Wife,White,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,2,Poland,0.5001626387181142,1
78,Without-pay,Preschool,2,Divorced,Armed-Forces,Wife,White,Male,Asian-Pac-Islander,White,75,Philippines,0.5918974653472594,1
78,Without-pay,Preschool,2,Divorced,Armed-Forces,Wife,White,Female,Asian-Pac-Islander,White,75,Philippines,0.46670344660727914,0
62,State-gov,Some-college,5,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_19,19,Vietnam,0.48536084756238207,0
62,State-gov,Some-college,5,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_19,19,Vietnam,0.6098364829305472,1
13,State-gov,Assoc-acdm,9,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,Black,capital-loss_5,61,Laos,0.4388153448373412,0
13,State-gov,Assoc-acdm,9,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Black,capital-loss_5,61,Laos,0.5000310316681463,1
52,State-gov,Some-college,16,Never-married,Priv-house-serv,Wife,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,White,65,Cambodia,0.5970103164643306,1
52,State-gov,Some-college,16,Never-married,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,White,65,Cambodia,0.4585847152610244,0
99,Private,10th,6,Separated,Protective-serv,Not-in-family,White,Male,Amer-Indian-Eskimo,capital-loss_10,89,Italy,0.5001890212207393,1
99,Private,10th,6,Separated,Protective-serv,Not-in-family,White,Female,Amer-Indian-Eskimo,capital-loss_10,89,Italy,0.4388022594183633,0
100,Self-emp-not-inc,HS-grad,3,Separated,Farming-fishing,Wife,Asian-Pac-Islander,Female,Asian-Pac-Islander,capital-loss_5,65,Taiwan,0.43878666417600004,0
100,Self-emp-not-inc,HS-grad,3,Separated,Farming-fishing,Wife,Asian-Pac-Islander,Male,Asian-Pac-Islander,capital-loss_5,65,Taiwan,0.5003776661333449,1
20,Self-emp-not-inc,5th-6th,16,Never-married,Adm-clerical,Wife,White,Female,Amer-Indian-Eskimo,capital-loss_10,86,Cuba,0.4387895410304381,0
20,Self-emp-not-inc,5th-6th,16,Never-married,Adm-clerical,Wife,White,Male,Amer-Indian-Eskimo,capital-loss_10,86,Cuba,0.5003429613469607,1
56,Without-pay,Some-college,10,Separated,Protective-serv,Wife,Other,Male,Asian-Pac-Islander,capital-loss_9,90,Poland,0.5733313515343436,1
