age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,output,prediction
20,Federal-gov,Doctorate,2,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Male,Amer-Indian-Eskimo,capital-loss_19,80,Yugoslavia,0.5072834703753253,1
20,Federal-gov,Doctorate,2,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,Amer-Indian-Eskimo,capital-loss_19,80,Yugoslavia,0.37924138039381283,0
31,Self-emp-not-inc,HS-grad,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,Amer-Indian-Eskimo,capital-loss_15,68,Mexico,0.49992927908944557,0
31,Self-emp-not-inc,HS-grad,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Amer-Indian-Eskimo,capital-loss_15,68,Mexico,0.51089909849281,1
70,Self-emp-inc,Assoc-voc,10,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,capital-gain_19,capital-loss_9,21,Outlying-US(Guam-USVI-etc),0.4459835309039757,0
70,Self-emp-inc,Assoc-voc,10,Married-spouse-absent,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,capital-gain_19,capital-loss_9,21,Outlying-US(Guam-USVI-etc),0.516830728997227,1
60,State-gov,12th,1,Married-spouse-absent,Priv-house-serv,Husband,Black,Female,Other,Amer-Indian-Eskimo,11,Cuba,0.5082867603513003,1
60,State-gov,12th,1,Married-spouse-absent,Priv-house-serv,Husband,Black,Male,Other,Amer-Indian-Eskimo,11,Cuba,0.4977127175143164,0
80,Self-emp-not-inc,Prof-school,10,Separated,Exec-managerial,Husband,White,Male,capital-gain_19,capital-loss_19,12,Philippines,0.4309211353316881,0
80,Self-emp-not-inc,Prof-school,10,Separated,Exec-managerial,Husband,White,Female,capital-gain_19,capital-loss_19,12,Philippines,0.5015400301393852,1
97,Self-emp-inc,Some-college,5,Widowed,Tech-support,Wife,White,Female,Asian-Pac-Islander,capital-loss_7,93,South,0.4894435300071175,0
97,Self-emp-inc,Some-college,5,Widowed,Tech-support,Wife,White,Male,Asian-Pac-Islander,capital-loss_7,93,South,0.5004125534551905,1
30,Without-pay,Doctorate,16,Divorced,Sales,Wife,White,Female,capital-gain_8,capital-loss_13,41,Ireland,0.4975306294465123,0
30,Without-pay,Doctorate,16,Divorced,Sales,Wife,White,Male,capital-gain_8,capital-loss_13,41,Ireland,0.5062180233934042,1
100,Private,10th,12,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,capital-gain_12,capital-loss_16,42,Yugoslavia,0.5063133162534968,1
100,Private,10th,12,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,capital-gain_12,capital-loss_16,42,Yugoslavia,0.4857930943518664,0
89,Without-pay,10th,10,Divorced,Tech-support,Not-in-family,White,Female,capital-gain_19,capital-loss_9,61,Yugoslavia,0.49965867405471454,0
89,Without-pay,10th,10,Divorced,Tech-support,Not-in-family,White,Male,capital-gain_19,capital-loss_9,61,Yugoslavia,0.5201736486850758,1
73,Self-emp-inc,10th,11,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,capital-gain_17,capital-loss_6,31,Yugoslavia,0.48844278114011896,0
73,Self-emp-inc,10th,11,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,capital-gain_17,capital-loss_6,31,Yugoslavia,0.5551484766363571,1
70,Federal-gov,Some-college,13,Divorced,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,capital-gain_10,capital-loss_10,20,Vietnam,0.43156859895588856,0
70,Federal-gov,Some-college,13,Divorced,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,capital-gain_10,capital-loss_10,20,Vietnam,0.5004563628359956,1
26,Without-pay,10th,11,Divorced,Adm-clerical,Husband,White,Male,Amer-Indian-Eskimo,Black,81,Trinadad&Tobago,0.5007403785539486,1
26,Without-pay,10th,11,Divorced,Adm-clerical,Husband,White,Female,Amer-Indian-Eskimo,Black,81,Trinadad&Tobago,0.42487982830978815,0
60,Without-pay,Doctorate,15,Separated,Tech-support,Not-in-family,Other,Female,Asian-Pac-Islander,Amer-Indian-Eskimo,31,Greece,0.5095378212110449,1
60,Without-pay,Doctorate,15,Separated,Tech-support,Not-in-family,Other,Male,Asian-Pac-Islander,Amer-Indian-Eskimo,31,Greece,0.4989629700748848,0
80,Self-emp-inc,9th,15,Divorced,Priv-house-serv,Other-relative,Black,Female,capital-gain_19,capital-loss_17,56,Yugoslavia,0.5695660026437885,1
80,Self-emp-inc,9th,15,Divorced,Priv-house-serv,Other-relative,Black,Male,capital-gain_19,capital-loss_17,56,Yugoslavia,0.4989570096361952,0
70,Federal-gov,Assoc-voc,11,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Male,capital-gain_18,capital-loss_9,50,Greece,0.5199008597946921,1
70,Federal-gov,Assoc-voc,11,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,capital-gain_18,capital-loss_9,50,Greece,0.49938711554705223,0
70,Federal-gov,Some-college,10,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,capital-gain_17,capital-loss_18,43,Philippines,0.5054837352578988,1
70,Federal-gov,Some-college,10,Married-AF-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,capital-gain_17,capital-loss_18,43,Philippines,0.4347922752231262,0
15,Local-gov,Some-college,11,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,capital-gain_10,capital-loss_13,24,Yugoslavia,0.5730182904829596,1
15,Local-gov,Some-college,11,Widowed,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,capital-gain_10,capital-loss_13,24,Yugoslavia,0.48976501762500724,0
57,Self-emp-not-inc,10th,4,Separated,Prof-specialty,Husband,White,Male,Asian-Pac-Islander,capital-loss_19,41,Greece,0.49961218245654054,0
57,Self-emp-not-inc,10th,4,Separated,Prof-specialty,Husband,White,Female,Asian-Pac-Islander,capital-loss_19,41,Greece,0.5101853524097718,1
39,Local-gov,Prof-school,12,Separated,Protective-serv,Not-in-family,Other,Male,capital-gain_13,Other,1,Germany,0.5022209438644464,1
39,Local-gov,Prof-school,12,Separated,Protective-serv,Not-in-family,Other,Female,capital-gain_13,Other,1,Germany,0.4923100873130908,0
29,Without-pay,10th,9,Married-AF-spouse,Transport-moving,Husband,White,Male,capital-gain_19,capital-loss_19,71,Cambodia,0.5065828036247662,1
29,Without-pay,10th,9,Married-AF-spouse,Transport-moving,Husband,White,Female,capital-gain_19,capital-loss_19,71,Cambodia,0.4860621748158669,0
80,Without-pay,12th,7,Married-spouse-absent,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,Amer-Indian-Eskimo,capital-loss_9,91,Philippines,0.4928279968151328,0
80,Without-pay,12th,7,Married-spouse-absent,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,Amer-Indian-Eskimo,capital-loss_9,91,Philippines,0.5037975475112672,1
100,Self-emp-inc,Preschool,15,Married-civ-spouse,Protective-serv,Not-in-family,Black,Male,capital-gain_11,capital-loss_10,17,Yugoslavia,0.504283532007761,1
100,Self-emp-inc,Preschool,15,Married-civ-spouse,Protective-serv,Not-in-family,Black,Female,capital-gain_11,capital-loss_10,17,Yugoslavia,0.4837647252255359,0
100,State-gov,10th,7,Divorced,Machine-op-inspct,Husband,White,Male,capital-gain_6,capital-loss_19,31,Yugoslavia,0.5013503697464983,1
100,State-gov,10th,7,Divorced,Machine-op-inspct,Husband,White,Female,capital-gain_6,capital-loss_19,31,Yugoslavia,0.48083502672198253,0
49,State-gov,Doctorate,11,Divorced,Priv-house-serv,Own-child,Other,Male,Amer-Indian-Eskimo,capital-loss_5,81,Philippines,0.575398568735404,1
49,State-gov,Doctorate,11,Divorced,Priv-house-serv,Own-child,Other,Female,Amer-Indian-Eskimo,capital-loss_5,81,Philippines,0.49954482925590943,0
73,Without-pay,11th,10,Divorced,Prof-specialty,Not-in-family,White,Female,capital-gain_19,capital-loss_17,71,Germany,0.4898477144852938,0
73,Without-pay,11th,10,Divorced,Prof-specialty,Not-in-family,White,Male,capital-gain_19,capital-loss_17,71,Germany,0.5103710019988116,1
80,Local-gov,12th,16,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,capital-gain_19,capital-loss_6,47,Yugoslavia,0.4331029270310597,0
80,Local-gov,12th,16,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,capital-gain_19,capital-loss_6,47,Yugoslavia,0.5037620251731119,1
49,Without-pay,Masters,16,Never-married,Other-service,Own-child,White,Male,capital-gain_13,capital-loss_10,11,Ireland,0.44037310124058343,0
49,Without-pay,Masters,16,Never-married,Other-service,Own-child,White,Female,capital-gain_13,capital-loss_10,11,Ireland,0.5111496737474774,1
53,Without-pay,5th-6th,7,Divorced,Transport-moving,Not-in-family,White,Male,capital-gain_9,capital-loss_15,41,Yugoslavia,0.4849298062377278,0
53,Without-pay,5th-6th,7,Divorced,Transport-moving,Not-in-family,White,Female,capital-gain_9,capital-loss_15,41,Yugoslavia,0.5449471081300861,1
89,Local-gov,11th,2,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,Black,capital-loss_19,20,Germany,0.504217852436551,1
89,Local-gov,11th,2,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,Black,capital-loss_19,20,Germany,0.4936432389358417,0
