age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,occupation,output,race,relationship,sex,workclass
97,Asian-Pac-Islander,capital-loss_7,1,Some-college,5,93,Widowed,Tech-support,0.5004125534551905,White,Wife,Male,Self-emp-inc
30,capital-gain_8,capital-loss_13,0,Doctorate,16,41,Divorced,Sales,0.4975306294465123,White,Wife,Female,Without-pay
30,capital-gain_8,capital-loss_13,1,Doctorate,16,41,Divorced,Sales,0.5062180233934042,White,Wife,Male,Without-pay
100,capital-gain_12,capital-loss_16,1,10th,12,42,Divorced,Transport-moving,0.5063133162534968,Amer-Indian-Eskimo,Other-relative,Male,Private
100,capital-gain_12,capital-loss_16,0,10th,12,42,Divorced,Transport-moving,0.4857930943518664,Amer-Indian-Eskimo,Other-relative,Female,Private
89,capital-gain_19,capital-loss_9,0,10th,10,61,Divorced,Tech-support,0.4996586740547145,White,Not-in-family,Female,Without-pay
89,capital-gain_19,capital-loss_9,1,10th,10,61,Divorced,Tech-support,0.5201736486850758,White,Not-in-family,Male,Without-pay
73,capital-gain_17,capital-loss_6,0,10th,11,31,Married-civ-spouse,Sales,0.4884427811401189,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc
73,capital-gain_17,capital-loss_6,1,10th,11,31,Married-civ-spouse,Sales,0.5551484766363571,Asian-Pac-Islander,Other-relative,Female,Self-emp-inc
70,capital-gain_10,capital-loss_10,0,Some-college,13,20,Divorced,Adm-clerical,0.4315685989558885,Amer-Indian-Eskimo,Husband,Male,Federal-gov
70,capital-gain_10,capital-loss_10,1,Some-college,13,20,Divorced,Adm-clerical,0.5004563628359956,Amer-Indian-Eskimo,Husband,Female,Federal-gov
26,Amer-Indian-Eskimo,Black,1,10th,11,81,Divorced,Adm-clerical,0.5007403785539486,White,Husband,Male,Without-pay
26,Amer-Indian-Eskimo,Black,0,10th,11,81,Divorced,Adm-clerical,0.4248798283097881,White,Husband,Female,Without-pay
60,Asian-Pac-Islander,Amer-Indian-Eskimo,1,Doctorate,15,31,Separated,Tech-support,0.5095378212110449,Other,Not-in-family,Female,Without-pay
60,Asian-Pac-Islander,Amer-Indian-Eskimo,0,Doctorate,15,31,Separated,Tech-support,0.4989629700748848,Other,Not-in-family,Male,Without-pay
80,capital-gain_19,capital-loss_17,1,9th,15,56,Divorced,Priv-house-serv,0.5695660026437885,Black,Other-relative,Female,Self-emp-inc
80,capital-gain_19,capital-loss_17,0,9th,15,56,Divorced,Priv-house-serv,0.4989570096361952,Black,Other-relative,Male,Self-emp-inc
70,capital-gain_18,capital-loss_9,1,Assoc-voc,11,50,Divorced,Machine-op-inspct,0.5199008597946921,Amer-Indian-Eskimo,Wife,Male,Federal-gov
70,capital-gain_18,capital-loss_9,0,Assoc-voc,11,50,Divorced,Machine-op-inspct,0.4993871155470522,Amer-Indian-Eskimo,Wife,Female,Federal-gov
70,capital-gain_17,capital-loss_18,1,Some-college,10,43,Married-AF-spouse,Transport-moving,0.5054837352578988,Amer-Indian-Eskimo,Husband,Female,Federal-gov
70,capital-gain_17,capital-loss_18,0,Some-college,10,43,Married-AF-spouse,Transport-moving,0.4347922752231262,Amer-Indian-Eskimo,Husband,Male,Federal-gov
15,capital-gain_10,capital-loss_13,1,Some-college,11,24,Widowed,Machine-op-inspct,0.5730182904829596,Amer-Indian-Eskimo,Other-relative,Male,Local-gov
15,capital-gain_10,capital-loss_13,0,Some-college,11,24,Widowed,Machine-op-inspct,0.4897650176250072,Amer-Indian-Eskimo,Other-relative,Female,Local-gov
57,Asian-Pac-Islander,capital-loss_19,0,10th,4,41,Separated,Prof-specialty,0.4996121824565405,White,Husband,Male,Self-emp-not-inc
57,Asian-Pac-Islander,capital-loss_19,1,10th,4,41,Separated,Prof-specialty,0.5101853524097718,White,Husband,Female,Self-emp-not-inc
39,capital-gain_13,Other,1,Prof-school,12,1,Separated,Protective-serv,0.5022209438644464,Other,Not-in-family,Male,Local-gov
39,capital-gain_13,Other,0,Prof-school,12,1,Separated,Protective-serv,0.4923100873130908,Other,Not-in-family,Female,Local-gov
29,capital-gain_19,capital-loss_19,1,10th,9,71,Married-AF-spouse,Transport-moving,0.5065828036247662,White,Husband,Male,Without-pay
29,capital-gain_19,capital-loss_19,0,10th,9,71,Married-AF-spouse,Transport-moving,0.4860621748158669,White,Husband,Female,Without-pay
80,Amer-Indian-Eskimo,capital-loss_9,0,12th,7,91,Married-spouse-absent,Tech-support,0.4928279968151328,Amer-Indian-Eskimo,Other-relative,Female,Without-pay
80,Amer-Indian-Eskimo,capital-loss_9,1,12th,7,91,Married-spouse-absent,Tech-support,0.5037975475112672,Amer-Indian-Eskimo,Other-relative,Male,Without-pay
100,capital-gain_11,capital-loss_10,1,Preschool,15,17,Married-civ-spouse,Protective-serv,0.504283532007761,Black,Not-in-family,Male,Self-emp-inc
100,capital-gain_11,capital-loss_10,0,Preschool,15,17,Married-civ-spouse,Protective-serv,0.4837647252255359,Black,Not-in-family,Female,Self-emp-inc
100,capital-gain_6,capital-loss_19,1,10th,7,31,Divorced,Machine-op-inspct,0.5013503697464983,White,Husband,Male,State-gov
100,capital-gain_6,capital-loss_19,0,10th,7,31,Divorced,Machine-op-inspct,0.4808350267219825,White,Husband,Female,State-gov
49,Amer-Indian-Eskimo,capital-loss_5,1,Doctorate,11,81,Divorced,Priv-house-serv,0.575398568735404,Other,Own-child,Male,State-gov
49,Amer-Indian-Eskimo,capital-loss_5,0,Doctorate,11,81,Divorced,Priv-house-serv,0.4995448292559094,Other,Own-child,Female,State-gov
73,capital-gain_19,capital-loss_17,0,11th,10,71,Divorced,Prof-specialty,0.4898477144852938,White,Not-in-family,Female,Without-pay
73,capital-gain_19,capital-loss_17,1,11th,10,71,Divorced,Prof-specialty,0.5103710019988116,White,Not-in-family,Male,Without-pay
80,capital-gain_19,capital-loss_6,0,12th,16,47,Divorced,Machine-op-inspct,0.4331029270310597,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov
80,capital-gain_19,capital-loss_6,1,12th,16,47,Divorced,Machine-op-inspct,0.5037620251731119,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov
49,capital-gain_13,capital-loss_10,0,Masters,16,11,Never-married,Other-service,0.4403731012405834,White,Own-child,Male,Without-pay
49,capital-gain_13,capital-loss_10,1,Masters,16,11,Never-married,Other-service,0.5111496737474774,White,Own-child,Female,Without-pay
53,capital-gain_9,capital-loss_15,0,5th-6th,7,41,Divorced,Transport-moving,0.4849298062377278,White,Not-in-family,Male,Without-pay
53,capital-gain_9,capital-loss_15,1,5th-6th,7,41,Divorced,Transport-moving,0.5449471081300861,White,Not-in-family,Female,Without-pay
89,Black,capital-loss_19,1,11th,2,20,Widowed,Prof-specialty,0.504217852436551,Asian-Pac-Islander,Wife,Female,Local-gov
89,Black,capital-loss_19,0,11th,2,20,Widowed,Prof-specialty,0.4936432389358417,Asian-Pac-Islander,Wife,Male,Local-gov
47,Amer-Indian-Eskimo,capital-loss_13,1,5th-6th,13,1,Separated,Protective-serv,0.5005213728147551,Amer-Indian-Eskimo,Own-child,Male,Federal-gov
47,Amer-Indian-Eskimo,capital-loss_13,0,5th-6th,13,1,Separated,Protective-serv,0.4387747384840119,Amer-Indian-Eskimo,Own-child,Female,Federal-gov
71,Amer-Indian-Eskimo,Other,1,Some-college,16,2,Never-married,Machine-op-inspct,0.5001119300704379,White,Unmarried,Male,Private
71,Amer-Indian-Eskimo,Other,0,Some-college,16,2,Never-married,Machine-op-inspct,0.4388086369899494,White,Unmarried,Female,Private
49,Black,capital-loss_10,1,Some-college,1,57,Widowed,Tech-support,0.5003858319649188,Amer-Indian-Eskimo,Unmarried,Male,Federal-gov
49,Black,capital-loss_10,0,Some-college,1,57,Widowed,Tech-support,0.438785966979753,Amer-Indian-Eskimo,Unmarried,Female,Federal-gov
15,capital-gain_6,capital-loss_13,0,Doctorate,1,95,Widowed,Handlers-cleaners,0.4979881194035349,White,Wife,Female,Self-emp-inc
15,capital-gain_6,capital-loss_13,1,Doctorate,1,95,Widowed,Handlers-cleaners,0.529884710090208,White,Wife,Male,Self-emp-inc
67,Asian-Pac-Islander,capital-loss_6,1,10th,3,38,Never-married,Sales,0.5002478211915214,Asian-Pac-Islander,Not-in-family,Male,State-gov
67,Asian-Pac-Islander,capital-loss_6,0,10th,3,38,Never-married,Sales,0.4387974083676669,Asian-Pac-Islander,Not-in-family,Female,State-gov
37,Asian-Pac-Islander,Other,0,Bachelors,16,97,Separated,Adm-clerical,0.4388110588578727,White,Husband,Female,Self-emp-not-inc
37,Asian-Pac-Islander,Other,1,Bachelors,16,97,Separated,Adm-clerical,0.5000827498726442,White,Husband,Male,Self-emp-not-inc
16,White,capital-loss_13,0,5th-6th,2,96,Widowed,Farming-fishing,0.4842607875283345,Asian-Pac-Islander,Husband,Female,State-gov
16,White,capital-loss_13,1,5th-6th,2,96,Widowed,Farming-fishing,0.5161819586280633,Asian-Pac-Islander,Husband,Male,State-gov
100,Asian-Pac-Islander,capital-loss_11,0,10th,3,74,Widowed,Transport-moving,0.4387806609572865,Asian-Pac-Islander,Wife,Female,State-gov
100,Asian-Pac-Islander,capital-loss_11,1,10th,3,74,Widowed,Transport-moving,0.5004501825844696,Asian-Pac-Islander,Wife,Male,State-gov
13,Asian-Pac-Islander,capital-loss_13,1,Doctorate,1,11,Married-civ-spouse,Handlers-cleaners,0.5985277967266902,White,Wife,Male,Without-pay
13,Asian-Pac-Islander,capital-loss_13,0,Doctorate,1,11,Married-civ-spouse,Handlers-cleaners,0.4740031199556805,White,Wife,Female,Without-pay
80,Asian-Pac-Islander,Amer-Indian-Eskimo,1,Assoc-acdm,11,55,Separated,Adm-clerical,0.6384671738904798,White,Husband,Male,Private
80,Asian-Pac-Islander,Amer-Indian-Eskimo,0,Assoc-acdm,11,55,Separated,Adm-clerical,0.4975233206057504,White,Husband,Female,Private
38,Black,capital-loss_6,1,Some-college,11,85,Widowed,Craft-repair,0.500427462056444,White,Wife,Male,Self-emp-not-inc
38,Black,capital-loss_6,0,Some-college,11,85,Widowed,Craft-repair,0.4387825176966128,White,Wife,Female,Self-emp-not-inc
40,Asian-Pac-Islander,capital-loss_17,1,5th-6th,10,74,Widowed,Handlers-cleaners,0.5975624352200751,White,Husband,Male,Self-emp-not-inc
40,Asian-Pac-Islander,capital-loss_17,0,5th-6th,10,74,Widowed,Handlers-cleaners,0.4587015994534263,White,Husband,Female,Self-emp-not-inc
100,Amer-Indian-Eskimo,capital-loss_8,1,Doctorate,12,19,Separated,Machine-op-inspct,0.5002446509702464,Asian-Pac-Islander,Husband,Male,State-gov
100,Amer-Indian-Eskimo,capital-loss_8,0,Doctorate,12,19,Separated,Machine-op-inspct,0.4387976505529765,Asian-Pac-Islander,Husband,Female,State-gov
77,Black,Asian-Pac-Islander,1,Some-college,4,84,Widowed,Tech-support,0.5004924645917609,Amer-Indian-Eskimo,Wife,Male,Private
77,Black,Asian-Pac-Islander,0,Some-college,4,84,Widowed,Tech-support,0.4387771529722498,Amer-Indian-Eskimo,Wife,Female,Private
10,capital-gain_5,capital-loss_14,1,Doctorate,6,84,Divorced,Sales,0.5282735228755231,White,Husband,Male,Local-gov
10,capital-gain_5,capital-loss_14,0,Doctorate,6,84,Divorced,Sales,0.4963715452644174,White,Husband,Female,Local-gov
20,Black,capital-loss_5,0,Some-college,15,70,Widowed,Protective-serv,0.438779068419388,Other,Wife,Female,Self-emp-not-inc
20,Black,capital-loss_5,1,Some-college,15,70,Widowed,Protective-serv,0.5004692299776622,Other,Wife,Male,Self-emp-not-inc
11,Other,Amer-Indian-Eskimo,0,5th-6th,4,61,Separated,Craft-repair,0.4387826424578148,Asian-Pac-Islander,Own-child,Female,State-gov
11,Other,Amer-Indian-Eskimo,1,5th-6th,4,61,Separated,Craft-repair,0.5004255807862122,Asian-Pac-Islander,Own-child,Male,State-gov
100,Amer-Indian-Eskimo,capital-loss_6,1,12th,14,15,Separated,Machine-op-inspct,0.5004435776500467,Black,Wife,Male,State-gov
100,Amer-Indian-Eskimo,capital-loss_6,0,12th,14,15,Separated,Machine-op-inspct,0.4387811820183474,Black,Wife,Female,State-gov
27,Asian-Pac-Islander,Amer-Indian-Eskimo,1,Some-college,7,63,Married-civ-spouse,Machine-op-inspct,0.5008499651410534,White,Unmarried,Male,Without-pay
27,Asian-Pac-Islander,Amer-Indian-Eskimo,0,Some-college,7,63,Married-civ-spouse,Machine-op-inspct,0.4160396114470989,White,Unmarried,Female,Without-pay
13,Asian-Pac-Islander,capital-loss_12,1,Prof-school,10,30,Separated,Transport-moving,0.5003447681119009,Amer-Indian-Eskimo,Husband,Male,Federal-gov
13,Asian-Pac-Islander,capital-loss_12,0,Prof-school,10,30,Separated,Transport-moving,0.4387893648963746,Amer-Indian-Eskimo,Husband,Female,Federal-gov
19,Black,Black,0,7th-8th,16,14,Widowed,Other-service,0.4387848808218708,Other,Wife,Female,Local-gov
19,Black,Black,1,7th-8th,16,14,Widowed,Other-service,0.5003989412534047,Other,Wife,Male,Local-gov
54,Amer-Indian-Eskimo,capital-loss_10,1,Some-college,15,13,Separated,Protective-serv,0.5003272294530976,Amer-Indian-Eskimo,Husband,Male,Federal-gov
54,Amer-Indian-Eskimo,capital-loss_10,0,Some-college,15,13,Separated,Protective-serv,0.4387908253417835,Amer-Indian-Eskimo,Husband,Female,Federal-gov
64,Asian-Pac-Islander,capital-loss_12,0,Assoc-voc,2,81,Divorced,Prof-specialty,0.4964351401294983,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc
64,Asian-Pac-Islander,capital-loss_12,1,Assoc-voc,2,81,Divorced,Prof-specialty,0.6203275044526875,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc
20,Amer-Indian-Eskimo,capital-loss_18,1,11th,13,41,Separated,Farming-fishing,0.5000696815545816,Black,Wife,Male,Local-gov
20,Amer-Indian-Eskimo,capital-loss_18,0,11th,13,41,Separated,Farming-fishing,0.438812130351884,Black,Wife,Female,Local-gov
27,Amer-Indian-Eskimo,capital-loss_16,1,Some-college,11,16,Never-married,Sales,0.5005730835074009,Black,Wife,Male,Private
27,Amer-Indian-Eskimo,capital-loss_16,0,Some-college,11,16,Never-married,Sales,0.4387704672687578,Black,Wife,Female,Private
15,Amer-Indian-Eskimo,capital-loss_13,1,Prof-school,16,15,Never-married,Tech-support,0.5002730935540433,Black,Husband,Male,Private
15,Amer-Indian-Eskimo,capital-loss_13,0,Prof-school,16,15,Never-married,Tech-support,0.4387953020905981,Black,Husband,Female,Private
43,Asian-Pac-Islander,capital-loss_15,0,11th,11,69,Widowed,Transport-moving,0.4387766465899779,Other,Other-relative,Female,State-gov
43,Asian-Pac-Islander,capital-loss_15,1,11th,11,69,Widowed,Transport-moving,0.5004984734791117,Other,Other-relative,Male,State-gov
37,Asian-Pac-Islander,capital-loss_9,0,12th,9,31,Separated,Handlers-cleaners,0.4387948544152683,Other,Unmarried,Female,Federal-gov
37,Asian-Pac-Islander,capital-loss_9,1,12th,9,31,Separated,Handlers-cleaners,0.5002784430692845,Other,Unmarried,Male,Federal-gov
70,Amer-Indian-Eskimo,capital-loss_5,1,11th,6,84,Married-spouse-absent,Protective-serv,0.5982861946073167,White,Husband,Male,Self-emp-not-inc
70,Amer-Indian-Eskimo,capital-loss_5,0,11th,6,84,Married-spouse-absent,Protective-serv,0.4588548632985434,White,Husband,Female,Self-emp-not-inc
86,Amer-Indian-Eskimo,capital-loss_8,1,Preschool,10,21,Separated,Armed-Forces,0.5001237466906077,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov
86,Amer-Indian-Eskimo,capital-loss_8,0,Preschool,10,21,Separated,Armed-Forces,0.4388076535656248,Amer-Indian-Eskimo,Other-relative,Female,Federal-gov
58,Other,capital-loss_5,0,HS-grad,1,17,Widowed,Priv-house-serv,0.4594215551304385,White,Not-in-family,Female,Self-emp-inc
58,Other,capital-loss_5,1,HS-grad,1,17,Widowed,Priv-house-serv,0.600958077406109,White,Not-in-family,Male,Self-emp-inc
61,Amer-Indian-Eskimo,capital-loss_15,1,5th-6th,1,57,Married-spouse-absent,Craft-repair,0.5899481397528655,Black,Own-child,Male,State-gov
61,Amer-Indian-Eskimo,capital-loss_15,0,5th-6th,1,57,Married-spouse-absent,Craft-repair,0.464696809997525,Black,Own-child,Female,State-gov
30,Amer-Indian-Eskimo,capital-loss_14,0,Some-college,7,33,Divorced,Prof-specialty,0.499317262746037,Amer-Indian-Eskimo,Wife,Female,Without-pay
30,Amer-Indian-Eskimo,capital-loss_14,1,Some-college,7,33,Divorced,Prof-specialty,0.6230389464817516,Amer-Indian-Eskimo,Wife,Male,Without-pay
74,Amer-Indian-Eskimo,capital-loss_9,0,Bachelors,16,47,Separated,Armed-Forces,0.4388039914150914,Other,Wife,Female,State-gov
74,Amer-Indian-Eskimo,capital-loss_9,1,Bachelors,16,47,Separated,Armed-Forces,0.5001680664654854,Other,Wife,Male,State-gov
90,Amer-Indian-Eskimo,capital-loss_10,1,10th,12,26,Divorced,Transport-moving,0.5148207962692101,Amer-Indian-Eskimo,Husband,Male,Self-emp-not-inc
90,Amer-Indian-Eskimo,capital-loss_10,0,10th,12,26,Divorced,Transport-moving,0.3903365239822802,Amer-Indian-Eskimo,Husband,Female,Self-emp-not-inc
89,Black,Other,0,10th,2,59,Widowed,Priv-house-serv,0.4387905097680626,White,Other-relative,Female,Private
89,Black,Other,1,10th,2,59,Widowed,Priv-house-serv,0.5003310702257309,White,Other-relative,Male,Private
64,Black,Black,1,7th-8th,10,41,Widowed,Adm-clerical,0.5002318881285829,White,Other-relative,Male,Self-emp-not-inc
64,Black,Black,0,7th-8th,10,41,Widowed,Adm-clerical,0.4387987220398474,White,Other-relative,Female,Self-emp-not-inc
76,Black,capital-loss_5,1,Some-college,1,52,Separated,Prof-specialty,0.5000091269612302,White,Wife,Male,State-gov
76,Black,capital-loss_5,0,Some-college,1,52,Separated,Prof-specialty,0.4388171502355346,White,Wife,Female,State-gov
55,Black,capital-loss_9,1,10th,1,44,Separated,Tech-support,0.5002615637838658,White,Wife,Male,Without-pay
55,Black,capital-loss_9,0,10th,1,44,Separated,Tech-support,0.4387962488141645,White,Wife,Female,Without-pay
15,capital-gain_7,capital-loss_18,0,11th,6,62,Divorced,Farming-fishing,0.4976763333775615,Other,Unmarried,Female,Without-pay
15,capital-gain_7,capital-loss_18,1,11th,6,62,Divorced,Farming-fishing,0.529573990796068,Other,Unmarried,Male,Without-pay
88,Amer-Indian-Eskimo,capital-loss_6,0,Prof-school,15,93,Separated,Transport-moving,0.438815983331639,White,Unmarried,Female,Self-emp-not-inc
88,Amer-Indian-Eskimo,capital-loss_6,1,Prof-school,15,93,Separated,Transport-moving,0.5000231452286078,White,Unmarried,Male,Self-emp-not-inc
34,Other,capital-loss_9,0,Doctorate,3,28,Widowed,Adm-clerical,0.4387810719350134,Other,Wife,Female,Without-pay
34,Other,capital-loss_9,1,Doctorate,3,28,Widowed,Adm-clerical,0.5004447026868291,Other,Wife,Male,Without-pay
45,Amer-Indian-Eskimo,capital-loss_5,1,5th-6th,16,72,Never-married,Prof-specialty,0.5003709345375481,Amer-Indian-Eskimo,Wife,Male,Without-pay
45,Amer-Indian-Eskimo,capital-loss_5,0,5th-6th,16,72,Never-married,Prof-specialty,0.4387872072553493,Amer-Indian-Eskimo,Wife,Female,Without-pay
12,Asian-Pac-Islander,Black,1,9th,16,29,Never-married,Other-service,0.5005288196618484,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc
12,Asian-Pac-Islander,Black,0,9th,16,29,Never-married,Other-service,0.4387741293582578,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc
56,Amer-Indian-Eskimo,Amer-Indian-Eskimo,0,9th,10,11,Married-civ-spouse,Tech-support,0.4387959332395929,White,Wife,Female,Self-emp-not-inc
56,Amer-Indian-Eskimo,Amer-Indian-Eskimo,1,9th,10,11,Married-civ-spouse,Tech-support,0.5002654157329647,White,Wife,Male,Self-emp-not-inc
27,Asian-Pac-Islander,Amer-Indian-Eskimo,0,Prof-school,1,75,Married-AF-spouse,Handlers-cleaners,0.406129169612599,Amer-Indian-Eskimo,Husband,Female,State-gov
27,Asian-Pac-Islander,Amer-Indian-Eskimo,1,Prof-school,1,75,Married-AF-spouse,Handlers-cleaners,0.531261119812025,Amer-Indian-Eskimo,Husband,Male,State-gov
87,Amer-Indian-Eskimo,capital-loss_10,0,Some-college,11,83,Separated,Protective-serv,0.4388064499723295,Other,Not-in-family,Female,Self-emp-not-inc
87,Amer-Indian-Eskimo,capital-loss_10,1,Some-college,11,83,Separated,Protective-serv,0.5001384429598238,Other,Not-in-family,Male,Self-emp-not-inc
17,Amer-Indian-Eskimo,capital-loss_15,0,Assoc-voc,5,24,Married-civ-spouse,Other-service,0.4387838386979676,White,Husband,Female,State-gov
17,Amer-Indian-Eskimo,capital-loss_15,1,Assoc-voc,5,24,Married-civ-spouse,Other-service,0.5004117972217739,White,Husband,Male,State-gov
77,Amer-Indian-Eskimo,capital-loss_10,0,Some-college,16,36,Divorced,Farming-fishing,0.3800055795029097,Amer-Indian-Eskimo,Wife,Female,Self-emp-inc
77,Amer-Indian-Eskimo,capital-loss_10,1,Some-college,16,36,Divorced,Farming-fishing,0.5039184222587226,Amer-Indian-Eskimo,Wife,Male,Self-emp-inc
97,Amer-Indian-Eskimo,capital-loss_5,0,Prof-school,16,45,Separated,Handlers-cleaners,0.4507882710131925,Other,Wife,Female,State-gov
97,Amer-Indian-Eskimo,capital-loss_5,1,Prof-school,16,45,Separated,Handlers-cleaners,0.5596296529909818,Other,Wife,Male,State-gov
92,Asian-Pac-Islander,White,0,Assoc-acdm,13,22,Widowed,Prof-specialty,0.4388068829722735,Amer-Indian-Eskimo,Other-relative,Female,Without-pay
92,Asian-Pac-Islander,White,1,Assoc-acdm,13,22,Widowed,Prof-specialty,0.5001331083445099,Amer-Indian-Eskimo,Other-relative,Male,Without-pay
53,Amer-Indian-Eskimo,capital-loss_14,0,7th-8th,1,10,Married-AF-spouse,Handlers-cleaners,0.4618495122295217,White,Wife,Female,Local-gov
53,Amer-Indian-Eskimo,capital-loss_14,1,7th-8th,1,10,Married-AF-spouse,Handlers-cleaners,0.5871749775736986,White,Wife,Male,Local-gov
85,Asian-Pac-Islander,capital-loss_8,1,Some-college,10,57,Widowed,Craft-repair,0.5001028813407207,White,Own-child,Male,Private
85,Asian-Pac-Islander,capital-loss_8,0,Some-college,10,57,Widowed,Craft-repair,0.4388094002449804,White,Own-child,Female,Private
64,Amer-Indian-Eskimo,capital-loss_15,1,Bachelors,11,89,Separated,Exec-managerial,0.5000292472540999,White,Husband,Male,Self-emp-not-inc
64,Amer-Indian-Eskimo,capital-loss_15,0,Bachelors,11,89,Separated,Exec-managerial,0.4388154842786073,White,Husband,Female,Self-emp-not-inc
74,Asian-Pac-Islander,capital-loss_19,1,9th,3,64,Widowed,Prof-specialty,0.5858834201364179,Black,Own-child,Male,Without-pay
74,Asian-Pac-Islander,capital-loss_19,0,9th,3,64,Widowed,Prof-specialty,0.4562413955541197,Black,Own-child,Female,Without-pay
91,Asian-Pac-Islander,capital-loss_7,0,Bachelors,10,52,Widowed,Craft-repair,0.4388158585683695,Amer-Indian-Eskimo,Wife,Female,Without-pay
91,Asian-Pac-Islander,capital-loss_7,1,Bachelors,10,52,Widowed,Craft-repair,0.500024933367947,Amer-Indian-Eskimo,Wife,Male,Without-pay
50,Asian-Pac-Islander,Amer-Indian-Eskimo,0,HS-grad,6,91,Never-married,Protective-serv,0.4388080058369694,Black,Wife,Female,Federal-gov
50,Asian-Pac-Islander,Amer-Indian-Eskimo,1,HS-grad,6,91,Never-married,Protective-serv,0.500119727102614,Black,Wife,Male,Federal-gov
22,Amer-Indian-Eskimo,capital-loss_14,0,7th-8th,16,47,Separated,Tech-support,0.4387892841682674,Asian-Pac-Islander,Husband,Female,Local-gov
22,Amer-Indian-Eskimo,capital-loss_14,1,7th-8th,16,47,Separated,Tech-support,0.5003457851156673,Asian-Pac-Islander,Husband,Male,Local-gov
46,Amer-Indian-Eskimo,capital-loss_16,0,Prof-school,8,5,Married-civ-spouse,Handlers-cleaners,0.4473722016960335,Black,Unmarried,Female,Self-emp-inc
46,Amer-Indian-Eskimo,capital-loss_16,1,Prof-school,8,5,Married-civ-spouse,Handlers-cleaners,0.5729517452497569,Black,Unmarried,Male,Self-emp-inc
91,Amer-Indian-Eskimo,capital-loss_5,1,5th-6th,10,75,Never-married,Prof-specialty,0.5004530026269252,White,Other-relative,Male,Without-pay
91,Amer-Indian-Eskimo,capital-loss_5,0,5th-6th,10,75,Never-married,Prof-specialty,0.4387804114351361,White,Other-relative,Female,Without-pay
95,Amer-Indian-Eskimo,capital-loss_11,1,10th,15,85,Widowed,Farming-fishing,0.5001921206618173,White,Other-relative,Male,Without-pay
95,Amer-Indian-Eskimo,capital-loss_11,0,10th,15,85,Widowed,Farming-fishing,0.4388020025545687,White,Other-relative,Female,Without-pay
53,Black,capital-loss_17,1,Preschool,1,31,Widowed,Protective-serv,0.5005556938744463,Black,Husband,Male,State-gov
53,Black,capital-loss_17,0,Preschool,1,31,Widowed,Protective-serv,0.4387718836673126,Black,Husband,Female,State-gov
61,Black,capital-loss_5,0,Bachelors,1,71,Separated,Protective-serv,0.4387926674126304,Amer-Indian-Eskimo,Unmarried,Female,Without-pay
61,Black,capital-loss_5,1,Bachelors,1,71,Separated,Protective-serv,0.5003049000719749,Amer-Indian-Eskimo,Unmarried,Male,Without-pay
76,Asian-Pac-Islander,capital-loss_9,0,Some-college,12,79,Widowed,Other-service,0.4387939957595867,White,Wife,Female,State-gov
76,Asian-Pac-Islander,capital-loss_9,1,Some-college,12,79,Widowed,Other-service,0.5002889111316531,White,Wife,Male,State-gov
44,Black,capital-loss_7,1,HS-grad,1,90,Separated,Protective-serv,0.5893070375159013,Amer-Indian-Eskimo,Wife,Male,State-gov
44,Black,capital-loss_7,0,HS-grad,1,90,Separated,Protective-serv,0.4569601357824281,Amer-Indian-Eskimo,Wife,Female,State-gov
85,Amer-Indian-Eskimo,capital-loss_19,0,Assoc-acdm,2,47,Separated,Protective-serv,0.4607630397596315,Amer-Indian-Eskimo,Wife,Female,Self-emp-inc
85,Amer-Indian-Eskimo,capital-loss_19,1,Assoc-acdm,2,47,Separated,Protective-serv,0.5001172497847046,Amer-Indian-Eskimo,Wife,Male,Self-emp-inc
77,Amer-Indian-Eskimo,Amer-Indian-Eskimo,1,Some-college,16,71,Never-married,Adm-clerical,0.5004495716373553,Other,Not-in-family,Male,Self-emp-not-inc
77,Amer-Indian-Eskimo,Amer-Indian-Eskimo,0,Some-college,16,71,Never-married,Adm-clerical,0.438780697651723,Other,Not-in-family,Female,Self-emp-not-inc
33,Black,Asian-Pac-Islander,1,Some-college,11,85,Separated,Armed-Forces,0.5002018697450147,White,Wife,Male,State-gov
33,Black,Asian-Pac-Islander,0,Some-college,11,85,Separated,Armed-Forces,0.4388011805906464,White,Wife,Female,State-gov
44,Asian-Pac-Islander,capital-loss_9,1,Prof-school,15,23,Separated,Exec-managerial,0.5001309774786077,White,Wife,Male,Without-pay
44,Asian-Pac-Islander,capital-loss_9,0,Prof-school,15,23,Separated,Exec-managerial,0.4388070591078707,White,Wife,Female,Without-pay
44,Asian-Pac-Islander,White,1,Prof-school,5,30,Married-civ-spouse,Adm-clerical,0.5348519275268749,White,Wife,Male,State-gov
44,Asian-Pac-Islander,White,0,Prof-school,5,30,Married-civ-spouse,Adm-clerical,0.4096131497944932,White,Wife,Female,State-gov
36,Amer-Indian-Eskimo,capital-loss_14,1,Some-college,15,29,Never-married,Protective-serv,0.5004426351523413,Other,Wife,Male,Without-pay
