age,capital-gain,capital-loss,decision,education,education-num,hours-per-week,marital-status,occupation,output,race,relationship,sex,workclass
79,15,51,0,Some-college,0,36,Married-civ-spouse,Other-service,-0.267544,Asian-Pac-Islander,Wife,Female,Private
79,15,51,1,Some-college,0,36,Married-civ-spouse,Other-service,0.112251,Asian-Pac-Islander,Wife,Male,Private
79,15,64,0,Some-college,0,36,Married-civ-spouse,Other-service,-0.157393,Asian-Pac-Islander,Wife,Female,Private
79,15,64,1,Some-college,0,36,Married-civ-spouse,Other-service,0.225022,Asian-Pac-Islander,Wife,Male,Private
81,15,65,0,Some-college,0,36,Divorced,Other-service,-0.360849,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
81,15,65,1,Some-college,0,36,Divorced,Other-service,0.000795,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
81,15,52,0,Some-college,0,36,Divorced,Other-service,-0.19713,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
81,15,52,1,Some-college,0,36,Divorced,Other-service,0.187902,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
79,15,51,0,Some-college,0,31,Married-civ-spouse,Other-service,-0.061569,Asian-Pac-Islander,Wife,Female,Private
79,15,51,1,Some-college,0,31,Married-civ-spouse,Other-service,0.314534,Asian-Pac-Islander,Wife,Male,Private
81,15,53,0,Some-college,0,31,Divorced,Other-service,-0.325437,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc
81,15,53,1,Some-college,0,31,Divorced,Other-service,0.044836,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc
95,13,70,0,9th,4,38,11th,Craft-repair,-0.214258,Asian-Pac-Islander,Not-in-family,Female,State-gov
95,13,70,1,9th,4,38,11th,Craft-repair,0.171903,Asian-Pac-Islander,Not-in-family,Male,State-gov
97,18,72,0,Prof-school,5,39,Prof-school,Craft-repair,-0.360562,Asian-Pac-Islander,Other-relative,Female,State-gov
97,18,72,1,Prof-school,5,39,Prof-school,Craft-repair,0.001152,Asian-Pac-Islander,Other-relative,Male,State-gov
95,17,70,0,HS-grad,4,34,11th,Craft-repair,-0.076237,Asian-Pac-Islander,Not-in-family,Female,State-gov
95,17,70,1,HS-grad,4,34,11th,Craft-repair,0.300833,Asian-Pac-Islander,Not-in-family,Male,State-gov
91,5,65,0,Assoc-acdm,3,36,Bachelors,Craft-repair,-0.14593,Asian-Pac-Islander,Husband,Female,Local-gov
91,5,65,1,Assoc-acdm,3,36,Bachelors,Craft-repair,0.23573,Asian-Pac-Islander,Husband,Male,Local-gov
79,10,51,0,Some-college,0,31,Married-civ-spouse,Tech-support,-0.336911,White,Wife,Female,Private
79,10,51,1,Some-college,0,31,Married-civ-spouse,Tech-support,0.511688,White,Wife,Male,Private
81,10,53,0,11th,0,31,Divorced,Tech-support,-0.16356,White,Wife,Female,Self-emp-not-inc
81,10,53,1,11th,0,31,Divorced,Tech-support,0.580337,White,Wife,Male,Self-emp-not-inc
83,11,55,0,11th,1,32,Separated,Tech-support,-0.111436,White,Own-child,Female,Self-emp-not-inc
83,11,55,1,11th,1,32,Separated,Tech-support,0.267952,White,Own-child,Male,Self-emp-not-inc
79,0,51,0,Assoc-acdm,0,31,Married-civ-spouse,Tech-support,-0.594406,White,Wife,Female,Private
79,0,51,1,Assoc-acdm,0,31,Married-civ-spouse,Tech-support,0.267332,White,Wife,Male,Private
79,10,51,0,Assoc-acdm,0,21,Married-civ-spouse,Other-service,-0.223743,Asian-Pac-Islander,Wife,Female,Private
79,10,51,1,Assoc-acdm,0,21,Married-civ-spouse,Other-service,0.163042,Asian-Pac-Islander,Wife,Male,Private
79,15,51,0,Some-college,0,21,Married-civ-spouse,Other-service,-0.258629,Asian-Pac-Islander,Wife,Female,Private
79,15,51,1,Some-college,0,21,Married-civ-spouse,Other-service,0.122609,Asian-Pac-Islander,Wife,Male,Private
95,17,70,0,9th,4,28,11th,Craft-repair,-0.00071,Asian-Pac-Islander,Not-in-family,Female,State-gov
95,17,70,1,9th,4,28,11th,Craft-repair,0.371385,Asian-Pac-Islander,Not-in-family,Male,State-gov
97,18,72,0,9th,5,29,Prof-school,Craft-repair,-0.132101,Asian-Pac-Islander,Other-relative,Female,State-gov
97,18,72,1,9th,5,29,Prof-school,Craft-repair,0.248649,Asian-Pac-Islander,Other-relative,Male,State-gov
89,4,63,0,Assoc-acdm,3,25,(null),Craft-repair,-0.016977,Asian-Pac-Islander,Husband,Female,Federal-gov
89,4,63,1,Assoc-acdm,3,25,(null),Craft-repair,0.35619,Asian-Pac-Islander,Husband,Male,Federal-gov
91,5,65,0,Assoc-acdm,3,26,Bachelors,Craft-repair,-0.326461,Asian-Pac-Islander,Husband,Female,Local-gov
91,5,65,1,Assoc-acdm,3,26,Bachelors,Craft-repair,0.043563,Asian-Pac-Islander,Husband,Male,Local-gov
83,11,55,0,11th,1,22,Separated,Tech-support,-0.298725,White,Own-child,Female,Self-emp-not-inc
83,11,55,1,11th,1,22,Separated,Tech-support,0.076027,White,Own-child,Male,Self-emp-not-inc
79,0,51,0,Assoc-acdm,0,21,Married-civ-spouse,Tech-support,-0.299259,White,Wife,Female,Private
79,0,51,1,Assoc-acdm,0,21,Married-civ-spouse,Tech-support,0.075406,White,Wife,Male,Private
79,5,51,0,Some-college,0,21,Married-civ-spouse,Tech-support,-0.334063,White,Wife,Female,Private
79,5,51,1,Some-college,0,21,Married-civ-spouse,Tech-support,0.034108,White,Wife,Male,Private
75,17,95,1,Preschool,5,36,11th,Prof-specialty,0.024536,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
75,17,95,0,Preschool,5,36,11th,Prof-specialty,-2.047928,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
76,18,97,1,Preschool,5,38,Prof-school,Prof-specialty,0.347329,Amer-Indian-Eskimo,Other-relative,Female,State-gov
76,18,97,0,Preschool,5,38,Prof-school,Prof-specialty,-1.858159,Amer-Indian-Eskimo,Other-relative,Male,State-gov
71,18,97,1,9th,5,38,11th,Prof-specialty,0.011022,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
71,18,97,0,9th,5,38,11th,Prof-specialty,-2.01663,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
72,18,98,1,7th-8th,5,39,Prof-school,Prof-specialty,0.289836,Amer-Indian-Eskimo,Other-relative,Female,State-gov
72,18,98,0,7th-8th,5,39,Prof-school,Prof-specialty,-2.005304,Amer-Indian-Eskimo,Other-relative,Male,State-gov
75,17,85,1,9th,5,36,11th,Prof-specialty,0.391417,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
75,17,85,0,9th,5,36,11th,Prof-specialty,-1.923658,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
76,18,86,1,9th,5,38,Prof-school,Prof-specialty,0.663474,Amer-Indian-Eskimo,Other-relative,Female,State-gov
76,18,86,0,9th,5,38,Prof-school,Prof-specialty,-1.558486,Amer-Indian-Eskimo,Other-relative,Male,State-gov
76,8,86,1,Preschool,5,39,Prof-school,Prof-specialty,0.199962,Amer-Indian-Eskimo,Other-relative,Female,State-gov
76,8,86,0,Preschool,5,39,Prof-school,Prof-specialty,-2.008314,Amer-Indian-Eskimo,Other-relative,Male,State-gov
72,8,86,1,7th-8th,5,39,Prof-school,Prof-specialty,0.152333,Amer-Indian-Eskimo,Other-relative,Female,State-gov
72,8,86,0,7th-8th,5,39,Prof-school,Prof-specialty,-1.920414,Amer-Indian-Eskimo,Other-relative,Male,State-gov
69,11,80,0,Masters,4,24,Separated,Sales,-0.056668,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
69,11,80,1,Masters,4,24,Separated,Sales,0.319113,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
70,12,83,0,1st-4th,4,26,Widowed,Sales,-0.274361,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
70,12,83,1,1st-4th,4,26,Widowed,Sales,0.104333,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
68,15,89,0,Some-college,4,31,Married-civ-spouse,Sales,-0.356906,Amer-Indian-Eskimo,Wife,Female,Private
68,15,89,1,Some-college,4,31,Married-civ-spouse,Sales,0.005698,Amer-Indian-Eskimo,Wife,Male,Private
68,10,89,0,Assoc-acdm,4,31,Married-civ-spouse,Sales,-0.322103,Amer-Indian-Eskimo,Wife,Female,Private
68,10,89,1,Assoc-acdm,4,31,Married-civ-spouse,Sales,0.048868,Amer-Indian-Eskimo,Wife,Male,Private
68,15,90,0,Assoc-acdm,4,21,Divorced,Sales,-0.013132,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
68,15,90,1,Assoc-acdm,4,21,Divorced,Sales,0.359782,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
69,15,91,0,Assoc-voc,4,22,Separated,Sales,-0.187609,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
69,15,91,1,Assoc-voc,4,22,Separated,Sales,0.196796,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
70,16,92,0,Assoc-voc,4,23,Widowed,Sales,-0.335064,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
70,16,92,1,Assoc-voc,4,23,Widowed,Sales,0.032864,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
68,15,76,0,Some-college,4,31,Married-civ-spouse,Sales,-0.190699,Amer-Indian-Eskimo,Wife,Female,Private
68,15,76,1,Some-college,4,31,Married-civ-spouse,Sales,0.193909,Amer-Indian-Eskimo,Wife,Male,Private
68,15,77,0,11th,4,31,Divorced,Sales,-0.277984,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
68,15,77,1,11th,4,31,Divorced,Sales,0.100124,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
69,15,78,0,11th,4,32,Separated,Sales,-0.358711,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
69,15,78,1,11th,4,32,Separated,Sales,0.003453,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
68,10,76,0,Assoc-acdm,4,31,Married-civ-spouse,Sales,-0.147415,Amer-Indian-Eskimo,Wife,Female,Private
68,10,76,1,Assoc-acdm,4,31,Married-civ-spouse,Sales,0.234344,Amer-Indian-Eskimo,Wife,Male,Private
68,10,77,0,Assoc-acdm,4,31,Divorced,Sales,-0.303972,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
68,10,77,1,Assoc-acdm,4,31,Divorced,Sales,0.069932,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
70,16,79,0,Assoc-voc,4,23,Widowed,Sales,-0.168116,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
70,16,79,1,Assoc-voc,4,23,Widowed,Sales,0.215005,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
71,16,80,0,Assoc-voc,4,24,Married-spouse-absent,Sales,-0.320617,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
71,16,80,1,Assoc-voc,4,24,Married-spouse-absent,Sales,0.050593,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
68,10,76,0,Assoc-acdm,4,21,Married-civ-spouse,Sales,-0.327654,Amer-Indian-Eskimo,Wife,Female,Private
68,10,76,1,Assoc-acdm,4,21,Married-civ-spouse,Sales,0.042078,Amer-Indian-Eskimo,Wife,Male,Private
68,5,89,0,12th,4,31,Married-civ-spouse,Sales,-0.287299,Amer-Indian-Eskimo,Wife,Female,Private
68,5,89,1,12th,4,31,Married-civ-spouse,Sales,0.089302,Amer-Indian-Eskimo,Wife,Male,Private
68,0,89,0,Doctorate,4,31,Married-civ-spouse,Sales,-0.252495,Amer-Indian-Eskimo,Wife,Female,Private
68,0,89,1,Doctorate,4,31,Married-civ-spouse,Sales,0.129735,Amer-Indian-Eskimo,Wife,Male,Private
69,5,91,0,5th-6th,4,22,Separated,Sales,-0.101041,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
69,5,91,1,5th-6th,4,22,Separated,Sales,0.277663,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
70,6,92,0,5th-6th,4,23,Widowed,Sales,-0.265456,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
70,6,92,1,5th-6th,4,23,Widowed,Sales,0.114678,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
68,5,76,0,12th,4,31,Married-civ-spouse,Sales,-0.10413,Amer-Indian-Eskimo,Wife,Female,Private
68,5,76,1,12th,4,31,Married-civ-spouse,Sales,0.274777,Amer-Indian-Eskimo,Wife,Male,Private
68,5,77,0,Masters,4,31,Divorced,Sales,-0.204529,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
68,5,77,1,Masters,4,31,Divorced,Sales,0.180991,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
69,5,78,0,Masters,4,32,Separated,Sales,-0.289104,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
69,5,78,1,Masters,4,32,Separated,Sales,0.087204,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
68,0,76,0,Doctorate,4,31,Married-civ-spouse,Sales,-0.060846,Amer-Indian-Eskimo,Wife,Female,Private
68,0,76,1,Doctorate,4,31,Married-civ-spouse,Sales,0.31521,Amer-Indian-Eskimo,Wife,Male,Private
68,0,77,0,Doctorate,4,31,Divorced,Sales,-0.234365,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
68,0,77,1,Doctorate,4,31,Divorced,Sales,0.150798,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
68,5,76,0,12th,4,21,Married-civ-spouse,Sales,-0.292851,Amer-Indian-Eskimo,Wife,Female,Private
68,5,76,1,12th,4,21,Married-civ-spouse,Sales,0.082852,Amer-Indian-Eskimo,Wife,Male,Private
68,0,76,0,Doctorate,4,21,Married-civ-spouse,Sales,-0.258048,Amer-Indian-Eskimo,Wife,Female,Private
68,0,76,1,Doctorate,4,21,Married-civ-spouse,Sales,0.123285,Amer-Indian-Eskimo,Wife,Male,Private
56,10,76,1,12th,4,21,Married-civ-spouse,Prof-specialty,0.800325,Amer-Indian-Eskimo,Wife,Female,Private
56,10,76,0,12th,4,21,Married-civ-spouse,Prof-specialty,-1.0705,Amer-Indian-Eskimo,Wife,Male,Private
57,10,78,1,Masters,4,22,Divorced,Prof-specialty,0.816496,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,10,78,0,Masters,4,22,Divorced,Prof-specialty,-0.881879,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
58,11,80,1,Masters,4,24,Separated,Prof-specialty,0.832667,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
58,11,80,0,Masters,4,24,Separated,Prof-specialty,-0.69326,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
59,12,83,1,1st-4th,4,26,Widowed,Prof-specialty,0.851771,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
59,12,83,0,1st-4th,4,26,Widowed,Prof-specialty,-0.504639,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
60,13,85,1,10th,4,28,Married-spouse-absent,Prof-specialty,0.899139,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
60,13,85,0,10th,4,28,Married-spouse-absent,Prof-specialty,-0.253073,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
57,10,78,1,11th,4,22,Divorced,Prof-specialty,0.010692,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,10,78,0,11th,4,22,Divorced,Prof-specialty,-2.018762,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
58,11,80,1,11th,4,24,Separated,Prof-specialty,0.299715,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
58,11,80,0,11th,4,24,Separated,Prof-specialty,-2.003338,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
59,12,83,1,HS-grad,4,26,Widowed,Prof-specialty,0.471323,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
59,12,83,0,HS-grad,4,26,Widowed,Prof-specialty,-1.830617,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
60,13,85,1,Prof-school,4,28,Married-spouse-absent,Prof-specialty,0.59205,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
60,13,85,0,Prof-school,4,28,Married-spouse-absent,Prof-specialty,-1.657897,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
61,14,88,1,Assoc-acdm,5,30,(null),Prof-specialty,0.680606,Amer-Indian-Eskimo,Husband,Female,Federal-gov
61,14,88,0,Assoc-acdm,5,30,(null),Prof-specialty,-1.477062,Amer-Indian-Eskimo,Husband,Male,Federal-gov
62,15,90,1,Assoc-acdm,5,32,Bachelors,Prof-specialty,0.704028,Amer-Indian-Eskimo,Husband,Female,Local-gov
62,15,90,0,Assoc-acdm,5,32,Bachelors,Prof-specialty,-1.288441,Amer-Indian-Eskimo,Husband,Male,Local-gov
63,16,92,1,Assoc-voc,5,34,Some-college,Prof-specialty,0.720459,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov
63,16,92,0,Assoc-voc,5,34,Some-college,Prof-specialty,-1.09982,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov
64,17,95,1,9th,5,36,11th,Prof-specialty,0.73663,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
64,17,95,0,9th,5,36,11th,Prof-specialty,-0.869978,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
65,18,97,1,9th,5,38,Prof-school,Prof-specialty,0.752802,Amer-Indian-Eskimo,Other-relative,Female,State-gov
65,18,97,0,9th,5,38,Prof-school,Prof-specialty,-0.580952,Amer-Indian-Eskimo,Other-relative,Male,State-gov
59,12,83,0,1st-4th,4,26,Widowed,Sales,-0.069114,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
59,12,83,1,1st-4th,4,26,Widowed,Sales,0.299878,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
60,13,85,0,10th,4,28,Married-spouse-absent,Sales,-0.258752,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
60,13,85,1,10th,4,28,Married-spouse-absent,Sales,0.083426,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
65,18,97,1,Preschool,5,38,Prof-school,Exec-managerial,0.768089,Amer-Indian-Eskimo,Other-relative,Female,State-gov
65,18,97,0,Preschool,5,38,Prof-school,Exec-managerial,-0.867923,Amer-Indian-Eskimo,Other-relative,Male,State-gov
63,16,84,1,Assoc-voc,5,34,Some-college,Exec-managerial,0.109507,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov
63,16,84,0,Assoc-voc,5,34,Some-college,Exec-managerial,-1.755588,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov
64,17,85,1,9th,5,36,11th,Exec-managerial,0.596082,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
64,17,85,0,9th,5,36,11th,Exec-managerial,-1.517313,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
65,18,86,1,9th,5,38,Prof-school,Exec-managerial,0.808417,Amer-Indian-Eskimo,Other-relative,Female,State-gov
65,18,86,0,9th,5,38,Prof-school,Exec-managerial,-1.189749,Amer-Indian-Eskimo,Other-relative,Male,State-gov
56,15,89,0,Some-college,4,31,Married-civ-spouse,Sales,-0.174551,Amer-Indian-Eskimo,Wife,Female,Private
56,15,89,1,Some-college,4,31,Married-civ-spouse,Sales,0.208995,Amer-Indian-Eskimo,Wife,Male,Private
57,15,90,0,11th,4,31,Divorced,Sales,-0.26521,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,15,90,1,11th,4,31,Divorced,Sales,0.114964,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
58,15,91,0,11th,4,32,Separated,Sales,-0.346148,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
58,15,91,1,11th,4,32,Separated,Sales,0.019078,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
56,10,89,0,Assoc-acdm,4,31,Married-civ-spouse,Sales,-0.131266,Amer-Indian-Eskimo,Wife,Female,Private
56,10,89,1,Assoc-acdm,4,31,Married-civ-spouse,Sales,0.249428,Amer-Indian-Eskimo,Wife,Male,Private
57,10,90,0,Assoc-acdm,4,31,Divorced,Sales,-0.291199,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,10,90,1,Assoc-acdm,4,31,Divorced,Sales,0.084771,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
56,15,89,0,Some-college,4,21,Married-civ-spouse,Sales,-0.349473,Amer-Indian-Eskimo,Wife,Female,Private
56,15,89,1,Some-college,4,21,Married-civ-spouse,Sales,0.014942,Amer-Indian-Eskimo,Wife,Male,Private
56,10,89,0,Assoc-acdm,4,21,Married-civ-spouse,Sales,-0.31467,Amer-Indian-Eskimo,Wife,Female,Private
56,10,89,1,Assoc-acdm,4,21,Married-civ-spouse,Sales,0.057503,Amer-Indian-Eskimo,Wife,Male,Private
57,15,77,0,11th,4,31,Divorced,Sales,-0.045699,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,15,77,1,11th,4,31,Divorced,Sales,0.299012,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
58,15,78,0,11th,4,32,Separated,Sales,-0.142951,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
58,15,78,1,11th,4,32,Separated,Sales,0.203554,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
59,16,79,0,HS-grad,4,33,Widowed,Sales,-0.226363,Amer-Indian-Eskimo,Own-child,Female,Self-emp-inc
59,16,79,1,HS-grad,4,33,Widowed,Sales,0.108097,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc
60,16,80,0,Prof-school,4,34,Married-spouse-absent,Sales,-0.303312,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
60,16,80,1,Prof-school,4,34,Married-spouse-absent,Sales,0.0102,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
57,10,77,0,Assoc-acdm,4,31,Divorced,Sales,-0.105231,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,10,77,1,Assoc-acdm,4,31,Divorced,Sales,0.26882,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
58,10,78,0,Assoc-voc,4,32,Separated,Sales,-0.269685,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
58,10,78,1,Assoc-voc,4,32,Separated,Sales,0.102737,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
56,15,76,0,Some-college,4,21,Married-civ-spouse,Sales,-0.181455,Amer-Indian-Eskimo,Wife,Female,Private
56,15,76,1,Some-college,4,21,Married-civ-spouse,Sales,0.202545,Amer-Indian-Eskimo,Wife,Male,Private
57,15,77,0,11th,4,21,Divorced,Sales,-0.27199,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,15,77,1,11th,4,21,Divorced,Sales,0.107087,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
58,15,78,0,11th,4,22,Separated,Sales,-0.354156,Amer-Indian-Eskimo,Own-child,Female,Self-emp-not-inc
58,15,78,1,11th,4,22,Separated,Sales,0.009118,Amer-Indian-Eskimo,Own-child,Male,Self-emp-not-inc
56,10,76,0,Assoc-acdm,4,21,Married-civ-spouse,Sales,-0.138171,Amer-Indian-Eskimo,Wife,Female,Private
56,10,76,1,Assoc-acdm,4,21,Married-civ-spouse,Sales,0.242978,Amer-Indian-Eskimo,Wife,Male,Private
57,10,77,0,Assoc-acdm,4,21,Divorced,Sales,-0.297978,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc
57,10,77,1,Assoc-acdm,4,21,Divorced,Sales,0.076895,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc
61,4,88,1,Doctorate,5,30,(null),Prof-specialty,0.026712,Amer-Indian-Eskimo,Husband,Female,Federal-gov
61,4,88,0,Doctorate,5,30,(null),Prof-specialty,-2.017036,Amer-Indian-Eskimo,Husband,Male,Federal-gov
62,5,90,1,Doctorate,5,32,Bachelors,Prof-specialty,0.30805,Amer-Indian-Eskimo,Husband,Female,Local-gov
62,5,90,0,Doctorate,5,32,Bachelors,Prof-specialty,-1.996545,Amer-Indian-Eskimo,Husband,Male,Local-gov
63,6,92,1,5th-6th,5,34,Some-college,Prof-specialty,0.476863,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov
63,6,92,0,5th-6th,5,34,Some-college,Prof-specialty,-1.823823,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov
64,7,95,1,Preschool,5,36,11th,Prof-specialty,0.597589,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
64,7,95,0,Preschool,5,36,11th,Prof-specialty,-1.651103,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
65,8,97,1,Preschool,5,38,Prof-school,Prof-specialty,0.680345,Amer-Indian-Eskimo,Other-relative,Female,State-gov
65,8,97,0,Preschool,5,38,Prof-school,Prof-specialty,-1.469639,Amer-Indian-Eskimo,Other-relative,Male,State-gov
57,6,93,1,Assoc-voc,4,34,Married-spouse-absent,Prof-specialty,0.001165,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc
57,6,93,0,Assoc-voc,4,34,Married-spouse-absent,Prof-specialty,-1.979087,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc
58,7,94,1,9th,5,35,(null),Prof-specialty,0.254683,Amer-Indian-Eskimo,Husband,Female,Federal-gov
58,7,94,0,9th,5,35,(null),Prof-specialty,-1.967761,Amer-Indian-Eskimo,Husband,Male,Federal-gov
58,7,95,1,9th,5,36,Bachelors,Prof-specialty,0.42118,Amer-Indian-Eskimo,Husband,Female,Local-gov
58,7,95,0,9th,5,36,Bachelors,Prof-specialty,-1.928001,Amer-Indian-Eskimo,Husband,Male,Local-gov
59,7,96,1,9th,5,37,Some-college,Prof-specialty,0.54285,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov
59,7,96,0,9th,5,37,Some-college,Prof-specialty,-1.77061,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov
59,8,97,1,9th,5,38,11th,Prof-specialty,0.612956,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
59,8,97,0,9th,5,38,11th,Prof-specialty,-1.613221,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
60,8,98,1,7th-8th,5,39,Prof-school,Prof-specialty,0.628214,Amer-Indian-Eskimo,Other-relative,Female,State-gov
60,8,98,0,7th-8th,5,39,Prof-school,Prof-specialty,-1.414357,Amer-Indian-Eskimo,Other-relative,Male,State-gov
59,8,97,1,HS-grad,5,38,11th,Prof-specialty,0.173194,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
59,8,97,0,HS-grad,5,38,11th,Prof-specialty,-1.882055,Amer-Indian-Eskimo,Not-in-family,Male,State-gov
60,8,98,1,Prof-school,5,39,Prof-school,Prof-specialty,0.339693,Amer-Indian-Eskimo,Other-relative,Female,State-gov
60,8,98,0,Prof-school,5,39,Prof-school,Prof-specialty,-1.865158,Amer-Indian-Eskimo,Other-relative,Male,State-gov
62,5,83,1,Assoc-acdm,5,32,Bachelors,Prof-specialty,0.166819,Amer-Indian-Eskimo,Husband,Female,Local-gov
62,5,83,0,Assoc-acdm,5,32,Bachelors,Prof-specialty,-1.919165,Amer-Indian-Eskimo,Husband,Male,Local-gov
63,6,84,1,Assoc-voc,5,34,Some-college,Prof-specialty,0.48777,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov
63,6,84,0,Assoc-voc,5,34,Some-college,Prof-specialty,-1.866361,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov
64,7,85,1,9th,5,36,11th,Prof-specialty,0.615588,Amer-Indian-Eskimo,Not-in-family,Female,State-gov
